code,select_td,buy_td,sell_td,t0,net_ret,mom_5,mom_20,ma20_slope_5,ma20_dev,ma20_over_ma60,vol_20,mdd_10,amt_ma20,y_rel,pred_score
180103.SZ,2024-08-22,2024-08-23,2024-08-30,2024-08-22,-0.003412857579412676,-0.04202334630350202,-0.004850444624090566,-0.0020500000000001073,-0.01836087797292707,0.013606083670678837,0.012329271777224714,-0.06237966884867152,5508890.2,4,0.6869979068845409
180101.SZ,2024-08-29,2024-08-30,2024-09-06,2024-08-29,0.0024393198732894916,-0.044508950169327655,0.018041237113401998,0.012900000000000134,-0.02840978969376473,0.05048060359677531,0.01610828126024174,-0.04934687953555883,13165136.95,5,0.6869979068845409
508000.SH,2024-09-05,2024-09-06,2024-09-13,2024-09-05,-0.011416764472361729,-0.008859784283513195,-0.02204484986697064,-0.006399999999999739,-0.008439631585032137,0.03433981066268066,0.0059881945415435804,-0.019208605455243832,12716361.35,0,0.6869979068845409
508088.SH,2024-09-12,2024-09-13,2024-09-20,2024-09-12,0.0037131606720099963,-0.012428008487420539,-0.013026355649803034,-0.005250000000000199,-0.009365117976161463,0.01635308236287858,0.0034704303716738493,-0.016601267733172387,12718071.95,0,0.6869979068845409
160140.SZ,2024-09-26,2024-09-27,2024-09-30,2024-09-26,-0.0013639773470948136,-0.029282576866764165,-0.0045045045045043475,0.0061500000000001,-0.010373908500634355,0.04095505690720058,0.009625294815803848,-0.03282275711159732,13232438.7,0,0.6869979068845409
161226.SZ,2024-10-10,2024-10-11,2024-10-18,2024-10-10,0.030083426096491284,-0.04055496264674496,0.03096330275229353,0.006050000000000111,0.007847533632286963,-0.015017667844522853,0.01710232191593964,-0.04268943436499473,53141901.25,1,0.6867663707649537
159960.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.02915219010825454,-0.030183727034120755,0.1861958266452648,0.03049999999999997,0.05571428571428583,0.0658816363820931,0.022978953575726612,-0.03901170351105332,13751582.5,39,0.6790782659148249
515180.SH,2024-10-24,2024-10-25,2024-11-01,2024-10-24,-0.00882234903515322,-0.04294917680744459,0.08346839546191243,0.02970000000000006,-0.022303473491773418,0.04142868022237467,0.031090446543926138,-0.06568832983927331,194238000.05,11,0.681415467572179
159719.SZ,2024-10-31,2024-11-01,2024-11-08,2024-10-31,0.032124388952193605,-0.03240152477763658,0.00461741424802109,0.022150000000000114,-0.039116719242902054,0.05611513987140038,0.0367606946221022,-0.04514106583072086,47425496.65,45,0.6869979068845409
161129.SZ,2024-11-07,2024-11-08,2024-11-15,2024-11-07,-0.020907023584905815,0.003646973012399579,0.008797653958944052,0.005800000000000027,-0.0034762456546930665,0.013766014463492349,0.008441398528420446,-0.015793251974156486,2836469.85,0,0.6694579229063864
161810.SZ,2024-11-14,2024-11-15,2024-11-22,2024-11-14,-0.018146629137404502,-0.055636363636363595,0.044229995979091274,0.03954999999999975,-0.026502230385725523,0.0869715799123969,0.016294877467025445,-0.07612949128424051,995772.85,0,0.681415467572179
159630.SZ,2024-11-21,2024-11-22,2024-11-29,2024-11-21,-0.011443310614828173,-0.017590149516270914,0.004496402877697703,-0.00045000000000006146,-0.00935656955345665,0.07804955780415912,0.011676910372038862,-0.04306632213608963,5206411.75,65,0.6869979068845409
159663.SZ,2024-11-28,2024-11-29,2024-12-06,2024-11-28,0.09634911833849347,-0.0558276199804113,-0.004132231404958775,0.003149999999999986,-0.03950580381607127,0.12622031045446036,0.027654808174935593,-0.06627680311890838,8230655.65,59,0.6869979068845409
162411.SZ,2024-12-05,2024-12-06,2024-12-13,2024-12-05,-0.007055982932816507,-0.03598014888337475,0.005174644243208348,0.015350000000000086,-0.024726998870340244,0.05679481794265273,0.01344041583045116,-0.061594202898550776,45246284.8,6,0.6869979068845409
162719.SZ,2024-12-12,2024-12-13,2024-12-20,2024-12-12,-0.07134635560341152,-0.0016849199663016012,-0.022680412371134273,-0.005550000000000388,-0.02521284909307786,0.040291525230339076,0.010760480888743408,-0.04229361529076847,3351371.1,0,0.6869979068845409
159655.SZ,2024-12-19,2024-12-20,2024-12-27,2024-12-19,0.02003130011536136,-0.025443786982248473,0.01981424148606803,0.0180499999999999,-0.01955531743905714,0.061538947634494745,0.008984029243781345,-0.028891509433962237,61950394.55,14,0.6869979068845409
159628.SZ,2024-12-26,2024-12-27,2025-01-03,2024-12-26,-0.08485166177325565,-0.014299332697807365,0.013725490196078383,0.005349999999999966,-0.02388369678089297,0.040876486194359796,0.01607492446656977,-0.05092592592592582,155666229.0,25,0.6869979068845409
159770.SZ,2024-12-30,2025-01-03,2025-01-10,2024-12-30,-0.0018665767807350964,0.009685230024213176,-0.009501187648456089,0.010650000000000048,-0.023247643028635023,0.06983106062188082,0.018550775570152507,-0.0361726954492414,134386736.95,9,0.6869979068845409
