scope,n,win_rate,mean,median,p10,p25,p75,p90,min,max,std
ALL_TEST,173,0.6878612716763006,0.022733717421959627,0.03054806828391743,-0.05112531095846944,-0.007312614259597838,0.053747714808043856,0.08540488806522065,-0.12841756420878214,0.16914893617021276,0.05566146374760487
TOP3_TEST,40,0.475,0.004752600869433183,-0.0030995247551680594,-0.04433596098510378,-0.011773766637117516,0.031858990475410964,0.05244622693224512,-0.10495283018867929,0.13342318059299196,0.04594018714634223
