n_all,n_ok,win_rate,mean_ret,median_ret,p10,p25,p75,p90,min_ret,max_ret
294,294,0.6564625850340136,0.015223816173526977,0.01490740740740748,-0.028593622866279856,-0.008107150757950793,0.03728139379021611,0.06331697788257598,-0.12841756420878214,0.16914893617021276
