code,select_td,buy_td,sell_td,t0,net_ret,mom_5,mom_20,ma20_slope_5,ma20_dev,ma20_over_ma60,vol_20,mdd_10,amt_ma20,y_rel
159974.SZ,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.004719584823686063,-0.011162179908076109,0.03150684931506853,0.011500000000000066,0.0010968192242495345,0.03772131524488387,0.012707799479047302,-0.032404406999351765,7532099.8,2
160716.SZ,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.024076635432098925,0.00619718309859163,0.02408256880733939,0.00800000000000023,0.01192668347545256,0.0097641909738444,0.008834153988077973,-0.018952062430323324,121577.15,30
160719.SZ,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.016571912852233694,-0.010204081632653073,0.05244122965641962,0.015900000000000025,-0.004404909549672875,0.06518768221574334,0.012952020920078036,-0.031040268456375752,2431001.1,23
161129.SZ,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.005420572469879481,-0.03734707018673522,0.11069836552748913,0.04874999999999985,0.0032210441551470126,0.07546488970146004,0.03864998609607384,-0.08074534161490687,20937615.1,3
161226.SZ,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.04759159835820892,-0.02341137123745818,0.08684863523573205,0.018750000000000155,-0.0077027639329407815,0.09826038275726257,0.01910642684685182,-0.061956521739130466,76498008.2,42
164701.SZ,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.017607783947368505,-0.009045226130653283,0.04893617021276597,0.011800000000000033,-0.007099340415890443,0.06409615315926698,0.013057165018004246,-0.03165182987141435,4000364.3,26
165513.SZ,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.022605974442724497,-0.019756838905775065,0.06260296540362442,0.011499999999999955,-0.010963735336962377,0.07550437029300205,0.026424962493447748,-0.08640226628895187,623162.3,28
510060.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.012880370283720799,0.00419580419580412,0.03408545367258764,0.014200000000000657,0.01281297754790156,0.0162384721978881,0.008511986307760004,-0.019852262234533735,3601783.7,12
510170.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.0391113518543047,-0.007658643326039383,0.06081871345029244,0.011250000000000093,-0.003953437294092033,0.06650529973257346,0.01619894655637027,-0.059701492537313494,11102211.8,39
510410.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.0336152204697453,-0.016393442622950727,0.05263157894736836,0.01464999999999983,-0.014739805293818686,0.0724109014675054,0.01704946002533305,-0.06444275966641388,58762138.6,35
512400.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.029039388313253145,-0.006445672191528473,0.06515301085883518,0.013600000000000056,-0.011678497824593626,0.1025364819147323,0.02135993302705291,-0.07245080500894452,299730060.45,32
512890.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.034330578582524085,-0.024482109227871973,0.03600000000000003,0.010499999999999954,-0.009276083006598546,0.03478303893919188,0.011023614345632224,-0.04428044280442811,360321620.75,36
515300.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.015508150315346914,-0.004184100418409997,0.036284470246734424,0.011749999999999927,0.005810882197569978,0.02472031757488269,0.007468512974326156,-0.021364576154376258,33896926.05,22
515450.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.030139327576894415,-0.014662756598240345,0.03863987635239563,0.012950000000000017,0.00044662795891037277,0.02588774341351674,0.008654876407048926,-0.030303030303030165,54624712.65,33
515600.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.00011343767309068831,-0.010623229461756312,0.031757754800590954,0.010199999999999987,0.0011107528037550551,0.037277930573106355,0.013326070523692168,-0.036262203626220346,31890110.6,0
515680.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.007207903203124921,-0.011888111888111785,0.03063457330415753,0.010199999999999987,0.0018079336382006428,0.036816054495111494,0.013034722592372377,-0.03383977900552482,12752710.95,5
515900.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.002251445463623547,-0.010600706713780883,0.028655400440852352,0.010050000000000114,0.0005717552887365418,0.037135868356682256,0.013821265360375163,-0.037526059763724806,72887586.55,1
516650.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.03560333444232611,-0.005692599620493177,0.07929969104016465,0.016249999999999876,-0.006823351023502511,0.11021095270661263,0.022804285989137446,-0.07287822878228756,13922413.1,38
517090.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.011247929281729574,-0.013076393668272512,0.04747991234477711,0.017850000000000144,0.0016064818048473484,0.04234820171819642,0.014256076285730723,-0.033333333333333326,39598794.35,6
517180.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.01721118071287142,-0.015604681404421394,0.04269972451790638,0.01905000000000001,-0.0019446916510102996,0.04371308984576583,0.014063398783653832,-0.03209242618741981,70170287.0,24
518600.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.013945169823822212,-0.01245753114382786,0.056542810985460434,0.07765000000000111,-0.0065602719047573865,0.07628143339339322,0.01396548302812153,-0.04173622704507507,27819886.35,16
518660.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.013969156060204657,-0.013447889428464754,0.05471246006389774,0.07875000000000121,-0.007562591009441566,0.07650324803381858,0.013644797246937639,-0.04413919413919409,23340024.75,17
518680.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.01415277868660092,-0.01029576937476595,0.056343656343656345,0.07819999999999894,-0.005146443120983668,0.07613879129668777,0.013298537009445081,-0.043127179298954044,22392707.1,18
518800.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.012957103066488562,-0.012822930416745204,0.05565638233514836,0.07779999999999987,-0.0063774057624416125,0.07672971398792194,0.013457659915707758,-0.043293246993524326,228899857.65,13
518850.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.0119865197048874,-0.013536065269794118,0.05618423664879901,0.07889999999999997,-0.006415344532949785,0.07679957633367751,0.013318741127288274,-0.04244080145719498,30415353.95,9
518860.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.01445696517890771,-0.01264410561547058,0.055246422893481695,0.07874999999999943,-0.007856802533608764,0.07620716928521643,0.013435095994904065,-0.0435574995443776,5536703.1,19
518880.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.013175808763217445,-0.013049962714392183,0.0526943726386957,0.0771500000000005,-0.007443238277368369,0.07671396031908917,0.013504413285333956,-0.04368488393346737,1527143514.95,14
518890.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.01462510547677276,-0.014640474425500316,0.055379118697896024,0.07755000000000045,-0.007290820660748043,0.07658575151925273,0.013402420072252473,-0.041909620991253727,6570093.8,20
561330.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.019835729620253373,-0.008771929824561098,0.06715634837355733,0.013050000000000006,-0.013722542792028225,0.1067997638598186,0.022610110561206282,-0.07379375591296122,9935718.9,27
159719.SZ,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.0175832452762803,-0.014579191517561152,0.04866008462623417,0.019249999999999767,0.001313087101444621,0.04437568128274538,0.013403927922269496,-0.03208906352324814,19358152.65,25
501059.SH,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.02267886393329821,-0.006312467122567056,0.031113537117903878,0.01385000000000014,0.003159767398635216,0.018994020400984857,0.008084846256602498,-0.031362467866323795,320387.9,29
165520.SZ,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.027631730960451906,-0.01546072974644408,0.05921490352628078,0.02289999999999992,-0.016555473190017267,0.10164916180840655,0.02063729484876704,-0.06525679758308167,185465.85,31
161706.SZ,2024-04-29,2024-04-30,2024-05-10,2024-04-29,0.005812991624451369,-0.017308948399738733,0.029421826890181357,0.030750000000000277,0.0026824838801045026,0.02670878641524088,0.006426809691642967,-0.019550342130987497,335229.55,4
159812.SZ,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.018637457273070535,-0.008333333333333304,-0.022039596563317,0.01130000000000031,-0.018565899101226635,0.06785716668557051,0.011269161165965571,-0.016353383458646564,2278145.8,17
159830.SZ,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.018318615945528416,-0.007956530176596255,-0.022562141491395682,0.012500000000000178,-0.018037226992451028,0.06740616958674672,0.01127582428957752,-0.016939364773820853,18398780.75,16
159831.SZ,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.01626056611976301,-0.007646400596792335,-0.019893166328973977,0.014100000000000001,-0.017767317365822266,0.0681189329162093,0.010649539418658132,-0.015002778292276253,19553418.9,10
159834.SZ,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.01628427556074774,-0.00903505601734722,-0.020189387171699158,0.01440000000000019,-0.017987447286662128,0.06821159750184114,0.010487347381374966,-0.015793251974156486,12586318.75,11
159934.SZ,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.016085198692847857,-0.008209240168003062,-0.020919713531850737,0.014100000000000001,-0.01796769406716381,0.06836962412190206,0.011165367600671917,-0.014418516410548254,521141340.0,9
159937.SZ,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.014752433083551786,-0.009442870632672351,-0.020541549953314697,0.015150000000000219,-0.01837849977541539,0.06862575165664464,0.010864952667731782,-0.015578078078078095,298043843.9,6
160719.SZ,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.01645469904436858,-0.0034364261168384758,-0.016115351993214677,0.003450000000000175,-0.010745352208766934,0.05839877245238756,0.009747090723092232,-0.01112061591103497,1983740.95,12
161815.SZ,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.007547373342391417,-0.01084010840108407,-0.013513513513513487,0.0010999999999999899,-0.010907120113813451,0.042787170913201056,0.011346228550041026,-0.013550135501354976,851850.05,3
164701.SZ,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.027608963508064743,-0.0040567951318458695,-0.022885572139303423,0.0017000000000000348,-0.012817290776577117,0.05625951226418424,0.009453962618370879,-0.012121212121212088,3042086.05,19
165513.SZ,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.02092563040000006,-0.0015503875968991832,-0.006172839506172867,0.003249999999999975,-0.01739395788831244,0.0696624323368602,0.025559730449204558,-0.01692307692307693,580595.25,18
518600.SH,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.016709836515035992,-0.010129969418960272,-0.02246130615326536,0.012849999999999362,-0.01901731257339845,0.06774981881920672,0.01129097951533859,-0.015773470163435777,29860990.7,14
518660.SH,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.016705719264069385,-0.008708822415751438,-0.021125444008225802,0.013399999999998968,-0.01867626249847698,0.06804852172868658,0.01132426499939832,-0.0156073711921777,19128334.45,13
518680.SH,2024-05-09,2024-05-10,2024-05-17,2024-05-09,-0.06132251296135105,-0.012294306790240128,-0.02191421614534539,0.013100000000001444,-0.019793709936273496,0.06768230767175276,0.011094601570841184,-0.016757672754660002,18323895.25,0
518800.SH,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.013977435506724811,-0.008978032473734632,-0.01928166351606808,0.01449999999999907,-0.01800079498779117,0.06837209302325586,0.01127618666293083,-0.014437689969604928,194061575.75,5
518850.SH,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.01698923219434567,-0.009962406015037728,-0.02045750418448955,0.013849999999999696,-0.018851756640959838,0.06836937773649998,0.011041806711985765,-0.014777403666292654,25102255.95,15
518860.SH,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.013597175390654082,-0.0069679849340865685,-0.020434701839123215,0.012349999999999639,-0.017038252181045488,0.06759186164531683,0.011141056119762398,-0.016990291262136137,3749776.85,4
518880.SH,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.01552549482926846,-0.008311295806573527,-0.01942472917444904,0.014699999999999491,-0.018398025577742838,0.06834101259754455,0.011446111860032323,-0.014824544942765971,1465958363.85,7
518890.SH,2024-05-09,2024-05-10,2024-05-17,2024-05-09,0.015857277110778334,-0.008651495204062498,-0.01880119136262104,0.013600000000000279,-0.018371774696674836,0.06810880700184008,0.011011094610195829,-0.012736467503277726,5000371.3,8
180301.SZ,2024-05-09,2024-05-10,2024-05-17,2024-05-09,-0.015716886151260434,-0.017746595130004206,0.04615384615384599,0.022550000000000292,0.014968655379760332,0.025317009182334926,0.008335124303567682,-0.02022286421791164,7398790.85,1
161706.SZ,2024-05-09,2024-05-10,2024-05-17,2024-05-09,-0.004948036228246244,-0.008973080757726737,0.0020161290322582293,0.01094999999999935,-0.009927288422590275,0.02484503751424838,0.006110601445234745,-0.020428336079077347,275946.7,2
180301.SZ,2024-05-16,2024-05-17,2024-05-24,2024-05-16,0.003674684054747912,-0.01764705882352935,0.02319474835886237,0.007849999999999913,-0.0062692593773243654,0.017229452202862205,0.010538858595460662,-0.04503753127606347,7728900.85,0
161706.SZ,2024-05-16,2024-05-17,2024-05-24,2024-05-16,0.019782144860639228,-0.007377598926894824,-0.01889294000662911,-0.0019999999999997797,-0.016578623874547338,0.020224389031376022,0.004154059467860053,-0.013333333333333308,205425.55,1
159633.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.0061037195823770984,-0.0117647058823529,0.0370370370370372,0.031649999999999956,-0.012881355932203298,0.01280985114937705,0.012972377405444366,-0.03105590062111796,127443963.5,47
159638.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.006716342489019089,0.0014619883040936088,0.016320474777448135,0.011349999999999971,-0.006021911049843953,0.013580095599950992,0.015702720855250967,-0.032531824611032545,34900876.35,73
159681.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.023841772558139573,0.0038910505836575737,0.06318681318681318,0.009750000000000036,0.001293661060802087,0.012310110005238295,0.016025418840365104,-0.02168367346938782,12242496.45,8
159682.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.019009911657894785,0.005256241787122251,0.06397774687065372,0.009749999999999925,0.0014399790548502711,0.012682280159080905,0.016026839796877728,-0.02067183462532296,100869071.8,24
159730.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.01574233560606053,-0.034146341463414775,0.054313099041533475,0.01705000000000012,-0.005075121853173381,0.07367909937776518,0.015897724496470738,-0.056244041944709444,9380617.95,32
159755.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.00634036840277763,-0.0017271157167529916,0.028469750889679624,0.0038000000000000256,-0.013651877133106005,0.011682108534269542,0.02056057388176601,-0.039867109634551534,98452622.35,71
159757.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.0057120905684211465,-0.004184100418409997,0.02807775377969768,0.003000000000000058,-0.013266998341625147,0.011921826381848133,0.019350803958434647,-0.040322580645161255,14625349.05,70
159761.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.008998230084033554,0.008421052631578885,0.03010752688172036,0.003899999999999959,0.00041771094402687226,0.010908579069603519,0.01730827078666891,-0.030612244897959107,10505608.3,40
159763.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.015677066530172312,0.006507592190889477,0.02428256070640189,0.004100000000000048,-0.0008613264427218548,0.005884264105989079,0.015253587988051735,-0.02330508474576276,572120.35,33
159767.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.001504090189473839,-0.004192872117400381,0.032608695652173836,0.0031500000000000417,-0.0113435321053178,0.012006319115323683,0.01969916764803535,-0.038461538461538436,2503815.55,65
159775.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.004654271419878286,0.00203252032520318,0.03354297693920327,0.0030999999999998806,-0.006549118387909281,0.010795396679906144,0.01937361330033999,-0.03921568627450989,2475824.7,54
159798.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.022393681433021784,-0.01025641025641022,0.034297963558413525,0.012399999999999967,-0.000828328846552151,0.034139377174979835,0.007518682862878641,-0.01831129196337744,7250665.5,10
159808.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.022138705043103446,0.00723589001447178,0.05936073059360725,0.00934999999999997,0.0027373577294338425,0.010997014055786236,0.014304598418774088,-0.02269503546099294,1377750.5,12
159810.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.02088543280108246,0.0013605442176871652,0.05899280575539567,0.010199999999999987,-0.0011535590690100461,0.01157762269763185,0.01452501507181943,-0.02008032128514059,2956555.8,16
159814.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.02364083426512975,0.0028818443804035088,0.06748466257668717,0.004750000000000032,0.0024485092899324545,0.013231502651165128,0.01481092329422872,-0.019830028328611915,30496411.65,9
159840.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.008090525565217499,0.0,0.028953229398663627,0.0031500000000000417,-0.01376881203970537,0.012317666126418159,0.020401753318981142,-0.03950103950103956,54680299.8,76
159843.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.0302850611881188,-1.1102230246251565e-16,0.03357664233576618,0.009849999999999914,-0.005827423997753267,0.02173601147776183,0.01060123480788167,-0.02613480055020634,15409582.6,3
159870.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.010430074819672064,-0.01610305958132041,0.014950166112956742,0.005599999999999938,-0.014833924540470833,0.03527709770754495,0.01613553507330019,-0.0362776025236593,104767965.3,37
159886.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.005980260417227434,0.0,0.019099590723056004,0.0012500000000000844,-0.0032690639802522847,0.007189893831474281,0.014964034445238904,-0.031290743155150014,9464476.45,48
159908.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.02180109045963452,0.0047421458209842005,0.0620300751879701,0.023700000000000054,0.0025136773621172726,0.011415752741774865,0.014142767172607694,-0.020954598370197974,13942372.05,14
159915.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.018327627782705025,0.005552470849528035,0.06341749853200218,0.025850000000000373,0.002269079639160898,0.011777661639540193,0.01512687009853696,-0.023369565217391308,1244875721.35,26
159944.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.0048034855625656014,-0.015463917525773141,0.0,0.006150000000000322,-0.014600423051127409,0.040083708950418684,0.014868993039875426,-0.046906187624750406,1886369.6,52
159949.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.0209180820965692,0.006361323155216203,0.06460296096904439,0.010149999999999881,0.003297818366311489,0.012434989191618673,0.01611226274789161,-0.022499999999999964,525285369.15,15
159956.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.020484167846020807,0.0008718395815170421,0.05611775528978846,0.01550000000000007,-0.0004353504571179556,0.01030685999970693,0.01482643486657751,-0.01886792452830166,336909.95,17
159957.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.01907621418487393,0.004208754208754106,0.06233303650934974,0.017100000000000115,0.0024367700193259623,0.011832055660256913,0.014524280980627984,-0.019023986765922207,14049901.95,22
159958.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.016215536406249953,0.0018399264029438367,0.05933852140077822,0.015300000000000091,0.00027555800496004146,0.011975398534446624,0.014064227492749473,-0.024346257889990897,1997266.05,30
159964.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.020146000195578107,0.005115089514066362,0.06216216216216197,0.016650000000000276,0.003020119954059819,0.011995810075906554,0.015046470850869192,-0.02095557418273275,5352898.1,18
159966.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.019367986807511728,-0.0023419203747072626,0.06499999999999995,0.007150000000000045,0.0018814675446845452,0.022894029910589087,0.012266291428994195,-0.0161662817551963,5368407.45,20
159971.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.021880511285488957,0.004758128469468437,0.06202849958088841,0.018199999999999994,0.001422699968384178,0.011917139886427286,0.01432548038114857,-0.02020202020202,17494223.95,13
159977.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.019077988790279887,0.0058231868713605195,0.06502242152466375,0.02685000000000004,0.003061978671734744,0.011489751782202129,0.01463595136149812,-0.021287642782969796,57066120.9,21
159991.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.016134626424870513,-0.002577319587628857,0.0602739726027397,0.005150000000000043,-0.0010325245224573898,0.013782274947662376,0.015952088215314887,-0.020356234096692183,3332701.65,31
159996.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.009625690779967,-0.030158730158730163,0.04533789563729673,0.018399999999999972,-0.007835018065197041,0.057649096191553006,0.013352410013758552,-0.04828660436137078,102147924.0,38
160223.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.02219794730844793,0.006903353057199135,0.06576200417536526,0.014249999999999652,0.005812235247758757,0.012888526716668514,0.012261459599781546,-0.01744186046511631,255751.6,11
160225.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.008956098043478189,-0.0016694490818029983,0.01873935264054527,0.004250000000000087,-0.010015727174902733,0.009090529422410398,0.015489172834889415,-0.03314470493128552,266269.4,41
160630.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.0018954709987515361,0.00877192982456143,0.03603603603603611,0.015450000000000075,0.004366812227074135,0.018618542288873607,0.01520150982371567,-0.03155339805825241,460750.75,67
160643.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.005642291886982731,0.012207527975584886,0.03862212943632559,0.01970000000000005,0.008462980793594532,0.022382259986529096,0.015125764841809537,-0.02961500493583402,363652.2,49
161024.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.0005179871923937096,0.004489337822671136,0.018202502844141044,0.011499999999999955,-0.0025076623014766986,0.015888890985601867,0.014022058326331818,-0.028353326063249806,1239021.0,63
164206.SZ,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.009795038930163313,-0.0014792899408283544,0.05304212168486755,0.019600000000000062,0.00870474838420443,0.0323588398642396,0.0072196838182836,-0.014598540145985384,543469.4,79
501019.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.005446661163918565,0.0029211295034077267,0.01178781925343797,0.010000000000000009,-0.0015993796345661337,0.012563183981940451,0.01254289261469688,-0.026540284360189403,152447.15,51
501058.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.004646064210526268,0.0006734006734008258,0.012951601908657295,0.00374999999999992,-0.009597440682484693,0.0014795697010825393,0.016532082358266597,-0.03131115459882583,270391.65,55
501207.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.0025329856092842773,-0.0057581573896353655,0.0658436213991771,0.008550000000000058,-0.002983350976806687,0.00873701582370634,0.013499667936137607,-0.029962546816479474,205393.7,60
501208.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.0035051428197674372,-0.007183908045977017,0.05819295558958659,0.010800000000000032,-0.006255842381534427,0.011859720605355006,0.013329553898733956,-0.021246458923512734,1091290.4,57
501219.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.0015159504124655498,-0.014440433212996373,0.03409090909090917,0.013600000000000056,-0.013148976548732594,0.02562795439799781,0.011234962486527802,-0.027604630454140855,12849565.15,61
508099.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.016165803457447225,-0.00972447325769854,0.03296703296703285,0.0343,-0.011726647796198919,0.052907950384604385,0.012217303276952146,-0.053529868114817636,11045177.75,81
510150.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.025394187041984706,-0.02420856610800748,0.02544031311154593,0.00550000000000006,-0.016147202403304695,0.01985064147571336,0.010326268525511507,-0.03321033210332103,20541080.7,6
510630.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.031705736094377546,-0.002004008016032066,0.03749999999999987,0.014999999999999791,-0.00509439616421925,0.026032591985241327,0.010263725061060713,-0.020648967551622377,10753192.05,2
512560.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.0030676132660552025,0.0018348623853210455,0.016759776536312776,0.007500000000000062,-0.005102040816326592,0.01811885473996666,0.014810802513241298,-0.033687943262411424,20432688.55,69
512660.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.0071905138641426,0.002219755826859071,0.014606741573033766,0.012250000000000094,-0.005451842061787726,0.017614973661598254,0.015420437258214077,-0.03326180257510736,289180234.25,74
512670.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.007512103717532748,0.006504065040650486,0.03338898163606019,0.012800000000000145,0.0012940795858944476,0.02153676673092808,0.018823396356983147,-0.0390625,95859646.8,75
512680.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.0015562929989214602,0.005399568034557323,0.021953896816685026,0.012700000000000045,0.0,0.01733809280979104,0.015901287640029578,-0.03340292275574119,39852144.45,66
512710.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.00851870395985399,0.0018214936247722413,0.020408163265306145,0.009649999999999936,-0.003984063745019917,0.02668030119921916,0.015103639561843431,-0.031746031746031744,142605923.75,77
515170.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.0291089458478605,-0.0031446540880503138,0.03764320785597386,0.009399999999999853,-0.006113810942153797,0.02268537074148269,0.010791044070371065,-0.021604938271604923,64295101.35,4
515710.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.032065280149924935,-0.005952380952380931,0.038880248833592645,0.009750000000000036,-0.005138133889344032,0.022772277227723015,0.010233093383340613,-0.02196193265007318,23112829.15,1
515960.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.019993184708926304,-0.020278833967046883,0.044594594594594694,0.011950000000000016,-0.013338438955900145,0.015072664060981511,0.011883598349394864,-0.04213135068153662,6417214.75,19
516020.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.006915234423380601,-0.01700154559505407,0.0111287758346581,0.005800000000000138,-0.015708426835874145,0.036354887861210106,0.016018772983029426,-0.036363636363636376,28954433.4,43
516120.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.006817017869362396,-0.01526717557251911,0.014150943396226356,0.005849999999999911,-0.014740701138012624,0.03562012233705936,0.01502667337797461,-0.034431137724550975,13490596.4,44
516220.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.006584341676646677,-0.01026392961876832,0.01963746223564966,0.006399999999999961,-0.009537784299339602,0.03589795556456288,0.015486106028349855,-0.031563845050215256,21986705.7,45
516320.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.0063107676571427795,0.0,0.021802325581395277,0.0030999999999998806,-0.0024831500532102035,0.011457685499688841,0.014075104017275106,-0.02908587257617712,3660001.2,46
516360.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.017181208627450983,0.009132420091324311,0.031104199066874116,0.005750000000000033,0.0020403536613011752,0.010152671755725429,0.017492564151789316,-0.02670623145400597,3663231.7,27
516570.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,0.0006863192020591935,-0.008905852417302795,-0.00256081946222797,0.002449999999999952,-0.01304953756493088,0.03605338000437541,0.011348199709436953,-0.028678304239401542,2930959.25,64
516590.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.005590671997503072,-0.003722084367245637,0.03479381443298979,0.005549999999999944,-0.007416563658837916,0.013149655604257848,0.016129116243678455,-0.023142509135200995,8259012.9,50
516710.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.006965515668789779,0.010615711252653925,0.03253796095444694,0.0042499999999999205,0.004113490138171194,0.010229088971763334,0.01756157146860939,-0.024844720496894346,2959458.85,42
516890.SH,2024-05-23,2024-05-24,2024-05-31,2024-05-23,-0.004662511991869844,0.008113590263691739,0.03112033195020758,0.0040500000000000536,0.001007049345417732,0.00969360086767912,0.016736071825673285,-0.025691699604743157,1326599.75,53
