code,select_td,buy_td,sell_td,t0,net_ret,mom_5,mom_20,ma20_slope_5,ma20_dev,ma20_over_ma60,vol_20,mdd_10,amt_ma20,y_rel
159931.SZ,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.008192037755524684,-0.0143442622950819,-0.0041407867494822614,0.0017499999999996962,-0.023581554284940798,0.029250966326566097,0.009098978091784875,-0.03348961821835217,1023424.1,34
159940.SZ,2024-06-06,2024-06-07,2024-06-14,2024-06-06,0.0004959234320176531,-0.02043010752688179,-0.009782608695652173,0.0006000000000000449,-0.03028367661929865,0.029948107001900315,0.010877462093763847,-0.04105263157894745,6111622.85,40
160631.SZ,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.012938182716049407,-0.013207547169811318,0.006737247353224118,0.004650000000000043,-0.018531550551255105,0.038894575230296935,0.007938578217941805,-0.034164358264081374,532423.45,21
160716.SZ,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.009909390290410824,-0.0010946907498631253,0.012763596004439659,0.00849999999999973,-0.009632342965676277,0.029526789206100856,0.007579438951410351,-0.020397208803005884,159420.45,29
162607.SZ,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.054685091341176495,-0.019230769230769273,0.022556390977443552,0.004699999999999982,-0.03682719546742197,0.04916408668730643,0.018706248501349006,-0.04895104895104885,160766.95,0
167301.SZ,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.0005999099999999258,-0.007566204287515754,0.011568123393316254,0.004649999999999932,-0.016803048285339406,0.05338538810782345,0.011349932841402023,-0.02959309494451301,1875269.2,38
501025.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.015071631916524608,-0.0017108639863130382,0.012142237640936804,0.010850000000000026,-0.02964287199101978,0.0791260393611295,0.016800935450393923,-0.04029605263157887,2582389.65,18
508099.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.021574973617283777,-0.021712907117008573,-0.05916473317865445,-0.01529999999999987,-0.019248211226443712,0.041697285267378925,0.007983239130172888,-0.031063321385902176,9299759.65,10
510230.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,0.0003741641617935887,-0.009643201542912205,-0.002912621359223433,0.001100000000000101,-0.018352131523609372,0.027432237789708047,0.009512699725985422,-0.026540284360189625,44082079.4,39
510650.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.011371326152764705,-0.010737628384687059,0.004265402843601995,0.007250000000000423,-0.01873162147769103,0.03443403005093648,0.008841878207695816,-0.03064958828911246,9406425.45,26
512640.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.007200240809025704,-0.013071895424836666,-0.0033003300330033403,0.0015499999999999403,-0.022627363197497252,0.028829078801331898,0.009186959834231907,-0.03256807261078476,3349246.75,36
512700.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.009036902317728135,-0.012859304084720025,0.011627906976744207,0.006199999999999983,-0.016319300493724764,0.04083634081280407,0.009034756983310684,-0.03478904515173942,58929982.55,32
512730.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.010870424758893105,-0.015564202334630406,0.009577015163607427,0.006449999999999845,-0.017170383031621328,0.04145538893084466,0.00816261904414898,-0.03435114503816772,12299656.25,27
512800.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.010342234191713984,-0.014411529223378738,0.009844134536505234,0.005749999999999922,-0.017557861133280173,0.040985876488507156,0.009283752901857763,-0.03526645768025094,227615554.8,28
513090.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.006750064399999922,-0.0030737704918032405,0.003092783505154628,0.0022999999999999687,-0.04104863746119358,0.05425484016208926,0.020582029418808902,-0.0444225074037512,772229287.85,37
515020.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.012149217665639367,-0.015957446808510523,0.008566978193146335,0.006099999999999772,-0.018567639257294433,0.04140906579674297,0.008350158320416306,-0.035740878629933026,8222736.8,24
515100.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.011606518920704856,-0.024390243902439157,-0.021582733812949617,-0.0016499999999999293,-0.025264289553843522,0.022248543831585366,0.0073349467485772455,-0.03477643718949619,113818814.2,25
515290.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.01243251580145699,-0.015287769784172789,0.010147601476014678,0.005149999999999766,-0.017893179066325815,0.041619955156950494,0.009049282722473018,-0.03609154929577474,39842753.95,23
516210.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.013912565813510858,-0.014111006585136532,0.01060752169720347,0.004850000000000021,-0.016654937837203954,0.04029739051213643,0.008278458766850743,-0.03321033210332125,9611211.55,19
516310.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.008579152235528964,-0.013779527559055094,0.010080645161290258,0.004899999999999904,-0.016200294550809957,0.04190820432380793,0.008709694546341856,-0.03378378378378366,17902315.75,33
516670.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.029652238197674485,-0.035211267605633645,-0.028368794326241176,0.0026999999999999247,-0.046359459835723094,0.05004385537471956,0.01346353989215185,-0.06675749318801083,32958961.1,4
516760.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.031877707153502244,-0.0361794500723589,-0.0361794500723589,0.0017000000000000348,-0.04488742291696546,0.04917621686686546,0.013497462420220626,-0.06591865357643767,5233061.45,3
516810.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.03400604114206096,-0.024623803009575895,-0.029931972789115635,0.0012999999999999678,-0.03479084878841199,0.04350897019352984,0.010529829337107225,-0.046791443850267456,5808629.45,1
516950.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.015268208776908043,-0.0067829457364340096,-0.025665399239543696,-0.0015499999999999403,-0.023204841092104522,0.028673659445152433,0.00884264627922344,-0.03119092627599218,36906526.8,17
516970.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.01875344891969377,-0.013245033112582849,-0.016965127238454336,0.00039999999999995595,-0.027052238805970075,0.020709354915496192,0.009839447789001284,-0.03156917363045497,74243961.7,13
517900.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.021534520264116508,-0.017163504968382925,0.013035381750465813,0.008300000000000196,-0.03138215001112843,0.07168413185555056,0.014148578708966148,-0.049781659388646204,3519666.8,11
562900.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.026291429023136192,-0.02749999999999997,-0.02506265664160401,0.003450000000000175,-0.03659216147606981,0.048607353864133396,0.011651874115814613,-0.051219512195122,9024950.3,6
160218.SZ,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.01807749503974565,-0.007886435331230346,0.04485049833887045,0.00749999999999984,-0.029620487503856707,0.047595959595959414,0.026303843984371203,-0.05740181268882183,259657.3,14
512820.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.01259271108000004,-0.012668250197941266,0.011354420113544261,0.0061500000000001,-0.016716606213530882,0.041528648471077734,0.008752403169302592,-0.03408210689388058,22873987.05,22
501062.SH,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.009761077491666659,-0.010717230008244094,-0.02200488997555028,-0.0017499999999999183,-0.021526418786692703,0.047996126128692085,0.006374657445649817,-0.018806214227309992,688529.05,30
165521.SZ,2024-06-06,2024-06-07,2024-06-14,2024-06-06,-0.0075887218181815985,-0.013861386138613874,-0.012884043607532147,-0.00019999999999997797,-0.023912191297530305,0.025390232464661322,0.008053008028327311,-0.0311284046692607,54141.35,35
159707.SZ,2024-06-13,2024-06-14,2024-06-21,2024-06-13,-0.04167114657534221,-0.02970297029702973,-0.03130148270181221,0.0015500000000000513,-0.06032760687175398,0.05969517358171039,0.02815304878453779,-0.04854368932038844,75441307.45,2
159768.SZ,2024-06-13,2024-06-14,2024-06-21,2024-06-13,-0.04602718681818185,-0.02930402930402931,-0.038112522686025385,0.0013000000000000789,-0.0640176600441501,0.05880703066566939,0.028875605573913953,-0.0535714285714286,55570254.55,0
159980.SZ,2024-06-13,2024-06-14,2024-06-21,2024-06-13,-0.004608964802292226,-0.0034110289937464566,-0.02230897936419418,-0.0014499999999997293,-0.03197305207355472,0.051870353159851446,0.01475237054403679,-0.039999999999999925,194193643.45,5
160628.SZ,2024-06-13,2024-06-14,2024-06-21,2024-06-13,-0.04273313470489004,-0.02773246329526924,-0.02454991816693941,0.0024500000000000632,-0.060825716987078615,0.055643350245363044,0.028271813978746414,-0.043338683788122,142576.55,1
162607.SZ,2024-06-13,2024-06-14,2024-06-21,2024-06-13,-0.025647531303258142,-0.03846153846153855,-0.02676399026763987,0.00024999999999997247,-0.05526688710439298,0.048928527189396664,0.018707701402485788,-0.0430622009569378,127478.7,3
167301.SZ,2024-06-13,2024-06-14,2024-06-21,2024-06-13,0.011066238910505843,-0.030188679245283012,-0.007722007722007707,-0.0011999999999999789,-0.034802203304957535,0.049074114608414154,0.011097297246656248,-0.03383458646616544,1646778.75,6
501025.SH,2024-06-13,2024-06-14,2024-06-21,2024-06-13,0.035061886074847726,-0.02136752136752129,-0.03212172442941663,-0.005999999999999783,-0.042602115473054925,0.06597242854596241,0.014478931282564287,-0.04103852596314905,2259302.75,7
160218.SZ,2024-06-13,2024-06-14,2024-06-21,2024-06-13,-0.008886809585406219,-0.012820512820512886,-0.014399999999999968,0.0018500000000001293,-0.05040850932634511,0.05001618646811257,0.02562614154293769,-0.03144654088050314,242722.25,4
159611.SZ,2024-06-20,2024-06-21,2024-06-28,2024-06-20,0.01891962300781258,-0.032136105860113395,0.02605210420841675,0.008749999999999813,-0.008280470679385865,0.030814795094923575,0.010822293520877466,-0.032136105860113395,178672659.0,4
561560.SH,2024-06-20,2024-06-21,2024-06-28,2024-06-20,0.01389582055600358,-0.030444964871194302,0.0281456953642385,0.010199999999999987,-0.004568405866794967,0.03144116836594102,0.01151847336368234,-0.03434816549570652,27452192.05,0
561700.SH,2024-06-20,2024-06-21,2024-06-28,2024-06-20,0.016103155571030703,-0.033124440465532756,0.023696682464454888,0.008850000000000025,-0.008583100013769829,0.030995646413022993,0.01171314717952852,-0.034914950760966845,7296176.7,3
562350.SH,2024-06-20,2024-06-21,2024-06-28,2024-06-20,0.016025969500924164,-0.03475935828877019,0.023629489603024467,0.008750000000000036,-0.008831739349288381,0.030089246433285366,0.011237448210192038,-0.03475935828877019,6898645.9,2
163503.SZ,2024-06-20,2024-06-21,2024-06-28,2024-06-20,0.01522769323529416,-0.0177383592017738,0.013729977116704761,0.0022499999999999742,-0.0038228018889138182,0.020305150854651677,0.009051566035123396,-0.026431718061673992,139397.5,1
159611.SZ,2024-06-27,2024-06-28,2024-07-05,2024-06-27,0.03274611851815479,-0.004882812500000111,-0.018304431599229454,0.001100000000000323,-0.014173075992841122,0.02592139217891898,0.008754786187459944,-0.019249278152069338,142925695.95,0
561560.SH,2024-06-27,2024-06-28,2024-07-05,2024-06-27,0.0394742343617025,-0.012882447665056418,-0.023107569721115495,0.0010499999999997733,-0.01821821821821812,0.02618711736266155,0.009541318039586284,-0.023107569721115495,22976185.45,2
561700.SH,2024-06-27,2024-06-28,2024-07-05,2024-06-27,0.05209915312617719,-0.0064814814814814214,-0.020985401459853947,0.0004499999999998394,-0.015415672600477048,0.025501082149242293,0.008794512414672323,-0.021877848678213296,7043224.3,3
562350.SH,2024-06-27,2024-06-28,2024-07-05,2024-06-27,0.03762341433768701,-0.009233610341643606,-0.024545454545454426,0.00039999999999995595,-0.018343168199075888,0.024766398949967128,0.008979378589461434,-0.027198549410698103,6176816.9,1
159779.SZ,2024-07-04,2024-07-05,2024-07-12,2024-07-04,0.0651500959210527,-0.006504065040650375,0.026890756302521135,0.006699999999999928,-0.007472384665367038,0.044245285686013824,0.015252621090173033,-0.049050632911392444,7017025.7,9
159811.SZ,2024-07-04,2024-07-05,2024-07-12,2024-07-04,0.046900094277566584,0.008620689655172376,0.045680238331678114,0.014650000000000052,0.00472305710605414,0.04007608336089974,0.014376238251631607,-0.046598322460391306,6660620.35,2
159994.SZ,2024-07-04,2024-07-05,2024-07-12,2024-07-04,0.05594671255842543,0.004914004914004844,0.054123711340206215,0.014249999999999985,0.00018340771535130251,0.05000641930928218,0.0194433000539487,-0.05231866825208087,32483656.4,6
159997.SZ,2024-07-04,2024-07-05,2024-07-12,2024-07-04,0.05770814659276535,-0.010392609699769073,0.005868544600938996,0.005350000000000188,-0.019506893198329767,0.028132841907151818,0.015278523594138348,-0.055679287305122505,45866919.45,8
513310.SH,2024-07-04,2024-07-05,2024-07-12,2024-07-04,0.017206773118040086,0.0022421524663676085,0.04439252336448596,0.018850000000000255,-0.0038257252163579336,0.04509342166554564,0.01351481081527277,-0.04139433551198257,174307346.3,0
515050.SH,2024-07-04,2024-07-05,2024-07-12,2024-07-04,0.05263446665326654,0.004036326942482349,0.0551431601272534,0.017300000000000093,-0.001204577394097739,0.05058529897704522,0.019680357523971077,-0.054474708171206254,113237200.6,3
515260.SH,2024-07-04,2024-07-05,2024-07-12,2024-07-04,0.05314689716569787,-0.011477761836441891,0.011747430249632984,0.005950000000000011,-0.013741769252791358,0.03172766879169031,0.013372213080007644,-0.04621848739495804,11795880.75,4
515320.SH,2024-07-04,2024-07-05,2024-07-12,2024-07-04,0.05354715369969032,-0.009188361408882129,0.010937500000000044,0.005199999999999982,-0.014920828258221608,0.03111018080012551,0.014027624021354454,-0.04754829123328386,7150307.85,5
515880.SH,2024-07-04,2024-07-05,2024-07-12,2024-07-04,0.03999801932584268,0.01043478260869568,0.03380782918149472,0.0132000000000001,-0.009799744354495155,0.016560068146052043,0.021608917410682073,-0.06239737274220036,213343761.45,1
561100.SH,2024-07-04,2024-07-05,2024-07-12,2024-07-04,0.06888500749999982,-0.00583941605839422,0.02714932126696845,0.007299999999999973,-0.007577965607694526,0.04399421862717756,0.015219991036115434,-0.042735042735042805,19136840.5,11
561310.SH,2024-07-04,2024-07-05,2024-07-12,2024-07-04,0.05678191334928262,-0.015698587127158548,0.02786885245901649,0.006949999999999901,-0.0070472721513975545,0.04346029909939686,0.01479361021962039,-0.04636785162287482,8477141.9,7
561600.SH,2024-07-04,2024-07-05,2024-07-12,2024-07-04,0.06795649861280495,-0.010558069381598756,0.026604068857589924,0.006950000000000012,-0.009287925696594423,0.04355020882036209,0.015320925370941612,-0.04572271386430682,8555651.15,10
562950.SH,2024-07-04,2024-07-05,2024-07-12,2024-07-04,0.07134438442879532,-0.009216589861751112,0.025437201907790197,0.007000000000000117,-0.008302583025830312,0.04375735530116609,0.014413816612089578,-0.04504504504504503,5879127.550000001,12
159941.SZ,2024-07-18,2024-07-19,2024-07-26,2024-07-18,-0.04209124947653431,-0.03776824034334769,0.011732851985559511,0.010299999999999976,-0.0034226785793660675,0.06471154301219428,0.014790114522970382,-0.03776824034334769,1262811427.2,0
160723.SZ,2024-07-18,2024-07-19,2024-07-26,2024-07-18,-0.03053732506054796,0.0006313131313131493,0.026554404145077593,0.014100000000000001,0.006157557290674909,0.02220299572811335,0.009703134841887296,-0.02684144818976275,2921812.75,2
161130.SZ,2024-07-18,2024-07-19,2024-07-26,2024-07-18,-0.03571479247784903,-0.0350724637681159,0.01154664235794578,0.03155000000000019,-0.003934593001511,0.061927079196123724,0.013466965792766709,-0.0350724637681159,8868128.85,1
501018.SH,2024-07-18,2024-07-19,2024-07-26,2024-07-18,-0.02334801523520469,0.0007496251874061777,0.026923076923076827,0.011050000000000004,0.007129116215910392,0.02041261450822418,0.010042192861921626,-0.028169014084507116,12237433.1,3
163503.SZ,2024-07-18,2024-07-19,2024-07-26,2024-07-18,-0.0027491575053764095,-0.01498929336188437,0.038374717832957206,0.004250000000000087,-0.0004345936549327023,0.029722170426999872,0.011732224900611836,-0.03563941299790363,108450.5,4
159866.SZ,2024-07-25,2024-07-26,2024-08-02,2024-07-25,-0.019672430801526808,-0.046363636363636274,0.0028680688336522042,0.00924999999999998,-0.04432196055208859,0.03397440929429307,0.017230510246568957,-0.072502210433245,177504097.95,2
161130.SZ,2024-07-25,2024-07-26,2024-08-02,2024-07-25,-0.012338895184126897,-0.050765995794533,-0.031862745098039325,0.0018000000000002458,-0.05500979380672577,0.05241155026357891,0.01433644735741994,-0.07385697538100844,9367059.25,3
501300.SH,2024-07-25,2024-07-26,2024-08-02,2024-07-25,0.03987423694704062,-0.047244094488189003,-0.019250253292806496,-0.0005500000000000504,-0.03044871794871795,0.03163586891005221,0.010471794877968642,-0.06382978723404265,22632358.3,6
513000.SH,2024-07-25,2024-07-26,2024-08-02,2024-07-25,-0.030884761212121248,-0.05133470225872683,0.002169197396963085,0.010649999999999826,-0.04248704663212444,0.029699448692868557,0.014667210481823583,-0.07352941176470595,90517629.75,0
513300.SH,2024-07-25,2024-07-26,2024-08-02,2024-07-25,-0.006167598523676876,-0.07010309278350524,-0.03529411764705881,0.003149999999999986,-0.06883113531370166,0.07065487703785567,0.021178110099330252,-0.09754877438719367,787889258.1,5
513520.SH,2024-07-25,2024-07-26,2024-08-02,2024-07-25,-0.008341741683098425,-0.05418060200668895,0.0007077140835101137,0.015899999999999803,-0.054781242688592524,0.04304324079346444,0.02109171481116705,-0.07702349869451708,606838455.8,4
513880.SH,2024-07-25,2024-07-26,2024-08-02,2024-07-25,-0.024468479175654645,-0.048210372534696955,0.001537279016141424,0.008800000000000141,-0.039262672811059884,0.027034190299496386,0.013322591720157883,-0.06460875807609479,216521800.35,1
180102.SZ,2024-08-22,2024-08-23,2024-08-30,2024-08-22,-0.005647385202020128,-0.008937437934458892,0.049973698053656035,0.020500000000000185,-0.001650577702195677,0.022180563248263896,0.011427665633061624,-0.046859903381642476,9369004.4,3
180103.SZ,2024-08-22,2024-08-23,2024-08-30,2024-08-22,-0.003412857579412676,-0.04202334630350202,-0.004850444624090566,-0.0020500000000001073,-0.01836087797292707,0.013606083670678837,0.012329271777224714,-0.06237966884867152,5508890.2,4
180501.SZ,2024-08-22,2024-08-23,2024-08-30,2024-08-22,-0.022830921298140572,-0.011513157894736836,0.002334889926617567,0.009199999999999875,-0.009786799354137177,0.054728500758830734,0.01699290219834343,-0.05771725032425423,13351504.75,0
508027.SH,2024-08-22,2024-08-23,2024-08-30,2024-08-22,-0.006596310539999983,-0.0059676044330776445,0.07169117647058831,0.05675000000000052,0.00770615772416261,0.052122430628873895,0.00743054799021512,-0.01606086221470837,20375679.25,2
508021.SH,2024-08-22,2024-08-23,2024-08-30,2024-08-22,-0.007873885070577846,-0.01743810548977387,0.03094646487463315,0.04389999999999983,-0.007167796038677676,0.022203197616241566,0.009094526487558124,-0.030586236193712812,17943459.0,1
508058.SH,2024-08-22,2024-08-23,2024-08-30,2024-08-22,-0.0009013881568628035,-0.015444015444015413,0.02314814814814814,0.03174999999999928,-0.009693946138105036,0.0708184939540637,0.008938137766581247,-0.032191376255168325,13112882.65,5
180102.SZ,2024-08-29,2024-08-30,2024-09-06,2024-08-29,0.0044860955470740205,-0.01352705410821653,-0.002532928064843065,0.014250000000000096,-0.02212510243102983,0.028756088422630333,0.010936120344821542,-0.02524752475247527,8079466.55,6
180501.SZ,2024-08-29,2024-08-30,2024-09-06,2024-08-29,-0.01158964774408533,-0.0013311148086522229,0.00941809619912548,0.003450000000000397,-0.012227836018629867,0.04460018566696866,0.016421449354899753,-0.04470742932281402,13515354.6,2
508027.SH,2024-08-29,2024-08-30,2024-09-06,2024-08-29,-0.01493556702868859,-0.0260148656375071,0.005014749262536755,0.010950000000000237,-0.021595543047498778,0.050358193198099865,0.009218790264198824,-0.047416240772288454,20263073.25,1
512200.SH,2024-08-29,2024-08-30,2024-09-06,2024-08-29,0.02992983219227341,-0.029565217391304133,1.5953488372093028,0.17659999999999998,0.18641365013554467,0.5571097500413837,0.3809412795972598,-0.06091370558375642,135789034.25,7
508000.SH,2024-08-29,2024-08-30,2024-09-06,2024-08-29,0.0017442653479282644,-0.008403361344537785,0.036741214057508076,0.029900000000000038,-0.0020374428170528702,0.039771364617475324,0.008743034556675076,-0.024828113063407153,15828309.5,4
508021.SH,2024-08-29,2024-08-30,2024-09-06,2024-08-29,-0.01746095446319018,-0.00262927256792278,-0.005027322404371537,0.018050000000000566,-0.013651137594799523,0.023735581188997434,0.008687243668744384,-0.01279548904792871,16812718.5,0
508058.SH,2024-08-29,2024-08-30,2024-09-06,2024-08-29,0.0012188344767969372,0.0015082956259426794,-0.0077704722056185505,-0.0006999999999997009,-0.00799282886382302,0.05658481144534888,0.007245159547606995,-0.023830801310693928,13507141.0,3
180101.SZ,2024-08-29,2024-08-30,2024-09-06,2024-08-29,0.0024393198732894916,-0.044508950169327655,0.018041237113401998,0.012900000000000134,-0.02840978969376473,0.05048060359677531,0.01610828126024174,-0.04934687953555883,13165136.95,5
180102.SZ,2024-09-05,2024-09-06,2024-09-13,2024-09-05,0.008094973075742029,-0.007110208227526615,-0.03883972468043262,-0.017800000000000038,-0.020418389076788168,0.019210472558899516,0.008508651706079144,-0.031872509960159445,6513871.55,2
508000.SH,2024-09-05,2024-09-06,2024-09-13,2024-09-05,-0.011416764472361729,-0.008859784283513195,-0.02204484986697064,-0.006399999999999739,-0.008439631585032137,0.03433981066268066,0.0059881945415435804,-0.019208605455243832,12716361.35,0
516980.SH,2024-09-05,2024-09-06,2024-09-13,2024-09-05,-0.0005999099999999258,0.01285347043701801,-0.01622971285892638,-0.0019000000000000128,-0.00548999810689732,0.007352629571555802,0.01759476205333623,-0.05514705882352944,618215.95,1
512200.SH,2024-09-12,2024-09-13,2024-09-20,2024-09-12,0.07349506578111198,-0.027491408934707917,-0.05509181969949917,0.023900000000000032,-0.011871508379888263,0.5968034195976395,0.017753522959783774,-0.03839590443686003,123725858.0,1
508088.SH,2024-09-12,2024-09-13,2024-09-20,2024-09-12,0.0037131606720099963,-0.012428008487420539,-0.013026355649803034,-0.005250000000000199,-0.009365117976161463,0.01635308236287858,0.0034704303716738493,-0.016601267733172387,12718071.95,0
160140.SZ,2024-09-26,2024-09-27,2024-09-30,2024-09-26,-0.0013639773470948136,-0.029282576866764165,-0.0045045045045043475,0.0061500000000001,-0.010373908500634355,0.04095505690720058,0.009625294815803848,-0.03282275711159732,13232438.7,0
161226.SZ,2024-10-10,2024-10-11,2024-10-18,2024-10-10,0.030083426096491284,-0.04055496264674496,0.03096330275229353,0.006050000000000111,0.007847533632286963,-0.015017667844522853,0.01710232191593964,-0.04268943436499473,53141901.25,1
159687.SZ,2024-10-10,2024-10-11,2024-10-18,2024-10-10,0.0009640964006261132,-0.0031372549019608176,0.015175718849840258,0.005149999999999988,0.024834704079987002,-0.01045240564908645,0.011806786981205141,-0.01631701631701643,25288588.55,0
159601.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.032427999951040176,-0.05658198614318699,0.17385057471264376,0.03369999999999995,0.043222881951094916,0.05304558289632921,0.034756297232576214,-0.1186623516720604,169925413.0,49
159602.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.03706592253768859,-0.05443786982248522,0.1479885057471264,0.02915000000000012,0.04287672126868092,0.0384954252795664,0.03360683481610863,-0.10825892857142849,22828569.75,74
159603.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.1226306806288533,-0.09645232815964522,0.2854889589905363,0.05109999999999992,0.0742058784763413,0.08979914294606295,0.07506612003970767,-0.23831775700934577,50949036.5,300
159605.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.019861945290948313,-0.0687936191425721,0.24866310160427818,0.05339999999999989,0.05703938433680422,0.09528138170399103,0.034750388218784144,-0.084313725490196,2105496459.55,22
159606.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.05237182621908154,-0.051396648044692794,0.16301369863013693,0.032850000000000046,0.04286942636039792,0.05654092403530031,0.03672060574333776,-0.12474226804123723,17183222.95,135
159607.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.01895357002173914,-0.06552419354838701,0.24932614555256083,0.053100000000000036,0.05882352941176472,0.09451181397674735,0.03461541268320486,-0.08126858275520299,675569298.3,18
159610.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.0629529635536159,-0.0452380952380953,0.19345238095238093,0.033849999999999936,0.06232200808000532,0.047935222672064626,0.042163160320424525,-0.1357758620689654,22600793.35,175
159619.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.030631342812500018,-0.050147492625368884,0.22433460076045608,0.0462499999999999,0.07303526798111637,0.02684257551850666,0.038378737407475945,-0.09266409266409259,28042562.55,43
159623.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.09097858430278905,-0.03792667509481673,0.20221169036334907,0.03484999999999994,0.06927076015174927,0.04518308204425292,0.03786675709859228,-0.11305361305361317,8050903.15,248
159631.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.057260095210525996,-0.0634765625,0.1781326781326782,0.040100000000000136,0.044491640799433574,0.052843819279871695,0.03824902149755609,-0.1305530371713508,10929228.0,156
159635.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.02277786988304098,-0.050000000000000044,0.2272727272727273,0.04849999999999988,0.0760920866327548,0.026871297792137705,0.04095624102012083,-0.0974499089253188,16186942.8,26
159636.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.05751681382139173,-0.0622568093385214,0.26178010471204183,0.051999999999999935,0.07212367235722628,0.11741922120961057,0.03220542788611565,-0.09108159392789372,199671388.25,157
159639.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.07984293489768102,-0.06970849176172378,0.15047021943573657,0.02695000000000003,0.02995860520592153,0.04468604935255316,0.037877920630104554,-0.13748531139835496,16121254.8,230
159642.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.0742214871122997,-0.07231920199501252,0.1446153846153846,0.026249999999999885,0.026490066225165476,0.042652664892469216,0.03888511328299187,-0.14285714285714302,1311845.85,214
159643.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.07602076356666654,-0.1040118870728084,0.16860465116279055,0.025050000000000128,0.036438638707459337,0.04449298345351749,0.04221373099791951,-0.1601671309192202,10480216.5,220
159663.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.09749363232101627,-0.0637837837837838,0.1562082777036049,0.031649999999999956,0.04988785839849674,0.057680800136775456,0.041491783135820706,-0.14342235410484683,7967229.15,261
159703.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.1333584794885363,-0.08548387096774179,0.19117647058823528,0.024499999999999966,0.04343025395656985,0.060568603213844385,0.043728890825188035,-0.15875370919881304,7226398.55,315
159706.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.0721647325111443,-0.07808219178082187,0.21043165467625902,0.03254999999999997,0.04755233870340114,0.07092848808134655,0.043483017975124244,-0.16397515527950313,4538785.2,207
159712.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.015634000091370837,-0.03550295857988173,0.1546635182998819,0.035599999999999854,0.03810635813607899,0.06735399082308957,0.02100079458854749,-0.04961089494163429,7525231.2,15
159720.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.0838088813851352,-0.0866873065015481,0.20408163265306123,0.028100000000000014,0.05131860299358504,0.08040813707245098,0.040186883287230316,-0.1336270190895743,1554548.3,242
159729.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.05818833058823514,-0.05655172413793097,0.3359375,0.04344999999999999,0.0992366412213741,0.12910542551261095,0.04099456642981969,-0.12708600770218226,2646541.5,163
159732.SZ,2024-10-17,2024-10-18,2024-10-25,2024-10-17,0.08154256315068498,-0.05290322580645168,0.19543973941368087,0.03170000000000006,0.07679894373945562,0.04119039739314179,0.042711478432084324,-0.12019230769230782,127063875.9,238
