code,select_td,buy_td,sell_td,t0,net_ret,mom_5,mom_20,ma20_slope_5,ma20_dev,ma20_over_ma60,vol_20,mdd_10,amt_ma20,y_rel,pred_score
159738.SZ,2024-11-28,2024-11-29,2024-12-06,2024-11-28,0.03227509296052644,-0.034545454545454324,0.01335877862595436,0.005600000000000049,-0.021558872305141086,0.14487632508833936,0.0291435407666978,-0.05181818181818176,4208855.25,28,0.6869979068845409
162411.SZ,2024-12-05,2024-12-06,2024-12-13,2024-12-05,-0.007055982932816507,-0.03598014888337475,0.005174644243208348,0.015350000000000086,-0.024726998870340244,0.05679481794265273,0.01344041583045116,-0.061594202898550776,45246284.8,6,0.6869979068845409
162719.SZ,2024-12-05,2024-12-06,2024-12-13,2024-12-05,-0.00948158663563281,-0.031020408163265345,0.005506141465480452,0.03630000000000022,-0.025791493116113173,0.04613524323318763,0.011898131181835164,-0.057936507936508064,3873989.6,4,0.6869979068845409
163208.SZ,2024-12-05,2024-12-06,2024-12-13,2024-12-05,-0.014027550364683061,-0.016997167138810165,0.0,0.011949999999999905,-0.01616104337964286,0.039186800235710084,0.009708409354532307,-0.039667896678966974,531564.05,2,0.6869979068845409
162719.SZ,2024-12-12,2024-12-13,2024-12-20,2024-12-12,-0.07134635560341152,-0.0016849199663016012,-0.022680412371134273,-0.005550000000000388,-0.02521284909307786,0.040291525230339076,0.010760480888743408,-0.04229361529076847,3351371.1,0,0.6869979068845409
163208.SZ,2024-12-12,2024-12-13,2024-12-20,2024-12-12,-0.043251320242482905,-0.007684918347742542,-0.014312977099236512,-0.0021500000000003183,-0.021733983616648356,0.03303386541879272,0.008964760351019764,-0.03007518796992481,455243.1,2,0.6869979068845409
160311.SZ,2024-12-12,2024-12-13,2024-12-20,2024-12-12,-0.0467790865724137,-0.002741603838245399,-0.031936127744511045,-0.012649999999999828,-0.0139938332260362,0.06758386186606247,0.01463053995244814,-0.029352901934623143,499877.15,1,0.6715952818203021
159655.SZ,2024-12-19,2024-12-20,2024-12-27,2024-12-19,0.02003130011536136,-0.025443786982248473,0.01981424148606803,0.0180499999999999,-0.01955531743905714,0.061538947634494745,0.008984029243781345,-0.028891509433962237,61950394.55,14,0.6869979068845409
159851.SZ,2024-12-19,2024-12-20,2024-12-27,2024-12-19,-0.02584382419041442,-0.06196840826245431,0.005863192182410604,0.012849999999999806,-0.012219307785810152,0.10897481376374585,0.02641773929534513,-0.07290400972053457,693158793.15,5,0.6869979068845409
516100.SH,2024-12-19,2024-12-20,2024-12-27,2024-12-19,-0.01907756439710595,-0.06362275449101806,-0.0007987220447285281,0.009649999999999714,-0.015038185969608597,0.10491518051326643,0.025618926881874705,-0.07110778443113785,62827105.2,7,0.6869979068845409
159628.SZ,2024-12-26,2024-12-27,2025-01-03,2024-12-26,-0.08485166177325565,-0.014299332697807365,0.013725490196078383,0.005349999999999966,-0.02388369678089297,0.040876486194359796,0.01607492446656977,-0.05092592592592582,155666229.0,25,0.6869979068845409
159629.SZ,2024-12-26,2024-12-27,2025-01-03,2024-12-26,-0.08654831773999994,-0.009119746233148485,0.010513546300040089,0.010199999999999765,-0.01705115346038122,0.028604373596585297,0.01391222601474669,-0.04142469996128528,198750378.9,22,0.6869979068845409
159633.SZ,2024-12-26,2024-12-27,2025-01-03,2024-12-26,-0.08338810611969871,-0.005910165484633634,0.013660104459622069,0.011600000000000055,-0.015030255709545304,0.028687317608631746,0.01379556825997331,-0.04224270353302606,137823199.6,28,0.6869979068845409
159770.SZ,2024-12-30,2025-01-03,2025-01-10,2024-12-30,-0.0018665767807350964,0.009685230024213176,-0.009501187648456089,0.010650000000000048,-0.023247643028635023,0.06983106062188082,0.018550775570152507,-0.0361726954492414,134386736.95,9,0.6869979068845409
159907.SZ,2024-12-30,2025-01-03,2025-01-10,2024-12-30,-0.03934670493315506,0.011523687580025532,-0.0062893081761006275,0.003449999999999953,-0.014102084113315816,0.04893640231264307,0.016533774601689217,-0.04202719406674915,14692096.45,2,0.6869979068845409
562360.SH,2024-12-30,2025-01-03,2025-01-10,2024-12-30,0.0018140998792270935,0.011547344110854452,-0.009049773755656076,0.011299999999999977,-0.023193577163247103,0.06715322676609436,0.019707740721509843,-0.0388457269700333,24861872.8,10,0.6869979068845409
