code,select_td,buy_td,sell_td,buy_open,sell_close,gross_ret,net_ret,behave,last_avail
515100.SH,2024-03-21,2024-03-22,2024-03-29,1.326,1.321,-0.0037707390648568095,-0.0037707390648568095,TRADE_OK,2025-12-23
515450.SH,2024-03-21,2024-03-22,2024-03-29,1.297,1.3099999999999998,0.010023130300693905,0.010023130300693905,TRADE_OK,2025-12-23
159667.SZ,2024-03-28,2024-03-29,2024-04-03,0.889,0.909,0.022497187851518552,0.022497187851518552,TRADE_OK,2025-12-23
159682.SZ,2024-03-28,2024-03-29,2024-04-03,0.744,0.756,0.016129032258064502,0.016129032258064502,TRADE_OK,2025-12-23
159781.SZ,2024-03-28,2024-03-29,2024-04-03,0.466,0.46900000000000003,0.006437768240343367,0.006437768240343367,TRADE_OK,2025-12-23
159783.SZ,2024-03-28,2024-03-29,2024-04-03,0.47400000000000003,0.47400000000000003,0.0,0.0,TRADE_OK,2025-12-23
159901.SZ,2024-03-28,2024-03-29,2024-04-03,2.444,2.493,0.02004909983633385,0.02004909983633385,TRADE_OK,2025-12-23
159915.SZ,2024-03-28,2024-03-29,2024-04-03,1.756,1.79,0.019362186788154823,0.019362186788154823,TRADE_OK,2025-12-23
159919.SZ,2024-03-28,2024-03-29,2024-04-03,3.645,3.699,0.014814814814814836,0.014814814814814836,TRADE_OK,2025-12-23
159922.SZ,2024-03-28,2024-03-29,2024-04-03,5.404000000000001,5.575,0.03164322723908208,0.03164322723908208,TRADE_OK,2025-12-23
159928.SZ,2024-03-28,2024-03-29,2024-04-03,0.86,0.88,0.023255813953488413,0.023255813953488413,TRADE_OK,2025-12-23
159949.SZ,2024-03-28,2024-03-29,2024-04-03,0.768,0.782,0.01822916666666674,0.01822916666666674,TRADE_OK,2025-12-23
159967.SZ,2024-03-28,2024-03-29,2024-04-03,0.41000000000000003,0.41500000000000004,0.012195121951219523,0.012195121951219523,TRADE_OK,2025-12-23
159977.SZ,2024-03-28,2024-03-29,2024-04-03,1.837,1.877,0.021774632553075657,0.021774632553075657,TRADE_OK,2025-12-23
510180.SH,2024-03-28,2024-03-29,2024-04-03,3.291,3.332,0.012458219386204838,0.012458219386204838,TRADE_OK,2025-12-23
510210.SH,2024-03-28,2024-03-29,2024-04-03,0.735,0.752,0.023129251700680253,0.023129251700680253,TRADE_OK,2025-12-23
510300.SH,2024-03-28,2024-03-29,2024-04-03,3.5069999999999997,3.558,0.01454234388366138,0.01454234388366138,TRADE_OK,2025-12-23
510310.SH,2024-03-28,2024-03-29,2024-04-03,1.715,1.7389999999999999,0.013994169096209763,0.013994169096209763,TRADE_OK,2025-12-23
510330.SH,2024-03-28,2024-03-29,2024-04-03,3.589,3.6399999999999997,0.014210086375034736,0.014210086375034736,TRADE_OK,2025-12-23
510360.SH,2024-03-28,2024-03-29,2024-04-03,1.2770000000000001,1.293,0.012529365700861161,0.012529365700861161,TRADE_OK,2025-12-23
510500.SH,2024-03-28,2024-03-29,2024-04-03,5.295,5.459,0.030972615675165294,0.030972615675165294,TRADE_OK,2025-12-23
510510.SH,2024-03-28,2024-03-29,2024-04-03,1.603,1.6500000000000001,0.029320024953212842,0.029320024953212842,TRADE_OK,2025-12-23
512500.SH,2024-03-28,2024-03-29,2024-04-03,2.807,2.896,0.031706448165301104,0.031706448165301104,TRADE_OK,2025-12-23
512690.SH,2024-03-28,2024-03-29,2024-04-03,0.6900000000000001,0.7060000000000001,0.023188405797101463,0.023188405797101463,TRADE_OK,2025-12-23
515170.SH,2024-03-28,2024-03-29,2024-04-03,0.62,0.633,0.020967741935483897,0.020967741935483897,TRADE_OK,2025-12-23
515380.SH,2024-03-28,2024-03-29,2024-04-03,3.826,3.89,0.016727652901202372,0.016727652901202372,TRADE_OK,2025-12-23
515800.SH,2024-03-28,2024-03-29,2024-04-03,0.895,0.905,0.011173184357541999,0.011173184357541999,TRADE_OK,2025-12-23
560050.SH,2024-03-28,2024-03-29,2024-04-03,0.724,0.731,0.009668508287292932,0.009668508287292932,TRADE_OK,2025-12-23
561300.SH,2024-03-28,2024-03-29,2024-04-03,0.707,0.719,0.016973125884016893,0.016973125884016893,TRADE_OK,2025-12-23
562000.SH,2024-03-28,2024-03-29,2024-04-03,0.836,0.853,0.020334928229664984,0.020334928229664984,TRADE_OK,2025-12-23
562500.SH,2024-03-28,2024-03-29,2024-04-03,0.715,0.7040000000000001,-0.015384615384615219,-0.015384615384615219,TRADE_OK,2025-12-23
159925.SZ,2024-03-28,2024-03-29,2024-04-03,3.524,3.567,0.012202043132803597,0.012202043132803597,TRADE_OK,2025-12-23
159952.SZ,2024-03-28,2024-03-29,2024-04-03,1.0719999999999998,1.089,0.01585820895522394,0.01585820895522394,TRADE_OK,2025-12-23
164824.SZ,2024-04-02,2024-04-03,2024-04-12,1.598,1.601,0.001877346683354153,0.001877346683354153,TRADE_OK,2025-12-23
512660.SH,2024-04-02,2024-04-03,2024-04-12,0.894,0.847,-0.05257270693512306,-0.05257270693512306,TRADE_OK,2025-12-23
512710.SH,2024-04-02,2024-04-03,2024-04-12,0.529,0.5,-0.05482041587901709,-0.05482041587901709,TRADE_OK,2025-12-23
512810.SH,2024-04-02,2024-04-03,2024-04-12,1.028,0.973,-0.05350194552529186,-0.05350194552529186,TRADE_OK,2025-12-23
513000.SH,2024-04-02,2024-04-03,2024-04-12,1.49,1.482,-0.005369127516778538,-0.005369127516778538,TRADE_OK,2025-12-23
513800.SH,2024-04-02,2024-04-03,2024-04-12,1.404,1.421,0.012108262108262213,0.012108262108262213,TRADE_OK,2025-12-23
513880.SH,2024-04-02,2024-04-03,2024-04-12,1.4000000000000001,1.3860000000000001,-0.010000000000000009,-0.010000000000000009,TRADE_OK,2025-12-23
159655.SZ,2024-04-11,2024-04-12,2024-04-19,1.399,1.321,-0.05575411007862763,-0.05575411007862763,TRADE_OK,2025-12-23
159985.SZ,2024-04-11,2024-04-12,2024-04-19,2.121,2.163,0.01980198019801982,0.01980198019801982,TRADE_OK,2025-12-23
513500.SH,2024-04-11,2024-04-12,2024-04-19,1.801,1.709,-0.05108273181565792,-0.05108273181565792,TRADE_OK,2025-12-23
