code,select_td,buy_td,t0,net_ret,mom_5,mom_20,ma20_slope_5,ma20_dev,ma20_over_ma60,vol_20,mdd_10,amt_ma20,y_rel
159859.SZ,2024-10-17,2024-10-18,2024-10-17,0.09615384615384626,-0.1073170731707318,0.18446601941747565,0.015849999999999975,0.03888731195004258,0.04328512906569282,0.046226606692633655,-0.17381489841986464,123248491.15,39
159901.SZ,2024-10-17,2024-10-18,2024-10-17,0.07056603773584902,-0.07015082427218522,0.21717171717171713,0.13044999999999973,0.05344724816212998,0.0712917370265782,0.04553417994472051,-0.16319444444444453,311258186.8,33
159920.SZ,2024-10-17,2024-10-18,2024-10-17,0.017900732302685185,-0.03915426781519171,0.17304015296367115,0.049650000000000194,0.04398876882498093,0.07375826049882783,0.025607498945835517,-0.0532407407407407,1845747448.95,2
159967.SZ,2024-10-17,2024-10-18,2024-10-17,0.0897155361050328,-0.06557377049180335,0.2881355932203389,0.028500000000000025,0.08882521489971329,0.08217054263565915,0.07068409494481095,-0.20557491289198615,390816152.0,37
159993.SZ,2024-10-17,2024-10-18,2024-10-17,0.055118110236220375,-0.036195286195286114,0.34232121922626035,0.07665,0.10847572486567603,0.1330968791707039,0.045076732693451735,-0.12394797245600608,144779865.2,23
159996.SZ,2024-10-17,2024-10-18,2024-10-17,0.07884151246983095,-0.04528012279355331,0.1950048030739675,0.052649999999999864,0.04498298962577185,0.08683810103469258,0.03364710243355382,-0.10952040085898351,171925811.05,35
510050.SH,2024-10-17,2024-10-18,2024-10-17,0.02872928176795586,-0.04908835904628339,0.16846186988367085,0.10660000000000025,0.04726598702502316,0.04402515723270417,0.031716213311228064,-0.08932169241101429,4594212321.7,8
510180.SH,2024-10-17,2024-10-18,2024-10-17,0.03581191908146519,-0.044148380355276906,0.17501605651894692,0.1451500000000001,0.053480169869718486,0.041126481917237445,0.032012916539685125,-0.09430693069306928,107046057.25,14
510310.SH,2024-10-17,2024-10-18,2024-10-17,0.025112344699973477,-0.054445554445554545,1.3721804511278197,0.5634500000000005,0.213344870685511,0.4491678922517226,0.2266074220987589,-0.11604015876721929,3044143302.0,6
510900.SH,2024-10-17,2024-10-18,2024-10-17,0.022702702702702693,-0.04343329886246128,0.19818652849740936,0.041449999999999876,0.05329082213618763,0.07585193049798877,0.027129238926438575,-0.05322415557830096,1020152692.1,5
512000.SH,2024-10-17,2024-10-18,2024-10-17,0.057859209257473454,-0.028089887640449507,0.34455958549222765,0.06994999999999996,0.10619704800980423,0.135467086156825,0.04696726657364603,-0.13727121464226288,1469850208.1,25
512070.SH,2024-10-17,2024-10-18,2024-10-17,0.04701397712833555,-0.02103960396039606,0.34752981260647364,0.05270000000000019,0.11345720720720709,0.14074668807707758,0.04504937456827454,-0.1233333333333333,357539267.6,21
512170.SH,2024-10-17,2024-10-18,2024-10-17,0.09627329192546585,-0.09999999999999998,0.1824817518248174,0.014300000000000035,0.044487427466150864,0.05128784455490276,0.044671997816530126,-0.16279069767441856,878801308.15,40
512290.SH,2024-10-17,2024-10-18,2024-10-17,0.06469298245614041,-0.10029498525073755,0.14518147684605753,0.033500000000000085,0.028263190425352525,0.0463079093830836,0.04358564607386141,-0.16742493175614193,116333120.45,30
513010.SH,2024-10-17,2024-10-18,2024-10-17,0.03993344425956735,-0.0707692307692308,0.25571725571725556,0.03484999999999994,0.05946325206104208,0.11011586018888098,0.035619489790350775,-0.10119047619047628,1304108375.65,19
513020.SH,2024-10-17,2024-10-18,2024-10-17,0.05853658536585349,-0.07045454545454544,0.24885496183206102,0.04519999999999991,0.05869410470458836,0.12100108813928179,0.03321450272644579,-0.09211986681465034,80661516.05,27
513050.SH,2024-10-17,2024-10-18,2024-10-17,0.015000000000000124,-0.06288819875776397,0.20941883767535074,0.05689999999999995,0.051989366801760806,0.08031636928581509,0.03345916306426824,-0.07580398162327717,4218377149.75,1
513180.SH,2024-10-17,2024-10-18,2024-10-17,0.0372250423011844,-0.06907378335949765,0.26980728051391845,0.035149999999999904,0.06472753388993624,0.11256492209348767,0.03628924681695069,-0.09878419452887544,6746163919.0,16
513260.SH,2024-10-17,2024-10-18,2024-10-17,0.03730017761989335,-0.0684818481848185,0.2671156004489337,0.06619999999999981,0.06378969188730821,0.11309607047965287,0.03593988053681521,-0.0968,182667351.3,17
513550.SH,2024-10-17,2024-10-18,2024-10-17,0.026376146788990917,-0.041712403951701504,0.15323645970937916,0.03225,0.036878674505611775,0.0685548692782807,0.02374808189402234,-0.05211726384364823,153598066.7,7
513600.SH,2024-10-17,2024-10-18,2024-10-17,0.008676789587852562,-0.044509151414309334,0.15485168426344909,0.08465000000000034,0.03889642695612827,0.06565344172483889,0.026097909907210753,-0.05899221630479301,388695720.55,0
513660.SH,2024-10-17,2024-10-18,2024-10-17,0.029350971475816445,-0.04133545310015907,0.16465475615644598,0.09210000000000029,0.04293682708522484,0.06587497887637705,0.024018545098273607,-0.0522593320235758,358371167.25,9
513860.SH,2024-10-17,2024-10-18,2024-10-17,0.06679389312977113,-0.06737588652482274,0.24056603773584917,0.027800000000000047,0.059522610534797016,0.1159523452719915,0.03319645228380737,-0.09466437177280562,104837259.95,31
513890.SH,2024-10-17,2024-10-18,2024-10-17,0.04054054054054057,-0.06610703043022037,0.27873563218390784,0.05349999999999999,0.07086993141619558,0.1192009875434854,0.0356648977940704,-0.08247422680412375,109408458.8,20
513980.SH,2024-10-17,2024-10-18,2024-10-17,0.06285714285714294,-0.06902654867256641,0.2434988179669031,0.028250000000000053,0.059949622166246774,0.11566996402877705,0.0317749237436038,-0.09153713298791022,597753102.45,29
515030.SH,2024-10-17,2024-10-18,2024-10-17,0.12192902638762515,-0.09730171708912505,0.20920043811610078,0.05325000000000002,0.04590024158021899,0.08489644894393322,0.046157062438059115,-0.1617312072892938,141315994.8,46
515120.SH,2024-10-17,2024-10-18,2024-10-17,0.06730769230769229,-0.08421052631578951,0.16258351893095768,0.019499999999999962,0.03921958988652219,0.054476750288653175,0.04464914273637079,-0.16077170418006426,134186794.95,32
515700.SH,2024-10-17,2024-10-18,2024-10-17,0.11857436600411253,-0.09876543209876543,0.20860927152317887,0.06969999999999987,0.045283694290316756,0.08571169467152062,0.047039013820134895,-0.163802978235968,89083495.9,43
515800.SH,2024-10-17,2024-10-18,2024-10-17,0.052685950413223326,-0.0490196078431373,0.19164619164619157,0.04129999999999989,0.05716309737888947,0.051994955285485034,0.038162014685789655,-0.11978221415607992,144733168.05,22
515880.SH,2024-10-17,2024-10-18,2024-10-17,0.10675039246467821,-0.05419450631031919,0.2714570858283434,0.07530000000000014,0.08596513659804783,0.06904302659356376,0.03946839856246209,-0.11422564821303438,209767494.05,41
516160.SH,2024-10-17,2024-10-18,2024-10-17,0.16914893617021276,-0.0926993275696445,2.778,0.36044999999999994,0.14346246973365617,0.8417972016277382,0.494716542771283,-0.15782434239857324,177816237.75,51
560050.SH,2024-10-17,2024-10-18,2024-10-17,0.03439803439803435,-0.05458768873403008,0.17460317460317465,0.03334999999999999,0.04533196352895863,0.05108996423027601,0.034502356594036596,-0.11038251366120211,133265886.3,13
561300.SH,2024-10-17,2024-10-18,2024-10-17,0.03652392947103267,-0.049160671462829764,0.16789396170839477,0.030349999999999988,0.044245456939689065,0.044255494694382724,0.03564348773247696,-0.10898876404494384,124996148.75,15
562500.SH,2024-10-17,2024-10-18,2024-10-17,0.07589285714285698,-0.06102635228848807,0.21326164874551967,0.030750000000000055,0.06925689015241243,0.07225719043721268,0.042382964078762006,-0.13478818998716302,91147051.45,34
563000.SH,2024-10-17,2024-10-18,2024-10-17,0.034313725490195957,-0.05767012687427908,0.17385057471264376,0.03390000000000004,0.04362266079070065,0.05273656371867874,0.03501107758894436,-0.1177105831533477,87373043.45,12
588050.SH,2024-10-17,2024-10-18,2024-10-17,0.12942477876106206,-0.07841140529531565,0.3269794721407624,0.05885000000000007,0.11432617127377931,0.07750309570139757,0.07199415730421038,-0.19192825112107625,883380665.25,49
588330.SH,2024-10-17,2024-10-18,2024-10-17,0.11753731343283569,-0.09715242881072017,0.2802850356294537,0.0333500000000001,0.0817862518815855,0.084370125866009,0.07342589717831775,-0.21915820029027577,124737052.7,42
588380.SH,2024-10-17,2024-10-18,2024-10-17,0.12639405204460963,-0.10149750415973369,0.28878281622911683,0.03410000000000013,0.07967609717084856,0.08732200442045013,0.07275109901648528,-0.2219020172910663,119401726.45,48
510100.SH,2024-10-17,2024-10-18,2024-10-17,0.031722054380664666,-0.050215208034433134,0.16754850088183448,0.05194999999999994,0.047261222068420095,0.04313925025440746,0.029694537180920803,-0.08500345542501708,233970650.3,10
159605.SZ,2024-10-24,2024-10-25,2024-10-24,0.0042283298097252064,0.009635974304068595,0.1936708860759493,0.04775000000000007,0.012508723895420903,0.13583885523801764,0.036200430397573015,-0.06036217303822933,2470998646.0,6
159607.SZ,2024-10-24,2024-10-25,2024-10-24,0.004268943436499528,0.008629989212513456,0.19565217391304346,0.0474500000000001,0.01305596186142255,0.13533295063145823,0.036146959733108795,-0.06079027355623101,839675018.0,7
159747.SZ,2024-10-24,2024-10-25,2024-10-24,-0.003577817531305927,0.022872827081427127,0.20474137931034475,0.056400000000000006,0.023809523809523725,0.15238497256226258,0.03571332527433347,-0.05367965367965377,147516420.65,4
512290.SH,2024-10-24,2024-10-25,2024-10-24,-0.017875920084121977,0.04371584699453557,0.1937500000000001,0.04005000000000014,0.026992149693515266,0.08327346859528206,0.04433318186167999,-0.057672502574665385,146568948.9,0
513050.SH,2024-10-24,2024-10-25,2024-10-24,-0.0008203445447086954,0.005799502899751285,0.16955684007707128,0.05604999999999993,0.008808376267242846,0.1171728736983797,0.03434063245792741,-0.05555555555555547,4965065448.6,5
513220.SH,2024-10-24,2024-10-25,2024-10-24,0.008130081300813163,0.01746323529411753,0.22999999999999998,0.061349999999999794,0.019196243612760622,0.15233228418856304,0.04418652545021281,-0.058008658008657954,222748044.8,9
513330.SH,2024-10-24,2024-10-25,2024-10-24,0.004629629629629539,0.007009345794392496,0.19722222222222197,0.02239999999999992,0.0045449248339355375,0.149754354622599,0.03932524116744691,-0.05934065934065935,8224451106.1,8
515180.SH,2024-10-24,2024-10-25,2024-10-24,-0.008227374719521285,-0.04294917680744459,0.08346839546191243,0.02970000000000006,-0.022303473491773418,0.04142868022237467,0.031090446543926138,-0.06568832983927331,194238000.05,2
517180.SH,2024-10-24,2024-10-25,2024-10-24,-0.005249343832021025,0.013245033112582849,0.1383928571428572,0.053400000000000336,0.010501287893798228,0.02874031797798615,0.03419432815595657,-0.06501547987616108,128677137.7,3
510100.SH,2024-10-24,2024-10-25,2024-10-24,-0.009530791788856408,0.030211480362537735,0.2038834951456312,0.06050000000000022,0.02962823174183815,0.08266590389016026,0.03005872409978322,-0.04127443881245474,265689656.75,1
159601.SZ,2024-10-31,2024-11-01,2024-10-31,0.044794188861985385,-0.018979833926453082,0.061617458279846105,0.025999999999999912,-0.024591614082679625,0.11591023756772767,0.033482877627831684,-0.030480656506447712,214684878.4,19
159740.SZ,2024-10-31,2024-11-01,2024-10-31,0.04492512479201327,0.0033277870216306127,0.09239130434782594,0.02375000000000005,-0.009770917152475578,0.18108938096007776,0.036717319981579434,-0.021172638436482094,2271844402.05,20
159742.SZ,2024-10-31,2024-11-01,2024-10-31,0.04207119741100329,0.0032467532467532756,0.0957446808510638,0.024449999999999972,-0.008821170809943935,0.17982843446448826,0.03533716164309654,-0.020602218700475405,553150304.3,16
159747.SZ,2024-10-31,2024-11-01,2024-10-31,0.030384271671134888,0.0008944543828266482,0.08430232558139528,0.040899999999999936,-0.012269397122429138,0.16872130809305208,0.03315031235739204,-0.02441150828247607,158965321.0,8
159850.SZ,2024-10-31,2024-11-01,2024-10-31,0.027100271002709952,-0.009433962264150941,0.045519203413940224,0.01969999999999994,-0.01421673819742486,0.12776041141474215,0.032937888581649574,-0.025198938992042508,162531116.2,4
159920.SZ,2024-10-31,2024-11-01,2024-10-31,0.023349436392914757,-0.006415396952686669,0.044688026981450246,0.028649999999999842,-0.010462423129143139,0.11304373592509176,0.024425487766545656,-0.018225039619651495,2163702416.05,0
510050.SH,2024-10-31,2024-11-01,2024-10-31,0.053747714808043856,-0.017210469702402365,0.04698242933537067,0.08250000000000046,-0.019565761705476303,0.10448861878016502,0.02864816442387369,-0.026979055733049262,4754407344.2,27
