code,first_valid_date,coverage,max_consecutive_missing,n_days,n_valid,InstrumentName,OpenDate,OpenDate_raw,ExchangeID,InstrumentID
561600.SH,2023-01-03,1.0,0,719,719,消费电子ETF,2021-09-09,20210909,SH,561600
561700.SH,2023-01-03,1.0,0,719,719,电力ETF基金,2022-07-15,20220715,SH,561700
561800.SH,2023-01-03,1.0,0,719,719,稀有金属ETF基金,2021-08-24,20210824,SH,561800
561900.SH,2023-01-03,1.0,0,719,719,沪深300ESGETF,2021-07-15,20210715,SH,561900
561910.SH,2023-01-03,1.0,0,719,719,电池ETF,2021-08-12,20210812,SH,561910
561990.SH,2023-01-03,1.0,0,719,719,沪深300增强ETF,2021-12-10,20211210,SH,561990
562000.SH,2023-01-03,1.0,0,719,719,中证A100ETF基金,2022-08-01,20220801,SH,562000
562010.SH,2023-01-03,1.0,0,719,719,绿色能源ETF,2023-01-03,20230103,SH,562010
562300.SH,2023-01-03,1.0,0,719,719,碳中和ETF基金,2022-01-05,20220105,SH,562300
562310.SH,2023-01-03,1.0,0,719,719,沪深300成长ETF,2022-09-09,20220909,SH,562310
562350.SH,2023-01-03,1.0,0,719,719,电力指数ETF,2022-07-12,20220712,SH,562350
562360.SH,2023-01-03,1.0,0,719,719,机器人ETF基金,2021-10-15,20211015,SH,562360
562390.SH,2023-01-03,1.0,0,719,719,中药50ETF,2022-07-28,20220728,SH,562390
562500.SH,2023-01-03,1.0,0,719,719,机器人ETF,2021-12-29,20211229,SH,562500
562510.SH,2023-01-03,1.0,0,719,719,旅游ETF,2021-12-30,20211230,SH,562510
562520.SH,2023-01-03,1.0,0,719,719,中证1000成长ETF,2022-03-22,20220322,SH,562520
562530.SH,2023-01-03,1.0,0,719,719,中证1000价值ETF,2022-08-12,20220812,SH,562530
562800.SH,2023-01-03,1.0,0,719,719,稀有金属ETF,2021-09-27,20210927,SH,562800
562880.SH,2023-01-03,1.0,0,719,719,电池ETF嘉实,2021-07-20,20210720,SH,562880
562900.SH,2023-01-03,1.0,0,719,719,农业ETF易方达,2021-12-13,20211213,SH,562900
562910.SH,2023-01-03,1.0,0,719,719,高端制造ETF,2022-01-10,20220110,SH,562910
562950.SH,2023-01-03,1.0,0,719,719,消费电子ETF易方达,2022-01-20,20220120,SH,562950
562990.SH,2023-01-03,1.0,0,719,719,碳中和ETF易方达,2022-07-19,20220719,SH,562990
563000.SH,2023-01-03,1.0,0,719,719,中国A50ETF,2021-11-08,20211108,SH,563000
588000.SH,2023-01-03,1.0,0,719,719,科创50ETF,2020-11-16,20201116,SH,588000
588010.SH,2023-01-03,1.0,0,719,719,科创新材料ETF,2022-10-26,20221026,SH,588010
588050.SH,2023-01-03,1.0,0,719,719,科创ETF,2020-11-16,20201116,SH,588050
588060.SH,2023-01-03,1.0,0,719,719,科创50ETF龙头,2021-07-29,20210729,SH,588060
588080.SH,2023-01-03,1.0,0,719,719,科创板50ETF,2020-11-16,20201116,SH,588080
588090.SH,2023-01-03,1.0,0,719,719,科创板ETF,2020-11-16,20201116,SH,588090
588100.SH,2023-01-03,1.0,0,719,719,科创信息技术ETF,2022-05-27,20220527,SH,588100
588150.SH,2023-01-03,1.0,0,719,719,科创50ETF南方,2021-12-20,20211220,SH,588150
588160.SH,2023-01-03,1.0,0,719,719,科创材料ETF,2022-10-26,20221026,SH,588160
588180.SH,2023-01-03,1.0,0,719,719,科创50ETF基金,2021-07-01,20210701,SH,588180
588200.SH,2023-01-03,1.0,0,719,719,科创芯片ETF,2022-10-26,20221026,SH,588200
588260.SH,2023-01-03,1.0,0,719,719,科创信息ETF,2022-05-27,20220527,SH,588260
588280.SH,2023-01-03,1.0,0,719,719,科创50ETF指数基金,2021-10-29,20211029,SH,588280
588290.SH,2023-01-03,1.0,0,719,719,科创芯片ETF基金,2022-10-26,20221026,SH,588290
588300.SH,2023-01-03,1.0,0,719,719,双创ETF,2021-07-05,20210705,SH,588300
588310.SH,2023-01-03,1.0,0,719,719,双创ETF基金,2021-12-02,20211202,SH,588310
588330.SH,2023-01-03,1.0,0,719,719,双创龙头ETF,2021-07-06,20210706,SH,588330
588350.SH,2023-01-03,1.0,0,719,719,双创50ETF基金,2022-11-10,20221110,SH,588350
588360.SH,2023-01-03,1.0,0,719,719,科创创业ETF,2021-07-06,20210706,SH,588360
588370.SH,2023-01-03,1.0,0,719,719,科创50增强ETF南方,2022-12-13,20221213,SH,588370
588380.SH,2023-01-03,1.0,0,719,719,双创50ETF,2021-07-06,20210706,SH,588380
588390.SH,2023-01-03,1.0,0,719,719,科创创业50ETF,2021-08-30,20210830,SH,588390
588400.SH,2023-01-03,1.0,0,719,719,科创创业ETF嘉实,2021-07-05,20210705,SH,588400
159617.SZ,2023-01-03,0.9986091794158554,1,719,718,500价值ETF,2022-06-30,20220630,SZ,159617
159620.SZ,2023-01-03,0.9986091794158554,1,719,718,500成长ETF,2022-08-05,20220805,SZ,159620
159627.SZ,2023-01-03,0.9986091794158554,1,719,718,A100ETF,2022-11-30,20221130,SZ,159627
159630.SZ,2023-01-03,0.9986091794158554,1,719,718,A100ETF基金,2022-11-01,20221101,SZ,159630
159662.SZ,2023-01-03,0.9986091794158554,1,719,718,交运ETF,2022-12-01,20221201,SZ,159662
159677.SZ,2023-01-03,0.9986091794158554,1,719,718,1000增强ETF,2022-12-05,20221205,SZ,159677
159701.SZ,2023-01-03,0.9986091794158554,1,719,718,物联网ETF招商,2021-12-23,20211223,SZ,159701
159711.SZ,2023-01-03,0.9986091794158554,1,719,718,港股通ETF,2021-12-28,20211228,SZ,159711
159719.SZ,2023-01-03,0.9986091794158554,1,719,718,国企共赢ETF,2021-12-28,20211228,SZ,159719
159723.SZ,2023-01-03,0.9986091794158554,1,719,718,科技龙头ETF,2021-10-15,20211015,SZ,159723
159731.SZ,2023-01-03,0.9986091794158554,1,719,718,石化ETF,2021-12-10,20211210,SZ,159731
159750.SZ,2023-01-03,0.9986091794158554,1,719,718,港股科技50ETF,2022-02-14,20220214,SZ,159750
159793.SZ,2023-01-03,0.9986091794158554,1,719,718,线上消费ETF基金,2021-11-24,20211124,SZ,159793
159816.SZ,2023-01-03,0.9986091794158554,1,719,718,0-4地债ETF,2020-09-04,20200904,SZ,159816
159862.SZ,2023-01-03,0.9986091794158554,1,719,718,食品ETF,2021-11-08,20211108,SZ,159862
159877.SZ,2023-01-03,0.9986091794158554,1,719,718,医疗ETF南方,2021-11-03,20211103,SZ,159877
160218.SZ,2023-01-03,0.9986091794158554,1,719,718,房地产LOF,2021-01-20,20210120,SZ,160218
160311.SZ,2023-01-03,0.9986091794158554,1,719,718,华夏蓝筹LOF,2007-05-28,20070528,SZ,160311
160633.SZ,2023-01-03,0.9986091794158554,1,719,718,券商LOF,2021-01-18,20210118,SZ,160633
160637.SZ,2023-01-03,0.9986091794158554,1,719,718,创业板LOF基金,2021-01-18,20210118,SZ,160637
161030.SZ,2023-01-03,0.9986091794158554,1,719,718,体育LOF,2021-01-19,20210119,SZ,161030
161032.SZ,2023-01-03,0.9986091794158554,1,719,718,煤炭龙头LOF,2021-01-18,20210118,SZ,161032
161039.SZ,2023-01-03,0.9986091794158554,1,719,718,1000增强LOF,2018-06-20,20180620,SZ,161039
161724.SZ,2023-01-03,0.9986091794158554,1,719,718,煤炭等权LOF,2021-01-22,20210122,SZ,161724
161812.SZ,2023-01-03,0.9986091794158554,1,719,718,深证100LOF,2021-01-20,20210120,SZ,161812
161914.SZ,2023-01-03,0.9986091794158554,1,719,718,创业板2年定开,2021-03-01,20210301,SZ,161914
163118.SZ,2023-01-03,0.9986091794158554,1,719,718,医药生物LOF,2021-01-25,20210125,SZ,163118
163503.SZ,2023-01-03,0.9986091794158554,1,719,718,天治核心LOF,2007-07-30,20070730,SZ,163503
166001.SZ,2023-01-03,0.9986091794158554,1,719,718,中欧趋势LOF,2007-04-23,20070423,SZ,166001
180301.SZ,2023-01-03,0.9986091794158554,1,719,718,红土创新盐田港REIT,2021-06-21,20210621,SZ,180301
501215.SH,2023-01-03,0.9986091794158554,1,719,718,积极配置FOF,2021-11-19,20211119,SH,501215
501302.SH,2023-01-03,0.9986091794158554,1,719,718,恒生指数基金LOF,2017-08-15,20170815,SH,501302
502000.SH,2023-01-03,0.9986091794158554,1,719,718,500增强LOF,2015-04-27,20150427,SH,502000
502003.SH,2023-01-03,0.9986091794158554,1,719,718,军工LOF,2015-07-15,20150715,SH,502003
506001.SH,2023-01-03,0.9986091794158554,1,719,718,万家科创板,2021-02-03,20210203,SH,506001
506008.SH,2023-01-03,0.9986091794158554,1,719,718,科创板长城,2022-03-28,20220328,SH,506008
508000.SH,2023-01-03,0.9986091794158554,1,719,718,华安张江产业园REIT,2021-06-21,20210621,SH,508000
508021.SH,2023-01-03,0.9986091794158554,1,719,718,国泰海通临港创新产业园REIT,2022-10-13,20221013,SH,508021
508056.SH,2023-01-03,0.9986091794158554,1,719,718,中金普洛斯REIT,2021-06-21,20210621,SH,508056
508058.SH,2023-01-03,0.9986091794158554,1,719,718,中金厦门安居REIT,2022-08-31,20220831,SH,508058
508088.SH,2023-01-03,0.9986091794158554,1,719,718,国泰海通东久新经济REIT,2022-10-14,20221014,SH,508088
510100.SH,2023-01-03,0.9986091794158554,1,719,718,上证50ETF易方达,2019-10-09,20191009,SH,510100
512820.SH,2023-01-03,0.9986091794158554,1,719,718,银行ETF龙头,2018-11-23,20181123,SH,512820
513030.SH,2023-01-03,0.9986091794158554,1,719,718,德国ETF,2014-09-05,20140905,SH,513030
513080.SH,2023-01-03,0.9986091794158554,1,719,718,法国CAC40ETF,2020-06-12,20200612,SH,513080
513360.SH,2023-01-03,0.9986091794158554,1,719,718,教育ETF,2021-06-17,20210617,SH,513360
515090.SH,2023-01-03,0.9986091794158554,1,719,718,可持续发展ETF,2020-02-20,20200220,SH,515090
516900.SH,2023-01-03,0.9986091794158554,1,719,718,食品饮料ETF基金,2021-04-28,20210428,SH,516900
517010.SH,2023-01-03,0.9986091794158554,1,719,718,沪港深500ETF易方达,2021-08-12,20210812,SH,517010
517880.SH,2023-01-03,0.9986091794158554,1,719,718,品牌消费ETF,2021-12-01,20211201,SH,517880
561180.SH,2023-01-03,0.9986091794158554,1,719,718,A100ETF,2022-11-21,20221121,SH,561180
159612.SZ,2023-01-03,0.9972183588317107,1,719,717,标普500ETF,2022-05-20,20220520,SZ,159612
159645.SZ,2023-01-03,0.9972183588317107,1,719,717,疫苗ETF富国,2022-09-26,20220926,SZ,159645
159717.SZ,2023-01-03,0.9972183588317107,1,719,717,ESGETF,2021-09-29,20210929,SZ,159717
159777.SZ,2023-01-03,0.9972183588317107,1,719,717,创科技ETF,2021-10-18,20211018,SZ,159777
159896.SZ,2023-01-03,0.9972183588317107,1,719,717,物联网ETF南方,2021-11-24,20211124,SZ,159896
159916.SZ,2023-01-03,0.9972183588317107,1,719,717,深F60ETF,2011-10-24,20111024,SZ,159916
159925.SZ,2023-01-03,0.9972183588317107,1,719,717,沪深300ETF南方,2013-04-11,20130411,SZ,159925
159948.SZ,2023-01-03,0.9972183588317107,1,719,717,创业板ETF南方,2016-05-31,20160531,SZ,159948
159952.SZ,2023-01-03,0.9972183588317107,1,719,717,创业板ETF广发,2017-05-19,20170519,SZ,159952
160133.SZ,2023-01-03,0.9972183588317107,1,719,717,南方天元LOF,2014-08-25,20140825,SZ,160133
160322.SZ,2023-01-03,0.9972183588317107,1,719,717,港股精选LOF,2017-07-24,20170724,SZ,160322
160607.SZ,2023-01-03,0.9972183588317107,2,719,717,鹏华价值优势LOF,2006-09-18,20060918,SZ,160607
161122.SZ,2023-01-03,0.9972183588317107,1,719,717,生物科技LOF,2020-12-15,20201215,SZ,161122
161227.SZ,2023-01-03,0.9972183588317107,1,719,717,国投深证100LOF,2015-08-28,20150828,SZ,161227
163409.SZ,2023-01-03,0.9972183588317107,1,719,717,兴全绿色LOF,2011-07-07,20110707,SZ,163409
163801.SZ,2023-01-03,0.9972183588317107,1,719,717,中银中国LOF,2005-02-23,20050223,SZ,163801
164705.SZ,2023-01-03,0.9972183588317107,1,719,717,恒生LOF,2015-04-13,20150413,SZ,164705
169101.SZ,2023-01-03,0.9972183588317107,1,719,717,东方红睿丰LOF,2015-03-06,20150306,SZ,169101
501046.SH,2023-01-03,0.9972183588317107,1,719,717,财通福鑫定开混合,2017-12-01,20171201,SH,501046
501080.SH,2023-01-03,0.9972183588317107,1,719,717,科创主题投资基金LOF,2019-12-25,20191225,SH,501080
501202.SH,2023-01-03,0.9972183588317107,1,719,717,华泰创新先锋LOF,2020-11-16,20201116,SH,501202
502013.SH,2023-01-03,0.9972183588317107,1,719,717,一带一路LOF,2015-06-09,20150609,SH,502013
502053.SH,2023-01-03,0.9972183588317107,1,719,717,券商LOF,2015-08-24,20150824,SH,502053
508068.SH,2023-01-03,0.9972183588317107,1,719,717,华夏北京保障房REIT,2022-08-31,20220831,SH,508068
515590.SH,2023-01-03,0.9972183588317107,1,719,717,500等权ETF,2020-01-20,20200120,SH,515590
516980.SH,2023-01-03,0.9972183588317107,2,719,717,证券ETF先锋,2021-06-24,20210624,SH,516980
560650.SH,2023-01-03,0.9972183588317107,1,719,717,核心50ETF,2022-06-27,20220627,SH,560650
588460.SH,2023-01-05,0.9972183588317107,2,719,717,科创50增强ETF,2023-01-05,20230105,SH,588460
159621.SZ,2023-01-03,0.9958275382475661,1,719,716,MSCIESGETF,2022-09-09,20220909,SZ,159621
159687.SZ,2023-01-03,0.9958275382475661,1,719,716,亚太精选ETF,2022-12-30,20221230,SZ,159687
159728.SZ,2023-01-03,0.9958275382475661,1,719,716,在线消费ETF,2022-01-11,20220111,SZ,159728
159791.SZ,2023-01-03,0.9958275382475661,1,719,716,300ESGETF,2022-03-08,20220308,SZ,159791
163115.SZ,2023-01-03,0.9958275382475661,1,719,716,申万军工LOF,2021-01-25,20210125,SZ,163115
180101.SZ,2023-01-03,0.9958275382475661,1,719,716,博时蛇口产园REIT,2021-06-21,20210621,SZ,180101
501059.SH,2023-01-03,0.9958275382475661,1,719,716,国企红利LOF,2018-07-26,20180726,SH,501059
511600.SH,2023-01-03,0.9958275382475661,1,719,716,货币ETF,2016-09-09,20160909,SH,511600
517160.SH,2023-01-03,0.9958275382475661,1,719,716,长江保护主题ETF,2022-01-05,20220105,SH,517160
159665.SZ,2023-01-06,0.9958275382475661,3,719,716,半导体龙头ETF,2023-01-06,20230106,SZ,159665
159721.SZ,2023-01-03,0.9944367176634215,3,719,715,深证100ETF永赢,2021-06-25,20210625,SZ,159721
159821.SZ,2023-01-03,0.9944367176634215,1,719,715,BOCI创业板ETF,2020-10-29,20201029,SZ,159821
159907.SZ,2023-01-03,0.9944367176634215,3,719,715,2000ETF,2011-08-10,20110810,SZ,159907
159970.SZ,2023-01-03,0.9944367176634215,1,719,715,深100ETF工银,2020-01-10,20200110,SZ,159970
159976.SZ,2023-01-03,0.9944367176634215,2,719,715,湾创ETF,2020-01-17,20200117,SZ,159976
161037.SZ,2023-01-03,0.9944367176634215,1,719,715,高端制造LOF,2017-05-11,20170511,SZ,161037
161121.SZ,2023-01-03,0.9944367176634215,1,719,715,银行LOF易方达,2020-08-18,20200818,SZ,161121
501062.SH,2023-01-03,0.9944367176634215,3,719,715,南方瑞合LOF,2018-12-05,20181205,SH,501062
501082.SH,2023-01-03,0.9944367176634215,2,719,715,科创投资LOF,2019-12-26,20191226,SH,501082
502010.SH,2023-01-03,0.9944367176634215,1,719,715,证券LOF,2015-07-15,20150715,SH,502010
510130.SH,2023-01-03,0.9944367176634215,1,719,715,上证中盘ETF易方达,2010-06-23,20100623,SH,510130
515360.SH,2023-01-03,0.9944367176634215,1,719,715,方正沪深300ETF,2019-11-01,20191101,SH,515360
517330.SH,2023-01-03,0.9944367176634215,1,719,715,长江保护ETF,2022-01-05,20220105,SH,517330
588320.SH,2023-01-06,0.9944367176634215,3,719,715,双创50ETF增强,2023-01-06,20230106,SH,588320
159716.SZ,2023-01-03,0.9930458970792768,3,719,714,深证100ETF华宝,2021-06-28,20210628,SZ,159716
159895.SZ,2023-01-03,0.9930458970792768,2,719,714,物联网ETF易方达,2021-10-21,20211021,SZ,159895
160135.SZ,2023-01-03,0.9930458970792768,1,719,714,高铁基金LOF,2020-12-15,20201215,SZ,160135
160629.SZ,2023-01-03,0.9930458970792768,2,719,714,传媒LOF,2021-01-18,20210118,SZ,160629
160635.SZ,2023-01-03,0.9930458970792768,1,719,714,医药LOF基金,2016-08-01,20160801,SZ,160635
160644.SZ,2023-01-03,0.9930458970792768,2,719,714,港美互联网LOF,2017-12-29,20171229,SZ,160644
160919.SZ,2023-01-03,0.9930458970792768,2,719,714,产业升级LOF,2015-01-09,20150109,SZ,160919
501081.SH,2023-01-03,0.9930458970792768,1,719,714,科创中欧LOF,2019-09-06,20190906,SH,501081
511860.SH,2023-01-03,0.9930458970792768,2,719,714,保证金货币ETF,2014-12-09,20141209,SH,511860
517170.SH,2023-01-03,0.9930458970792768,2,719,714,沪港深ETF,2021-04-20,20210420,SH,517170
159973.SZ,2023-01-03,0.9916550764951322,2,719,713,民企ETF,2019-08-09,20190809,SZ,159973
161031.SZ,2023-01-03,0.9916550764951322,3,719,713,工业40LOF,2021-01-19,20210119,SZ,161031
165520.SZ,2023-01-03,0.9916550764951322,1,719,713,有色LOF,2021-02-03,20210203,SZ,165520
166006.SZ,2023-01-03,0.9916550764951322,1,719,713,中欧成长LOF,2010-03-26,20100326,SZ,166006
501036.SH,2023-01-03,0.9916550764951322,1,719,713,中证500LOF,2017-10-09,20171009,SH,501036
501085.SH,2023-01-03,0.9916550764951322,1,719,713,财通科创LOF,2020-02-07,20200207,SH,501085
501301.SH,2023-01-03,0.9916550764951322,1,719,713,香港大盘LOF,2017-05-08,20170508,SH,501301
510190.SH,2023-01-03,0.9916550764951322,6,719,713,上证50ETF华安,2011-01-10,20110110,SH,510190
511580.SH,2023-01-03,0.9916550764951322,6,719,713,国债政金债ETF,2022-12-14,20221214,SH,511580
160127.SZ,2023-01-03,0.9902642559109874,1,719,712,南方消费LOF,2020-11-30,20201130,SZ,160127
501075.SH,2023-01-03,0.9902642559109874,2,719,712,科创主题LOF,2019-09-12,20190912,SH,501075
508077.SH,2023-01-03,0.9902642559109874,6,719,712,华夏基金华润有巢REIT,2022-12-09,20221209,SH,508077
516720.SH,2023-01-03,0.9902642559109874,2,719,712,ESGETF,2021-08-13,20210813,SH,516720
159918.SZ,2023-01-03,0.9888734353268428,1,719,711,中创400ETF,2012-05-11,20120511,SZ,159918
160128.SZ,2023-01-03,0.9888734353268428,1,719,711,南方金利定开,2012-07-16,20120716,SZ,160128
160641.SZ,2023-01-03,0.9888734353268428,2,719,711,鹏华丰锐LOF,2015-09-30,20150930,SZ,160641
160916.SZ,2023-01-03,0.9888734353268428,1,719,711,优选LOF,2012-12-28,20121228,SZ,160916
161010.SZ,2023-01-03,0.9888734353268428,3,719,711,富国天丰LOF,2008-12-08,20081208,SZ,161010
501031.SH,2023-01-03,0.9888734353268428,2,719,711,环境治理LOFC,2017-02-20,20170220,SH,501031
160926.SZ,2023-01-03,0.9874826147426982,1,719,710,创业板定开,2021-01-18,20210118,SZ,160926
501010.SH,2023-01-03,0.9874826147426982,1,719,710,生物科技LOFC,2017-02-20,20170220,SH,501010
512180.SH,2023-01-03,0.9874826147426982,1,719,710,MSCIA股ETF基金,2018-05-21,20180521,SH,512180
161035.SZ,2023-01-03,0.9860917941585535,2,719,709,医药增强LOF,2016-11-25,20161125,SZ,161035
165521.SZ,2023-01-03,0.9860917941585535,2,719,709,金融LOF,2021-02-03,20210203,SZ,165521
169104.SZ,2023-01-03,0.9860917941585535,2,719,709,东方红睿满LOF,2017-02-21,20170221,SZ,169104
501201.SH,2023-01-03,0.9860917941585535,1,719,709,科创红土LOF,2021-03-05,20210305,SH,501201
515550.SH,2023-01-03,0.9860917941585535,2,719,709,国联中证500ETF,2019-12-25,20191225,SH,515550
159961.SZ,2023-01-04,0.9847009735744089,2,719,708,深100ETF方正富邦,2018-12-19,20181219,SZ,159961
159933.SZ,2023-01-03,0.9833101529902643,2,719,707,国投金融地产ETF,2013-10-16,20131016,SZ,159933
160125.SZ,2023-01-03,0.9833101529902643,2,719,707,南方香港LOF,2011-11-01,20111101,SZ,160125
515190.SH,2023-01-03,0.9833101529902643,1,719,707,中银证券500ETF,2020-05-27,20200527,SH,515190
160918.SZ,2023-01-03,0.9819193324061196,3,719,706,中小盘LOF,2014-04-30,20140430,SZ,160918
161706.SZ,2023-01-03,0.9819193324061196,4,719,706,招商成长LOF,2005-12-09,20051209,SZ,161706
510010.SH,2023-01-03,0.9819193324061196,2,719,706,180治理ETF,2009-12-15,20091215,SH,510010
160106.SZ,2023-01-03,0.980528511821975,2,719,705,南方高增LOF,2005-09-21,20050921,SZ,160106
160314.SZ,2023-01-03,0.980528511821975,2,719,705,华夏行业LOF,2008-01-14,20080114,SZ,160314
167001.SZ,2023-01-03,0.980528511821975,2,719,705,鼎泰LOF,2016-10-18,20161018,SZ,167001
