code,first_valid_date,coverage,max_consecutive_missing,n_days,n_valid,InstrumentName,OpenDate,OpenDate_raw,ExchangeID,InstrumentID
511990.SH,2023-01-03,1.0,0,719,719,华宝添益ETF,2013-01-28,20130128,SH,511990
512000.SH,2023-01-03,1.0,0,719,719,券商ETF,2016-09-14,20160914,SH,512000
512010.SH,2023-01-03,1.0,0,719,719,医药ETF,2013-10-28,20131028,SH,512010
512040.SH,2023-01-03,1.0,0,719,719,价值100ETF,2018-11-29,20181129,SH,512040
512070.SH,2023-01-03,1.0,0,719,719,证券保险ETF,2014-07-18,20140718,SH,512070
512090.SH,2023-01-03,1.0,0,719,719,MSCIA股ETF易方达,2018-06-01,20180601,SH,512090
512100.SH,2023-01-03,1.0,0,719,719,中证1000ETF,2016-11-04,20161104,SH,512100
512120.SH,2023-01-03,1.0,0,719,719,医药50ETF,2014-01-06,20140106,SH,512120
512150.SH,2023-01-03,1.0,0,719,719,A50ETF,2019-01-21,20190121,SH,512150
512160.SH,2023-01-03,1.0,0,719,719,MSCI中国A股ETF,2018-04-27,20180427,SH,512160
512170.SH,2023-01-03,1.0,0,719,719,医疗ETF,2019-06-17,20190617,SH,512170
512200.SH,2023-01-03,1.0,0,719,719,房地产ETF,2017-09-25,20170925,SH,512200
512220.SH,2023-01-03,1.0,0,719,719,TMTETF,2014-08-19,20140819,SH,512220
512260.SH,2023-01-03,1.0,0,719,719,中证500低波动ETF,2019-01-11,20190111,SH,512260
512290.SH,2023-01-03,1.0,0,719,719,生物医药ETF,2019-05-20,20190520,SH,512290
512330.SH,2023-01-03,1.0,0,719,719,信息科技ETF,2015-07-20,20150720,SH,512330
512380.SH,2023-01-03,1.0,0,719,719,MSCI中国ETF,2019-04-30,20190430,SH,512380
512400.SH,2023-01-03,1.0,0,719,719,有色金属ETF,2017-09-01,20170901,SH,512400
512480.SH,2023-01-03,1.0,0,719,719,半导体ETF,2019-06-12,20190612,SH,512480
512500.SH,2023-01-03,1.0,0,719,719,中证500ETF华夏,2015-05-29,20150529,SH,512500
512510.SH,2023-01-03,1.0,0,719,719,中证500ETF华泰柏瑞,2015-06-12,20150612,SH,512510
512520.SH,2023-01-03,1.0,0,719,719,MSCIETF,2018-05-18,20180518,SH,512520
512530.SH,2023-01-03,1.0,0,719,719,沪深300红利ETF,2019-09-23,20190923,SH,512530
512550.SH,2023-01-03,1.0,0,719,719,富时A50ETF嘉实,2017-08-07,20170807,SH,512550
512560.SH,2023-01-03,1.0,0,719,719,军工ETF易方达,2017-07-28,20170728,SH,512560
512570.SH,2023-01-03,1.0,0,719,719,证券ETF易方达,2017-08-11,20170811,SH,512570
512580.SH,2023-01-03,1.0,0,719,719,环保ETF,2017-02-28,20170228,SH,512580
512600.SH,2023-01-03,1.0,0,719,719,消费ETF嘉实,2014-07-25,20140725,SH,512600
512640.SH,2023-01-03,1.0,0,719,719,金融地产ETF嘉实,2014-07-25,20140725,SH,512640
512650.SH,2023-01-03,1.0,0,719,719,长三角ETF,2019-10-25,20191025,SH,512650
512660.SH,2023-01-03,1.0,0,719,719,军工ETF,2016-08-08,20160808,SH,512660
512670.SH,2023-01-03,1.0,0,719,719,国防ETF,2019-08-01,20190801,SH,512670
512680.SH,2023-01-03,1.0,0,719,719,军工ETF龙头,2016-10-14,20161014,SH,512680
512690.SH,2023-01-03,1.0,0,719,719,酒ETF,2019-05-06,20190506,SH,512690
512700.SH,2023-01-03,1.0,0,719,719,银行ETF南方,2017-07-26,20170726,SH,512700
512710.SH,2023-01-03,1.0,0,719,719,军工龙头ETF,2019-08-26,20190826,SH,512710
512720.SH,2023-01-03,1.0,0,719,719,计算机ETF,2019-08-16,20190816,SH,512720
512730.SH,2023-01-03,1.0,0,719,719,银行ETF指数,2020-02-07,20200207,SH,512730
512750.SH,2023-01-03,1.0,0,719,719,基本面50ETF,2019-07-05,20190705,SH,512750
512760.SH,2023-01-03,1.0,0,719,719,芯片ETF,2019-06-12,20190612,SH,512760
512770.SH,2023-01-03,1.0,0,719,719,战略新兴ETF,2018-08-16,20180816,SH,512770
512800.SH,2023-01-03,1.0,0,719,719,银行ETF,2017-08-03,20170803,SH,512800
512810.SH,2023-01-03,1.0,0,719,719,军工ETF华宝,2016-08-22,20160822,SH,512810
512880.SH,2023-01-03,1.0,0,719,719,证券ETF,2016-08-08,20160808,SH,512880
512890.SH,2023-01-03,1.0,0,719,719,红利低波ETF,2019-01-18,20190118,SH,512890
512900.SH,2023-01-03,1.0,0,719,719,证券ETF南方,2017-03-31,20170331,SH,512900
512910.SH,2023-01-03,1.0,0,719,719,中证A100ETF,2019-07-01,20190701,SH,512910
512930.SH,2023-01-03,1.0,0,719,719,AI人工智能ETF,2019-08-23,20190823,SH,512930
512950.SH,2023-01-03,1.0,0,719,719,央企改革ETF,2019-01-18,20190118,SH,512950
512960.SH,2023-01-03,1.0,0,719,719,央企结构调整ETF,2019-01-18,20190118,SH,512960
512970.SH,2023-01-03,1.0,0,719,719,大湾区ETF,2019-11-11,20191111,SH,512970
512980.SH,2023-01-03,1.0,0,719,719,传媒ETF,2018-01-19,20180119,SH,512980
512990.SH,2023-01-03,1.0,0,719,719,MSCIA股ETF,2015-03-25,20150325,SH,512990
513000.SH,2023-01-03,1.0,0,719,719,日经225ETF易方达,2019-06-25,20190625,SH,513000
513010.SH,2023-01-03,1.0,0,719,719,恒生科技ETF易方达,2021-05-25,20210525,SH,513010
513020.SH,2023-01-03,1.0,0,719,719,港股科技ETF,2022-02-08,20220208,SH,513020
513050.SH,2023-01-03,1.0,0,719,719,中概互联网ETF,2017-01-18,20170118,SH,513050
513060.SH,2023-01-03,1.0,0,719,719,恒生医疗ETF,2021-03-29,20210329,SH,513060
513070.SH,2023-01-03,1.0,0,719,719,港股消费ETF易方达,2022-03-24,20220324,SH,513070
513090.SH,2023-01-03,1.0,0,719,719,香港证券ETF,2020-03-26,20200326,SH,513090
513100.SH,2023-01-03,1.0,0,719,719,纳指ETF,2013-05-15,20130515,SH,513100
513120.SH,2023-01-03,1.0,0,719,719,港股创新药ETF,2022-07-12,20220712,SH,513120
513130.SH,2023-01-03,1.0,0,719,719,恒生科技ETF,2021-06-01,20210601,SH,513130
513150.SH,2023-01-03,1.0,0,719,719,港股通科技ETF华泰柏瑞,2022-02-11,20220211,SH,513150
513160.SH,2023-01-03,1.0,0,719,719,港股科技30ETF,2022-02-09,20220209,SH,513160
513180.SH,2023-01-03,1.0,0,719,719,恒生科技指数ETF,2021-05-25,20210525,SH,513180
513200.SH,2023-01-03,1.0,0,719,719,港股通医药ETF,2022-02-11,20220211,SH,513200
513220.SH,2023-01-03,1.0,0,719,719,中概互联ETF,2022-07-15,20220715,SH,513220
513230.SH,2023-01-03,1.0,0,719,719,港股消费ETF,2022-01-24,20220124,SH,513230
513260.SH,2023-01-03,1.0,0,719,719,恒生科技ETF基金,2022-09-13,20220913,SH,513260
513280.SH,2023-01-03,1.0,0,719,719,恒生生物科技ETF,2022-07-18,20220718,SH,513280
513290.SH,2023-01-03,1.0,0,719,719,纳指生物科技ETF,2022-08-29,20220829,SH,513290
513300.SH,2023-01-03,1.0,0,719,719,纳斯达克ETF,2020-11-05,20201105,SH,513300
513310.SH,2023-01-03,1.0,0,719,719,中韩半导体ETF,2022-12-22,20221222,SH,513310
513320.SH,2023-01-03,1.0,0,719,719,恒生新经济ETF,2022-03-21,20220321,SH,513320
513330.SH,2023-01-03,1.0,0,719,719,恒生互联网ETF,2021-02-08,20210208,SH,513330
513380.SH,2023-01-03,1.0,0,719,719,恒生科技ETF龙头,2022-05-12,20220512,SH,513380
513500.SH,2023-01-03,1.0,0,719,719,标普500ETF,2014-01-15,20140115,SH,513500
513520.SH,2023-01-03,1.0,0,719,719,日经ETF,2019-06-25,20190625,SH,513520
513530.SH,2023-01-03,1.0,0,719,719,港股通红利ETF,2022-04-25,20220425,SH,513530
513550.SH,2023-01-03,1.0,0,719,719,港股通50ETF,2021-01-13,20210113,SH,513550
513580.SH,2023-01-03,1.0,0,719,719,恒生科技ETF指数,2021-05-27,20210527,SH,513580
513590.SH,2023-01-03,1.0,0,719,719,香港消费ETF,2021-08-19,20210819,SH,513590
513600.SH,2023-01-03,1.0,0,719,719,恒生指数ETF,2015-01-26,20150126,SH,513600
513660.SH,2023-01-03,1.0,0,719,719,恒生ETF,2015-01-26,20150126,SH,513660
513690.SH,2023-01-03,1.0,0,719,719,港股红利ETF博时,2021-05-20,20210520,SH,513690
513700.SH,2023-01-03,1.0,0,719,719,香港医药ETF,2021-08-06,20210806,SH,513700
513770.SH,2023-01-03,1.0,0,719,719,港股互联网ETF,2022-02-18,20220218,SH,513770
513800.SH,2023-01-03,1.0,0,719,719,日本东证指数ETF,2019-06-25,20190625,SH,513800
513860.SH,2023-01-03,1.0,0,719,719,港股通科技ETF,2021-07-02,20210702,SH,513860
513880.SH,2023-01-03,1.0,0,719,719,日经225ETF,2019-06-25,20190625,SH,513880
513890.SH,2023-01-03,1.0,0,719,719,恒生科技HKETF,2022-01-21,20220121,SH,513890
513900.SH,2023-01-03,1.0,0,719,719,港股通100ETF,2018-05-25,20180525,SH,513900
513980.SH,2023-01-03,1.0,0,719,719,港股科技50ETF,2021-07-02,20210702,SH,513980
513990.SH,2023-01-03,1.0,0,719,719,港股通ETF,2020-08-18,20200818,SH,513990
515000.SH,2023-01-03,1.0,0,719,719,科技ETF,2019-08-16,20190816,SH,515000
515010.SH,2023-01-03,1.0,0,719,719,券商ETF基金,2019-11-07,20191107,SH,515010
515020.SH,2023-01-03,1.0,0,719,719,银行ETF基金,2019-12-03,20191203,SH,515020
515030.SH,2023-01-03,1.0,0,719,719,新能源车ETF,2020-03-04,20200304,SH,515030
515050.SH,2023-01-03,1.0,0,719,719,5G通信ETF,2019-10-16,20191016,SH,515050
515060.SH,2023-01-03,1.0,0,719,719,房地产ETF基金,2020-01-03,20200103,SH,515060
515070.SH,2023-01-03,1.0,0,719,719,人工智能AIETF,2019-12-24,20191224,SH,515070
515080.SH,2023-01-03,1.0,0,719,719,中证红利ETF,2019-12-27,20191227,SH,515080
515100.SH,2023-01-03,1.0,0,719,719,红利低波100ETF,2020-07-03,20200703,SH,515100
515110.SH,2023-01-03,1.0,0,719,719,一带一路ETF易方达,2020-01-15,20200115,SH,515110
515120.SH,2023-01-03,1.0,0,719,719,创新药ETF,2021-01-04,20210104,SH,515120
515130.SH,2023-01-03,1.0,0,719,719,沪深300ETF博时,2020-05-11,20200511,SH,515130
515150.SH,2023-01-03,1.0,0,719,719,一带一路ETF,2020-01-15,20200115,SH,515150
515160.SH,2023-01-03,1.0,0,719,719,MSCI中国ETF招商,2020-03-02,20200302,SH,515160
515170.SH,2023-01-03,1.0,0,719,719,食品饮料ETF,2021-01-13,20210113,SH,515170
515180.SH,2023-01-03,1.0,0,719,719,红利ETF易方达,2019-12-20,20191220,SH,515180
515200.SH,2023-01-03,1.0,0,719,719,创新100ETF,2019-11-15,20191115,SH,515200
515210.SH,2023-01-03,1.0,0,719,719,钢铁ETF,2020-03-02,20200302,SH,515210
515220.SH,2023-01-03,1.0,0,719,719,煤炭ETF,2020-03-02,20200302,SH,515220
515230.SH,2023-01-03,1.0,0,719,719,软件ETF,2021-03-02,20210302,SH,515230
515250.SH,2023-01-03,1.0,0,719,719,智能汽车ETF,2021-01-08,20210108,SH,515250
515260.SH,2023-01-03,1.0,0,719,719,电子ETF,2020-07-31,20200731,SH,515260
515290.SH,2023-01-03,1.0,0,719,719,银行ETF天弘,2020-12-28,20201228,SH,515290
515300.SH,2023-01-03,1.0,0,719,719,300红利低波ETF,2019-09-19,20190919,SH,515300
515310.SH,2023-01-03,1.0,0,719,719,沪深300指数ETF,2019-12-25,20191225,SH,515310
515320.SH,2023-01-03,1.0,0,719,719,电子50ETF,2021-01-08,20210108,SH,515320
515330.SH,2023-01-03,1.0,0,719,719,沪深300ETF天弘,2019-12-26,20191226,SH,515330
515350.SH,2023-01-03,1.0,0,719,719,民生加银300ETF,2020-02-07,20200207,SH,515350
515380.SH,2023-01-03,1.0,0,719,719,沪深300ETF泰康,2020-03-23,20200323,SH,515380
515390.SH,2023-01-03,1.0,0,719,719,沪深300ETF指数基金,2020-01-10,20200110,SH,515390
515400.SH,2023-01-03,1.0,0,719,719,大数据ETF,2021-01-20,20210120,SH,515400
515450.SH,2023-01-03,1.0,0,719,719,红利低波50ETF,2020-02-26,20200226,SH,515450
515530.SH,2023-01-03,1.0,0,719,719,中证500ETF泰康,2020-11-09,20201109,SH,515530
515560.SH,2023-01-03,1.0,0,719,719,证券ETF建信,2020-07-20,20200720,SH,515560
515580.SH,2023-01-03,1.0,0,719,719,科技100ETF,2019-10-28,20191028,SH,515580
515600.SH,2023-01-03,1.0,0,719,719,央企创新ETF,2019-12-18,20191218,SH,515600
515630.SH,2023-01-03,1.0,0,719,719,保险证券ETF,2020-04-03,20200403,SH,515630
515650.SH,2023-01-03,1.0,0,719,719,消费50ETF,2019-11-11,20191111,SH,515650
515660.SH,2023-01-03,1.0,0,719,719,沪深300ETF国联安,2019-12-24,20191224,SH,515660
515680.SH,2023-01-03,1.0,0,719,719,央企创新ETF嘉实,2019-12-18,20191218,SH,515680
515700.SH,2023-01-03,1.0,0,719,719,新能车ETF,2020-02-10,20200210,SH,515700
515710.SH,2023-01-03,1.0,0,719,719,食品饮料ETF华宝,2021-01-07,20210107,SH,515710
515750.SH,2023-01-03,1.0,0,719,719,科技50ETF,2019-12-06,20191206,SH,515750
515760.SH,2023-01-03,1.0,0,719,719,浙江国资ETF,2020-10-12,20201012,SH,515760
515770.SH,2023-01-03,1.0,0,719,719,摩根MSCIAETF,2020-06-19,20200619,SH,515770
515790.SH,2023-01-03,1.0,0,719,719,光伏ETF,2020-12-18,20201218,SH,515790
515800.SH,2023-01-03,1.0,0,719,719,800ETF,2019-12-16,20191216,SH,515800
515810.SH,2023-01-03,1.0,0,719,719,中证800ETF,2019-10-25,20191025,SH,515810
515850.SH,2023-01-03,1.0,0,719,719,证券ETF富国,2020-02-21,20200221,SH,515850
515860.SH,2023-01-03,1.0,0,719,719,科技ETF嘉实,2019-10-22,20191022,SH,515860
515880.SH,2023-01-03,1.0,0,719,719,通信ETF,2019-09-06,20190906,SH,515880
515890.SH,2023-01-03,1.0,0,719,719,红利ETF博时,2020-04-20,20200420,SH,515890
515900.SH,2023-01-03,1.0,0,719,719,央企创新驱动ETF,2019-12-18,20191218,SH,515900
515910.SH,2023-01-03,1.0,0,719,719,质量ETF,2021-02-26,20210226,SH,515910
515920.SH,2023-01-03,1.0,0,719,719,智能消费ETF,2021-01-20,20210120,SH,515920
515950.SH,2023-01-03,1.0,0,719,719,医药龙头ETF,2020-04-01,20200401,SH,515950
515960.SH,2023-01-03,1.0,0,719,719,医药ETF嘉实,2020-06-10,20200610,SH,515960
515980.SH,2023-01-03,1.0,0,719,719,人工智能ETF,2020-02-10,20200210,SH,515980
515990.SH,2023-01-03,1.0,0,719,719,国企一带一路ETF,2020-01-15,20200115,SH,515990
516000.SH,2023-01-03,1.0,0,719,719,数据ETF,2021-03-01,20210301,SH,516000
516010.SH,2023-01-03,1.0,0,719,719,游戏ETF,2021-03-05,20210305,SH,516010
516020.SH,2023-01-03,1.0,0,719,719,化工ETF,2021-03-08,20210308,SH,516020
516050.SH,2023-01-03,1.0,0,719,719,科技龙头ETF,2021-02-05,20210205,SH,516050
516060.SH,2023-01-03,1.0,0,719,719,创新药产业ETF,2021-03-01,20210301,SH,516060
516070.SH,2023-01-03,1.0,0,719,719,低碳ETF易方达,2021-04-23,20210423,SH,516070
516080.SH,2023-01-03,1.0,0,719,719,创新药ETF易方达,2021-02-23,20210223,SH,516080
516090.SH,2023-01-03,1.0,0,719,719,新能源ETF易方达,2021-03-19,20210319,SH,516090
516100.SH,2023-01-03,1.0,0,719,719,金融科技ETF华夏,2021-07-23,20210723,SH,516100
516110.SH,2023-01-03,1.0,0,719,719,汽车ETF,2021-05-07,20210507,SH,516110
516120.SH,2023-01-03,1.0,0,719,719,化工50ETF,2021-03-09,20210309,SH,516120
516130.SH,2023-01-03,1.0,0,719,719,消费龙头ETF,2021-10-13,20211013,SH,516130
516150.SH,2023-01-03,1.0,0,719,719,稀土ETF嘉实,2021-03-17,20210317,SH,516150
516160.SH,2023-01-03,1.0,0,719,719,新能源ETF,2021-02-04,20210204,SH,516160
516180.SH,2023-01-03,1.0,0,719,719,光伏ETF基金,2021-03-03,20210303,SH,516180
516190.SH,2023-01-03,1.0,0,719,719,文娱传媒ETF,2021-09-17,20210917,SH,516190
516200.SH,2023-01-03,1.0,0,719,719,证券ETF指数基金,2021-03-22,20210322,SH,516200
516210.SH,2023-01-03,1.0,0,719,719,银行ETF指数基金,2021-09-24,20210924,SH,516210
516220.SH,2023-01-03,1.0,0,719,719,化工龙头ETF,2021-03-10,20210310,SH,516220
516260.SH,2023-01-03,1.0,0,719,719,物联网50ETF,2021-08-02,20210802,SH,516260
516270.SH,2023-01-03,1.0,0,719,719,新能源50ETF,2021-07-23,20210723,SH,516270
516290.SH,2023-01-03,1.0,0,719,719,光伏龙头ETF,2021-08-23,20210823,SH,516290
516300.SH,2023-01-03,1.0,0,719,719,中证1000ETF华泰柏瑞,2021-03-24,20210324,SH,516300
516310.SH,2023-01-03,1.0,0,719,719,银行ETF易方达,2021-05-28,20210528,SH,516310
516320.SH,2023-01-03,1.0,0,719,719,高端装备ETF,2021-06-08,20210608,SH,516320
516330.SH,2023-01-03,1.0,0,719,719,物联网ETF,2021-04-09,20210409,SH,516330
516350.SH,2023-01-03,1.0,0,719,719,芯片ETF易方达,2021-12-23,20211223,SH,516350
516360.SH,2023-01-03,1.0,0,719,719,新材料ETF,2021-05-13,20210513,SH,516360
516380.SH,2023-01-03,1.0,0,719,719,智能电动车ETF,2021-06-18,20210618,SH,516380
516390.SH,2023-01-03,1.0,0,719,719,新能源汽车ETF,2021-06-18,20210618,SH,516390
516500.SH,2023-01-03,1.0,0,719,719,生物科技ETF,2021-03-17,20210317,SH,516500
516510.SH,2023-01-03,1.0,0,719,719,云计算ETF,2021-04-07,20210407,SH,516510
516520.SH,2023-01-03,1.0,0,719,719,智能驾驶ETF,2021-03-01,20210301,SH,516520
516530.SH,2023-01-03,1.0,0,719,719,物流快递ETF,2022-01-17,20220117,SH,516530
516550.SH,2023-01-03,1.0,0,719,719,农业ETF,2021-04-08,20210408,SH,516550
516560.SH,2023-01-03,1.0,0,719,719,养老ETF,2021-09-16,20210916,SH,516560
516570.SH,2023-01-03,1.0,0,719,719,化工行业ETF,2021-06-18,20210618,SH,516570
516580.SH,2023-01-03,1.0,0,719,719,新能源主题ETF,2021-07-26,20210726,SH,516580
516590.SH,2023-01-03,1.0,0,719,719,智能汽车ETF易方达,2021-05-12,20210512,SH,516590
516600.SH,2023-01-03,1.0,0,719,719,消费服务ETF,2021-02-26,20210226,SH,516600
516610.SH,2023-01-03,1.0,0,719,719,医疗服务ETF,2021-05-13,20210513,SH,516610
516620.SH,2023-01-03,1.0,0,719,719,影视ETF,2021-11-05,20211105,SH,516620
516630.SH,2023-01-03,1.0,0,719,719,云计算50ETF,2021-09-03,20210903,SH,516630
516640.SH,2023-01-03,1.0,0,719,719,芯片龙头ETF,2021-08-27,20210827,SH,516640
516650.SH,2023-01-03,1.0,0,719,719,有色金属ETF基金,2021-06-21,20210621,SH,516650
516660.SH,2023-01-03,1.0,0,719,719,新能源车ETF基金,2021-02-26,20210226,SH,516660
516670.SH,2023-01-03,1.0,0,719,719,畜牧养殖ETF,2021-03-26,20210326,SH,516670
516700.SH,2023-01-03,1.0,0,719,719,大数据ETF华宝,2021-05-19,20210519,SH,516700
516710.SH,2023-01-03,1.0,0,719,719,新材料50ETF,2021-08-17,20210817,SH,516710
516730.SH,2023-01-03,1.0,0,719,719,证券公司ETF,2021-11-12,20211112,SH,516730
516750.SH,2023-01-03,1.0,0,719,719,建材ETF,2021-11-05,20211105,SH,516750
516760.SH,2023-01-03,1.0,0,719,719,养殖ETF,2021-03-12,20210312,SH,516760
516770.SH,2023-01-03,1.0,0,719,719,游戏ETF华泰柏瑞,2021-03-05,20210305,SH,516770
516780.SH,2023-01-03,1.0,0,719,719,稀土ETF,2021-03-08,20210308,SH,516780
516790.SH,2023-01-03,1.0,0,719,719,医疗ETF华泰柏瑞,2021-08-23,20210823,SH,516790
516800.SH,2023-01-03,1.0,0,719,719,智能制造ETF,2021-02-19,20210219,SH,516800
516810.SH,2023-01-03,1.0,0,719,719,农业50ETF,2022-01-11,20220111,SH,516810
516820.SH,2023-01-03,1.0,0,719,719,医疗创新ETF,2021-07-01,20210701,SH,516820
516830.SH,2023-01-03,1.0,0,719,719,300ESGETF,2021-07-05,20210705,SH,516830
516850.SH,2023-01-03,1.0,0,719,719,新能源ETF基金,2021-03-19,20210319,SH,516850
516860.SH,2023-01-03,1.0,0,719,719,金融科技ETF,2021-10-11,20211011,SH,516860
516880.SH,2023-01-03,1.0,0,719,719,光伏50ETF,2021-01-18,20210118,SH,516880
516890.SH,2023-01-03,1.0,0,719,719,新材料ETF指数基金,2021-07-28,20210728,SH,516890
516910.SH,2023-01-03,1.0,0,719,719,物流ETF,2021-06-11,20210611,SH,516910
516920.SH,2023-01-03,1.0,0,719,719,芯片50ETF,2021-08-16,20210816,SH,516920
516930.SH,2023-01-03,1.0,0,719,719,生物科技ETF基金,2021-08-18,20210818,SH,516930
516950.SH,2023-01-03,1.0,0,719,719,基建ETF,2021-05-14,20210514,SH,516950
516960.SH,2023-01-03,1.0,0,719,719,机械ETF,2021-05-07,20210507,SH,516960
516970.SH,2023-01-03,1.0,0,719,719,基建50ETF,2021-07-05,20210705,SH,516970
517000.SH,2023-01-03,1.0,0,719,719,沪港深500ETF,2021-03-05,20210305,SH,517000
517030.SH,2023-01-03,1.0,0,719,719,沪港深300ETF易方达,2021-09-27,20210927,SH,517030
517050.SH,2023-01-03,1.0,0,719,719,互联网ETF华泰柏瑞,2021-02-08,20210208,SH,517050
517080.SH,2023-01-03,1.0,0,719,719,沪港深500ETF基金,2021-02-22,20210222,SH,517080
517090.SH,2023-01-03,1.0,0,719,719,央企共赢ETF,2021-12-28,20211228,SH,517090
517100.SH,2023-01-03,1.0,0,719,719,AH500ETF,2021-03-02,20210302,SH,517100
517110.SH,2023-01-03,1.0,0,719,719,创新药ETF国泰,2021-09-30,20210930,SH,517110
517120.SH,2023-01-03,1.0,0,719,719,创新药ETF华泰柏瑞,2021-07-19,20210719,SH,517120
517180.SH,2023-01-03,1.0,0,719,719,中国国企ETF,2021-12-28,20211228,SH,517180
517200.SH,2023-01-03,1.0,0,719,719,互联网ETF,2021-02-08,20210208,SH,517200
517300.SH,2023-01-03,1.0,0,719,719,沪港深300ETF,2021-02-24,20210224,SH,517300
517350.SH,2023-01-03,1.0,0,719,719,沪港深科技ETF广发,2021-06-03,20210603,SH,517350
517360.SH,2023-01-03,1.0,0,719,719,科技ETF沪港深,2021-07-05,20210705,SH,517360
517380.SH,2023-01-03,1.0,0,719,719,创新药ETF天弘,2021-08-09,20210809,SH,517380
517390.SH,2023-01-03,1.0,0,719,719,云计算ETF天弘,2021-12-23,20211223,SH,517390
517550.SH,2023-01-03,1.0,0,719,719,消费ETF沪港深,2022-02-08,20220208,SH,517550
517660.SH,2023-01-03,1.0,0,719,719,物联网ETF天弘,2021-10-25,20211025,SH,517660
517770.SH,2023-01-03,1.0,0,719,719,游戏传媒ETF,2021-12-03,20211203,SH,517770
517800.SH,2023-01-03,1.0,0,719,719,人工智能50ETF,2021-08-26,20210826,SH,517800
517850.SH,2023-01-03,1.0,0,719,719,张江ETF,2022-05-16,20220516,SH,517850
517900.SH,2023-01-03,1.0,0,719,719,银行AH优选ETF,2022-03-25,20220325,SH,517900
517990.SH,2023-01-03,1.0,0,719,719,医药ETF沪港深,2022-05-19,20220519,SH,517990
518600.SH,2023-01-03,1.0,0,719,719,上海金ETF,2020-08-05,20200805,SH,518600
518660.SH,2023-01-03,1.0,0,719,719,黄金ETF基金,2020-05-29,20200529,SH,518660
518680.SH,2023-01-03,1.0,0,719,719,金ETF,2020-07-28,20200728,SH,518680
518800.SH,2023-01-03,1.0,0,719,719,黄金基金ETF,2013-07-29,20130729,SH,518800
518850.SH,2023-01-03,1.0,0,719,719,黄金ETF华夏,2020-06-05,20200605,SH,518850
518860.SH,2023-01-03,1.0,0,719,719,黄金ETFAU,2020-09-07,20200907,SH,518860
518880.SH,2023-01-03,1.0,0,719,719,黄金ETF,2013-07-29,20130729,SH,518880
518890.SH,2023-01-03,1.0,0,719,719,中银上海金ETF,2020-09-28,20200928,SH,518890
560000.SH,2023-01-03,1.0,0,719,719,智慧电车ETF,2021-09-30,20210930,SH,560000
560010.SH,2023-01-03,1.0,0,719,719,中证1000ETF指数,2022-08-04,20220804,SH,560010
560050.SH,2023-01-03,1.0,0,719,719,MSCI中国A50ETF,2021-11-08,20211108,SH,560050
560060.SH,2023-01-03,1.0,0,719,719,碳中和ETF,2022-07-21,20220721,SH,560060
560080.SH,2023-01-03,1.0,0,719,719,中药ETF,2022-10-17,20221017,SH,560080
560100.SH,2023-01-03,1.0,0,719,719,中证500增强ETF,2022-02-16,20220216,SH,560100
560110.SH,2023-01-03,1.0,0,719,719,中证1000ETF基金,2022-08-08,20220808,SH,560110
560500.SH,2023-01-03,1.0,0,719,719,500质量成长ETF,2021-09-01,20210901,SH,560500
560550.SH,2023-01-03,1.0,0,719,719,碳中和ETF龙头,2022-07-19,20220719,SH,560550
560560.SH,2023-01-03,1.0,0,719,719,碳中和ETF泰康,2021-09-13,20210913,SH,560560
560660.SH,2023-01-03,1.0,0,719,719,云50ETF,2021-08-25,20210825,SH,560660
560680.SH,2023-01-03,1.0,0,719,719,消费ETF龙头,2022-10-31,20221031,SH,560680
560800.SH,2023-01-03,1.0,0,719,719,数字经济ETF,2022-01-07,20220107,SH,560800
560880.SH,2023-01-03,1.0,0,719,719,家电ETF龙头,2022-04-12,20220412,SH,560880
560900.SH,2023-01-03,1.0,0,719,719,创新药企ETF,2022-06-02,20220602,SH,560900
560980.SH,2023-01-03,1.0,0,719,719,光伏ETF龙头,2022-11-29,20221129,SH,560980
560990.SH,2023-01-03,1.0,0,719,719,中金科技先锋ETF,2022-06-27,20220627,SH,560990
561100.SH,2023-01-03,1.0,0,719,719,消费电子ETF富国,2022-02-08,20220208,SH,561100
561120.SH,2023-01-03,1.0,0,719,719,家电ETF,2022-02-15,20220215,SH,561120
561130.SH,2023-01-03,1.0,0,719,719,国货ETF,2021-10-18,20211018,SH,561130
561160.SH,2023-01-03,1.0,0,719,719,锂电池ETF,2022-07-08,20220708,SH,561160
561190.SH,2023-01-03,1.0,0,719,719,双碳ETF,2022-07-19,20220719,SH,561190
561300.SH,2023-01-03,1.0,0,719,719,300增强ETF,2021-12-10,20211210,SH,561300
561310.SH,2023-01-03,1.0,0,719,719,消电ETF,2021-11-25,20211125,SH,561310
561320.SH,2023-01-03,1.0,0,719,719,交运ETF,2022-12-08,20221208,SH,561320
561330.SH,2023-01-03,1.0,0,719,719,矿业ETF,2022-11-01,20221101,SH,561330
561350.SH,2023-01-03,1.0,0,719,719,国泰中证500ETF,2021-09-01,20210901,SH,561350
561500.SH,2023-01-03,1.0,0,719,719,漂亮50ETF,2021-06-28,20210628,SH,561500
561510.SH,2023-01-03,1.0,0,719,719,中药ETF华泰柏瑞,2022-08-04,20220804,SH,561510
561550.SH,2023-01-03,1.0,0,719,719,500增强ETF,2021-12-10,20211210,SH,561550
561560.SH,2023-01-03,1.0,0,719,719,电力ETF,2022-05-16,20220516,SH,561560
561590.SH,2023-01-03,1.0,0,719,719,中证1000增强ETF,2022-12-12,20221212,SH,561590
