code,first_valid_date,coverage,max_consecutive_missing,n_days,n_valid,InstrumentName,OpenDate,OpenDate_raw,ExchangeID,InstrumentID,fail_reason
589500.SH,2025-03-03,0.2767732962447844,520,719,199,,,,,,
589880.SH,2025-02-28,0.27816411682892905,519,719,200,,,,,,
159201.SZ,2025-02-27,0.2795549374130737,518,719,201,,,,,,
159399.SZ,2025-02-27,0.2795549374130737,518,719,201,,,,,,
508084.SH,2025-02-27,0.2795549374130737,518,719,201,,,,,,
508092.SH,2025-02-26,0.2809457579972184,517,719,202,,,,,,
588240.SH,2025-02-25,0.282336578581363,516,719,203,,,,,,
520580.SH,2025-02-20,0.2865090403337969,513,719,206,,,,,,
588960.SH,2025-02-19,0.28789986091794156,512,719,207,,,,,,
163819.SZ,2023-01-03,0.28789986091794156,52,719,207,,,,,,
508087.SH,2025-02-17,0.28929068150208626,510,719,208,,,,,,
159367.SZ,2025-02-14,0.2906815020862309,509,719,209,,,,,,
159383.SZ,2025-02-14,0.29207232267037553,509,719,210,,,,,,
159336.SZ,2025-02-12,0.2948539638386648,507,719,212,,,,,,
159371.SZ,2025-02-12,0.2948539638386648,507,719,212,,,,,,
563860.SH,2025-02-12,0.2948539638386648,507,719,212,,,,,,
159386.SZ,2025-02-11,0.29624478442280944,506,719,213,,,,,,
159373.SZ,2025-02-10,0.29763560500695413,505,719,214,,,,,,
159397.SZ,2025-02-07,0.29902642559109877,504,719,215,,,,,,
511200.SH,2025-02-07,0.29902642559109877,504,719,215,,,,,,
560750.SH,2025-02-07,0.29902642559109877,504,719,215,,,,,,
164606.SZ,2023-01-04,0.29902642559109877,34,719,215,,,,,,
159396.SZ,2025-02-06,0.3004172461752434,503,719,216,,,,,,
159398.SZ,2025-02-06,0.3004172461752434,503,719,216,,,,,,
511190.SH,2025-02-05,0.30180806675938804,502,719,217,,,,,,
159395.SZ,2025-01-27,0.3031988873435327,501,719,218,,,,,,
530800.SH,2025-01-27,0.3031988873435327,501,719,218,,,,,,
588870.SH,2025-01-27,0.3031988873435327,501,719,218,,,,,,
180605.SZ,2025-01-24,0.3031988873435327,500,719,218,,,,,,
508078.SH,2025-01-24,0.3045897079276773,500,719,219,,,,,,
511110.SH,2025-01-24,0.3045897079276773,500,719,219,,,,,,
520550.SH,2025-01-24,0.3045897079276773,500,719,219,,,,,,
530280.SH,2025-01-24,0.3045897079276773,500,719,219,,,,,,
561880.SH,2025-01-24,0.3045897079276773,500,719,219,,,,,,
563210.SH,2025-01-24,0.3045897079276773,500,719,219,,,,,,
588730.SH,2025-01-24,0.3045897079276773,500,719,219,,,,,,
588950.SH,2025-01-24,0.3045897079276773,500,719,219,,,,,,
159379.SZ,2025-01-23,0.30598052851182195,499,719,220,,,,,,
530080.SH,2025-01-23,0.30598052851182195,499,719,220,,,,,,
588760.SH,2025-01-23,0.30598052851182195,499,719,220,,,,,,
511070.SH,2025-01-22,0.30737134909596664,498,719,221,,,,,,
501017.SH,2023-01-13,0.30737134909596664,19,719,221,,,,,,
512080.SH,2025-01-21,0.3087621696801113,497,719,222,,,,,,
159370.SZ,2025-01-20,0.3101529902642559,496,719,223,,,,,,
160617.SZ,2023-02-01,0.31154381084840055,24,719,224,,,,,,
588930.SH,2025-01-14,0.3157162726008345,492,719,227,,,,,,
159376.SZ,2025-01-13,0.31710709318497915,491,719,228,,,,,,
159375.SZ,2025-01-10,0.3184979137691238,490,719,229,,,,,,
159378.SZ,2025-01-10,0.3184979137691238,490,719,229,,,,,,
530300.SH,2025-01-10,0.3184979137691238,490,719,229,,,,,,
588790.SH,2025-01-09,0.3198887343532684,489,719,230,,,,,,
588810.SH,2025-01-09,0.3198887343532684,489,719,230,,,,,,
159323.SZ,2025-01-08,0.32127955493741306,488,719,231,,,,,,
159380.SZ,2025-01-08,0.32127955493741306,488,719,231,,,,,,
530580.SH,2025-01-08,0.32127955493741306,488,719,231,,,,,,
530680.SH,2025-01-08,0.32127955493741306,488,719,231,,,,,,
510040.SH,2025-01-06,0.3240611961057024,486,719,233,,,,,,
511160.SH,2025-01-06,0.3240611961057024,486,719,233,,,,,,
560190.SH,2025-01-06,0.3240611961057024,486,719,233,,,,,,
588820.SH,2025-01-06,0.3240611961057024,486,719,233,,,,,,
160621.SZ,2023-01-03,0.32684283727399166,26,719,235,,,,,,
508012.SH,2024-12-31,0.3282336578581363,483,719,236,,,,,,
520600.SH,2024-12-30,0.32962447844228093,482,719,237,,,,,,
520500.SH,2024-12-27,0.33101529902642557,481,719,238,,,,,,
560380.SH,2024-12-27,0.33101529902642557,481,719,238,,,,,,
161626.SZ,2023-02-02,0.33101529902642557,21,719,238,,,,,,
165311.SZ,2023-01-03,0.33101529902642557,24,719,238,,,,,,
508036.SH,2024-12-26,0.33240611961057026,480,719,239,,,,,,
530180.SH,2024-12-26,0.33240611961057026,480,719,239,,,,,,
588750.SH,2024-12-26,0.33240611961057026,480,719,239,,,,,,
588780.SH,2024-12-26,0.33240611961057026,480,719,239,,,,,,
508048.SH,2024-12-25,0.3337969401947149,479,719,240,,,,,,
159320.SZ,2024-12-24,0.3337969401947149,478,719,240,,,,,,
588230.SH,2024-12-24,0.33518776077885953,478,719,241,,,,,,
561380.SH,2024-12-23,0.33657858136300417,477,719,242,,,,,,
180106.SZ,2024-12-19,0.33936022253129344,475,719,244,,,,,,
166401.SZ,2023-02-06,0.33936022253129344,51,719,244,,,,,,
159363.SZ,2024-12-16,0.3435326842837274,472,719,247,,,,,,
508010.SH,2024-12-11,0.3477051460361613,469,719,250,,,,,,
180402.SZ,2024-12-10,0.3477051460361613,468,719,250,,,,,,
560810.SH,2024-12-09,0.35048678720445064,467,719,252,,,,,,
159356.SZ,2024-12-06,0.3518776077885953,466,719,253,,,,,,
530050.SH,2024-12-04,0.35465924895688455,464,719,255,,,,,,
159355.SZ,2024-12-03,0.3560500695410292,463,719,256,,,,,,
508097.SH,2024-12-03,0.3560500695410292,463,719,256,,,,,,
159359.SZ,2024-12-02,0.3574408901251738,462,719,257,,,,,,
159362.SZ,2024-12-02,0.3574408901251738,462,719,257,,,,,,
512020.SH,2024-12-02,0.3574408901251738,462,719,257,,,,,,
563500.SH,2024-12-02,0.3574408901251738,462,719,257,,,,,,
159358.SZ,2024-11-29,0.3588317107093185,461,719,258,,,,,,
159357.SZ,2024-11-28,0.36022253129346316,460,719,259,,,,,,
159360.SZ,2024-11-28,0.36022253129346316,460,719,259,,,,,,
563880.SH,2024-11-25,0.36439499304589706,457,719,262,,,,,,
161022.SZ,2023-01-03,0.36439499304589706,456,719,262,,,,,,
180203.SZ,2024-11-21,0.3671766342141864,455,719,264,,,,,,
159361.SZ,2024-11-19,0.36995827538247567,453,719,266,,,,,,
563520.SH,2024-11-18,0.3713490959666203,452,719,267,,,,,,
563800.SH,2024-11-18,0.3713490959666203,452,719,267,,,,,,
166105.SZ,2023-01-03,0.3713490959666203,31,719,267,,,,,,
159328.SZ,2024-11-15,0.37273991655076494,451,719,268,,,,,,
512050.SH,2024-11-15,0.37273991655076494,451,719,268,,,,,,
588070.SH,2024-11-14,0.3741307371349096,450,719,269,,,,,,
530880.SH,2024-11-12,0.3769123783031989,448,719,271,,,,,,
163005.SZ,2023-01-09,0.37830319888734354,29,719,272,,,,,,
159312.SZ,2024-11-08,0.3796940194714882,446,719,273,,,,,,
159325.SZ,2024-11-08,0.3796940194714882,446,719,273,,,,,,
180701.SZ,2024-11-08,0.3796940194714882,446,719,273,,,,,,
562970.SH,2024-11-07,0.3810848400556328,445,719,274,,,,,,
159590.SZ,2024-11-06,0.38247566063977745,444,719,275,,,,,,
508003.SH,2024-11-05,0.38386648122392214,443,719,276,,,,,,
508069.SH,2024-11-01,0.3866481223922114,441,719,278,,,,,,
520520.SH,2024-11-01,0.3866481223922114,441,719,278,,,,,,
180303.SZ,2024-10-29,0.3908205841446453,438,719,281,,,,,,
513780.SH,2024-10-25,0.39360222531293465,436,719,283,,,,,,
180502.SZ,2024-10-23,0.3963838664812239,434,719,285,,,,,,
561570.SH,2024-10-17,0.40055632823365783,430,719,288,,,,,,
164902.SZ,2023-01-03,0.40333796940194716,32,719,290,,,,,,
159338.SZ,2024-10-15,0.4047287899860918,428,719,291,,,,,,
159339.SZ,2024-10-15,0.4047287899860918,428,719,291,,,,,,
159351.SZ,2024-10-15,0.4047287899860918,428,719,291,,,,,,
159352.SZ,2024-10-15,0.4047287899860918,428,719,291,,,,,,
159353.SZ,2024-10-15,0.4047287899860918,428,719,291,,,,,,
560510.SH,2024-10-15,0.4047287899860918,428,719,291,,,,,,
560530.SH,2024-10-15,0.4047287899860918,428,719,291,,,,,,
560610.SH,2024-10-15,0.4047287899860918,428,719,291,,,,,,
563220.SH,2024-10-15,0.4047287899860918,428,719,291,,,,,,
563360.SH,2024-10-15,0.4047287899860918,428,719,291,,,,,,
520700.SH,2024-10-14,0.40611961057023643,427,719,292,,,,,,
560620.SH,2024-10-09,0.4102920723226704,424,719,295,,,,,,
159305.SZ,2024-09-27,0.41307371349095967,421,719,297,,,,,,
180105.SZ,2024-09-23,0.4200278164116829,417,719,302,,,,,,
159337.SZ,2024-09-20,0.42141863699582754,416,719,303,,,,,,
180603.SZ,2024-09-20,0.42141863699582754,416,719,303,,,,,,
520890.SH,2024-09-20,0.42141863699582754,416,719,303,,,,,,
560890.SH,2024-09-20,0.42141863699582754,416,719,303,,,,,,
561930.SH,2024-09-20,0.42141863699582754,416,719,303,,,,,,
508022.SH,2024-09-19,0.4228094575799722,415,719,304,,,,,,
161908.SZ,2023-01-03,0.4228094575799722,22,719,304,,,,,,
530000.SH,2024-09-13,0.42559109874826145,413,719,306,,,,,,
159326.SZ,2024-09-09,0.43115438108484005,409,719,310,,,,,,
162215.SZ,2023-01-04,0.4325452016689847,21,719,311,,,,,,
159335.SZ,2024-09-05,0.4339360222531293,407,719,312,,,,,,
159333.SZ,2024-09-03,0.43671766342141866,405,719,314,,,,,,
164210.SZ,2023-01-04,0.43671766342141866,20,719,314,,,,,,
159302.SZ,2024-09-02,0.4381084840055633,404,719,315,,,,,,
162108.SZ,2023-01-05,0.43949930458970793,25,719,316,,,,,,
508005.SH,2024-08-28,0.44089012517385257,401,719,317,,,,,,
162414.SZ,2023-02-15,0.4422809457579972,26,719,318,,,,,,
164105.SZ,2023-01-06,0.4422809457579972,15,719,318,,,,,,
588860.SH,2024-08-23,0.44645340751043117,398,719,321,,,,,,
159569.SZ,2024-08-22,0.4478442280945758,397,719,322,,,,,,
159587.SZ,2024-08-21,0.4478442280945758,396,719,322,,,,,,
165517.SZ,2023-01-03,0.4506258692628651,30,719,324,,,,,,
159330.SZ,2024-08-19,0.4520166898470097,394,719,325,,,,,,
508002.SH,2024-08-16,0.4534075104311544,393,719,326,,,,,,
588990.SH,2024-08-16,0.4534075104311544,393,719,326,,,,,,
166008.SZ,2023-01-03,0.45479833101529904,18,719,327,,,,,,
588830.SH,2024-08-09,0.4603616133518776,388,719,331,,,,,,
159327.SZ,2024-08-05,0.4659248956884562,384,719,335,,,,,,
159331.SZ,2024-08-01,0.46870653685674546,382,719,337,,,,,,
159332.SZ,2024-08-01,0.46870653685674546,382,719,337,,,,,,
162105.SZ,2023-01-05,0.47426981919332406,26,719,341,,,,,,
508015.SH,2024-07-23,0.47844228094575797,375,719,344,,,,,,
159301.SZ,2024-07-22,0.47983310152990266,374,719,345,,,,,,
159329.SZ,2024-07-16,0.47983310152990266,370,719,345,,,,,,
588500.SH,2024-07-19,0.4812239221140473,373,719,346,,,,,,
520830.SH,2024-07-16,0.48400556328233657,370,719,348,,,,,,
159800.SZ,2024-07-12,0.48817802503477054,368,719,351,,,,,,
520660.SH,2024-07-10,0.4909596662030598,366,719,353,,,,,,
520900.SH,2024-07-10,0.4909596662030598,366,719,353,,,,,,
520990.SH,2024-07-10,0.4909596662030598,366,719,353,,,,,,
180302.SZ,2024-07-09,0.49235048678720444,365,719,354,,,,,,
159583.SZ,2024-07-08,0.49235048678720444,364,719,354,,,,,,
160515.SZ,2023-01-09,0.4937413073713491,26,719,355,,,,,,
163003.SZ,2023-01-03,0.4937413073713491,14,719,355,,,,,,
588680.SH,2024-07-05,0.4951321279554937,363,719,356,,,,,,
508089.SH,2024-07-02,0.4993045897079277,360,719,359,,,,,,
164208.SZ,2023-01-03,0.4993045897079277,18,719,359,,,,,,
159552.SZ,2024-06-28,0.5006954102920723,358,719,360,,,,,,
508086.SH,2024-06-28,0.502086230876217,358,719,361,,,,,,
159303.SZ,2024-06-27,0.502086230876217,357,719,361,,,,,,
560360.SH,2024-06-24,0.5076495132127955,354,719,365,,,,,,
161907.SZ,2023-01-03,0.5076495132127955,353,719,365,,,,,,
159318.SZ,2024-06-21,0.5090403337969402,353,719,366,,,,,,
161727.SZ,2023-01-03,0.5090403337969402,24,719,366,,,,,,
159309.SZ,2024-06-18,0.5132127955493742,350,719,369,,,,,,
159558.SZ,2024-06-18,0.5132127955493742,350,719,369,,,,,,
159322.SZ,2024-06-14,0.5146036161335188,348,719,370,,,,,,
159315.SZ,2024-06-14,0.5159944367176634,348,719,371,,,,,,
160642.SZ,2023-01-03,0.5159944367176634,22,719,371,,,,,,
159533.SZ,2024-06-07,0.5187760778859527,344,719,373,,,,,,
159542.SZ,2024-06-07,0.5201668984700973,344,719,374,,,,,,
159578.SZ,2024-06-07,0.5201668984700973,344,719,374,,,,,,
167501.SZ,2023-01-05,0.5201668984700973,14,719,374,,,,,,
563090.SH,2024-06-06,0.5229485396383866,343,719,376,,,,,,
501061.SH,2023-01-04,0.5229485396383866,21,719,376,,,,,,
159300.SZ,2024-06-05,0.5243393602225312,342,719,377,,,,,,
159321.SZ,2024-05-27,0.5257301808066759,335,719,378,,,,,,
159588.SZ,2024-05-31,0.5285118219749653,339,719,380,,,,,,
161232.SZ,2023-01-03,0.5285118219749653,15,719,380,,,,,,
164814.SZ,2023-01-03,0.5285118219749653,13,719,380,,,,,,
563150.SH,2024-05-30,0.5299026425591099,338,719,381,,,,,,
159597.SZ,2024-05-27,0.5340751043115438,335,719,384,,,,,,
159557.SZ,2024-05-22,0.5382475660639777,332,719,387,,,,,,
588450.SH,2024-05-22,0.5382475660639777,332,719,387,,,,,,
159528.SZ,2024-05-20,0.5396383866481224,330,719,388,,,,,,
159525.SZ,2024-05-20,0.541029207232267,330,719,389,,,,,,
513820.SH,2024-05-16,0.5438108484005564,328,719,391,,,,,,
510720.SH,2024-05-15,0.545201668984701,327,719,392,,,,,,
159306.SZ,2024-05-14,0.545201668984701,326,719,392,,,,,,
562700.SH,2024-05-14,0.5465924895688457,326,719,393,,,,,,
563180.SH,2024-05-14,0.5465924895688457,326,719,393,,,,,,
167003.SZ,2023-01-16,0.5465924895688457,23,719,393,,,,,,
510950.SH,2024-05-10,0.5493741307371349,324,719,395,,,,,,
159561.SZ,2024-04-30,0.5493741307371349,319,719,395,,,,,,
562340.SH,2024-05-08,0.5507649513212796,322,719,396,,,,,,
159599.SZ,2024-05-08,0.5521557719054242,322,719,397,,,,,,
517400.SH,2024-05-08,0.5521557719054242,322,719,397,,,,,,
165509.SZ,2023-01-03,0.5535465924895688,11,719,398,,,,,,
159310.SZ,2024-04-30,0.5563282336578581,319,719,400,,,,,,
180602.SZ,2024-04-30,0.5563282336578581,319,719,400,,,,,,
562570.SH,2024-04-30,0.5563282336578581,319,719,400,,,,,,
561760.SH,2024-04-29,0.5577190542420027,318,719,401,,,,,,
160722.SZ,2023-01-04,0.5591098748261474,21,719,402,,,,,,
159307.SZ,2024-04-25,0.5605006954102921,316,719,403,,,,,,
159526.SZ,2024-04-24,0.5618915159944368,315,719,404,,,,,,
588890.SH,2024-04-23,0.5632823365785814,314,719,405,,,,,,
513210.SH,2024-04-22,0.564673157162726,313,719,406,,,,,,
560690.SH,2024-04-22,0.564673157162726,313,719,406,,,,,,
562820.SH,2024-04-22,0.564673157162726,313,719,406,,,,,,
513170.SH,2024-04-19,0.5660639777468707,312,719,407,,,,,,
560520.SH,2024-04-18,0.5660639777468707,311,719,407,,,,,,
161505.SZ,2023-01-05,0.5674547983310153,31,719,408,,,,,,
159553.SZ,2024-04-15,0.56884561891516,308,719,409,,,,,,
563280.SH,2024-04-12,0.56884561891516,307,719,409,,,,,,
159582.SZ,2024-04-16,0.5702364394993046,309,719,410,,,,,,
161233.SZ,2023-01-06,0.5702364394993046,15,719,410,,,,,,
159545.SZ,2024-04-15,0.5716272600834492,308,719,411,,,,,,
560850.SH,2024-04-15,0.5716272600834492,308,719,411,,,,,,
562560.SH,2024-04-12,0.5730180806675939,307,719,412,,,,,,
560150.SH,2024-04-08,0.5785813630041725,303,719,416,,,,,,
508033.SH,2024-03-29,0.5841446453407511,299,719,420,,,,,,
508026.SH,2024-03-28,0.5855354659248957,298,719,421,,,,,,
511130.SH,2024-03-28,0.5855354659248957,298,719,421,,,,,,
159589.SZ,2024-03-26,0.5869262865090403,296,719,422,,,,,,
562580.SH,2024-03-26,0.588317107093185,296,719,423,,,,,,
160220.SZ,2023-01-04,0.5897079276773296,28,719,424,,,,,,
161722.SZ,2023-01-03,0.5938803894297635,18,719,427,,,,,,
159586.SZ,2024-03-15,0.5952712100139083,289,719,428,,,,,,
159591.SZ,2024-03-18,0.5966620305980529,290,719,429,,,,,,
159592.SZ,2024-03-18,0.5966620305980529,290,719,429,,,,,,
159595.SZ,2024-03-18,0.5966620305980529,290,719,429,,,,,,
159596.SZ,2024-03-18,0.5966620305980529,290,719,429,,,,,,
561230.SH,2024-03-18,0.5966620305980529,290,719,429,,,,,,
562890.SH,2024-03-18,0.5966620305980529,290,719,429,,,,,,
563080.SH,2024-03-18,0.5966620305980529,290,719,429,,,,,,
563350.SH,2024-03-18,0.5966620305980529,290,719,429,,,,,,
159581.SZ,2024-03-15,0.5980528511821975,289,719,430,,,,,,
180601.SZ,2024-03-14,0.5994436717663422,288,719,431,,,,,,
508011.SH,2024-03-12,0.6008344923504868,286,719,432,,,,,,
159593.SZ,2024-03-12,0.6022253129346314,286,719,433,,,,,,
508017.SH,2024-03-12,0.6022253129346314,286,719,433,,,,,,
560350.SH,2024-03-12,0.6022253129346314,286,719,433,,,,,,
501028.SH,2023-01-03,0.6022253129346314,12,719,433,,,,,,
513910.SH,2024-03-04,0.6105702364394993,280,719,439,,,,,,
159568.SZ,2024-02-27,0.6161335187760779,276,719,443,,,,,,
161216.SZ,2023-01-03,0.6161335187760779,11,719,443,,,,,,
159565.SZ,2024-02-26,0.6175243393602226,275,719,444,,,,,,
159563.SZ,2024-02-23,0.6175243393602226,274,719,444,,,,,,
159577.SZ,2024-02-23,0.6189151599443672,274,719,445,,,,,,
160622.SZ,2023-01-03,0.6189151599443672,8,719,445,,,,,,
159547.SZ,2024-02-06,0.6244784422809457,267,719,449,,,,,,
159566.SZ,2024-02-08,0.6258692628650904,269,719,450,,,,,,
159529.SZ,2024-02-02,0.6258692628650904,265,719,450,,,,,,
159527.SZ,2024-02-01,0.6300417246175244,264,719,453,,,,,,
513400.SH,2024-02-02,0.631432545201669,265,719,454,,,,,,
511910.SH,2023-01-03,0.6328233657858137,13,719,455,,,,,,
162307.SZ,2023-01-03,0.6356050069541029,17,719,457,,,,,,
561200.SH,2024-01-05,0.6411682892906815,245,719,461,,,,,,
162721.SZ,2023-01-03,0.6425591098748261,11,719,462,,,,,,
159562.SZ,2024-01-22,0.6439499304589708,256,719,463,,,,,,
159570.SZ,2024-01-22,0.6439499304589708,256,719,463,,,,,,
511970.SH,2023-01-05,0.6439499304589708,15,719,463,,,,,,
159530.SZ,2024-01-18,0.6467315716272601,254,719,465,,,,,,
163907.SZ,2023-01-04,0.650904033379694,12,719,468,,,,,,
508031.SH,2024-01-12,0.6522948539638387,250,719,469,,,,,,
159567.SZ,2024-01-11,0.6536856745479833,249,719,470,,,,,,
159502.SZ,2024-01-10,0.655076495132128,248,719,471,,,,,,
159556.SZ,2024-01-10,0.655076495132128,248,719,471,,,,,,
161219.SZ,2023-01-06,0.655076495132128,8,719,471,,,,,,
160526.SZ,2023-01-03,0.655076495132128,16,719,471,,,,,,
161015.SZ,2023-01-03,0.6578581363004172,10,719,473,,,,,,
513920.SH,2024-01-05,0.6592489568845619,245,719,474,,,,,,
588700.SH,2024-01-05,0.6592489568845619,245,719,474,,,,,,
164808.SZ,2023-01-04,0.6592489568845619,8,719,474,,,,,,
159575.SZ,2024-01-02,0.6606397774687065,242,719,475,,,,,,
159576.SZ,2024-01-03,0.6620305980528511,243,719,476,,,,,,
159571.SZ,2024-01-02,0.6634214186369958,242,719,477,,,,,,
169201.SZ,2023-01-03,0.6634214186369958,19,719,477,,,,,,
161225.SZ,2023-01-03,0.6648122392211405,11,719,478,,,,,,
562060.SH,2023-12-28,0.6662030598052852,240,719,479,,,,,,
159572.SZ,2023-12-25,0.6703755215577191,237,719,482,,,,,,
159573.SZ,2023-12-25,0.6703755215577191,237,719,482,,,,,,
511100.SH,2023-12-25,0.6703755215577191,237,719,482,,,,,,
501053.SH,2023-01-05,0.674547983310153,10,719,485,,,,,,
560300.SH,2023-12-18,0.6773296244784422,232,719,487,,,,,,
588900.SH,2023-12-18,0.6773296244784422,232,719,487,,,,,,
563020.SH,2023-12-14,0.6801112656467315,230,719,489,,,,,,
159555.SZ,2023-12-12,0.6828929068150209,228,719,491,,,,,,
159559.SZ,2023-12-12,0.6828929068150209,228,719,491,,,,,,
560780.SH,2023-12-12,0.6828929068150209,228,719,491,,,,,,
159150.SZ,2023-12-11,0.6842837273991655,227,719,492,,,,,,
159350.SZ,2023-12-11,0.6842837273991655,227,719,492,,,,,,
159549.SZ,2023-12-11,0.6842837273991655,227,719,492,,,,,,
561010.SH,2023-12-11,0.6842837273991655,227,719,492,,,,,,
562600.SH,2023-12-11,0.6842837273991655,227,719,492,,,,,,
513630.SH,2023-12-08,0.6856745479833102,226,719,493,,,,,,
166009.SZ,2023-01-03,0.6856745479833102,10,719,493,,,,,,
166107.SZ,2023-01-03,0.6856745479833102,15,719,493,,,,,,
159505.SZ,2023-12-04,0.6884561891515995,222,719,495,,,,,,
159661.SZ,2023-12-01,0.6912378303198887,221,719,497,,,,,,
510980.SH,2023-12-01,0.6926286509040334,221,719,498,,,,,,
513730.SH,2023-12-01,0.6926286509040334,221,719,498,,,,,,
160324.SZ,2023-01-04,0.694019471488178,16,719,499,,,,,,
513350.SH,2023-11-28,0.6954102920723226,218,719,500,,,,,,
164703.SZ,2023-01-03,0.6954102920723226,9,719,500,,,,,,
513750.SH,2023-11-27,0.6981919332406119,217,719,502,,,,,,
501222.SH,2023-02-01,0.6981919332406119,16,719,502,,,,,,
501051.SH,2023-01-05,0.6995827538247567,12,719,503,,,,,,
159543.SZ,2023-11-20,0.7051460361613352,212,719,507,,,,,,
159560.SZ,2023-11-20,0.7051460361613352,212,719,507,,,,,,
162712.SZ,2023-01-16,0.7051460361613352,13,719,507,,,,,,
513850.SH,2023-11-17,0.7065368567454798,211,719,508,,,,,,
159518.SZ,2023-11-15,0.7065368567454798,209,719,508,,,,,,
159551.SZ,2023-11-16,0.7079276773296245,210,719,509,,,,,,
588210.SH,2023-11-16,0.7079276773296245,210,719,509,,,,,,
588800.SH,2023-11-16,0.7079276773296245,210,719,509,,,,,,
588880.SH,2023-11-16,0.7079276773296245,210,719,509,,,,,,
160806.SZ,2023-01-03,0.7079276773296245,8,719,509,,,,,,
161038.SZ,2023-01-04,0.7093184979137691,10,719,510,,,,,,
160618.SZ,2023-01-03,0.7107093184979137,12,719,511,,,,,,
163821.SZ,2023-01-05,0.7121001390820584,17,719,512,,,,,,
561780.SH,2023-11-10,0.713490959666203,206,719,513,,,,,,
563330.SH,2023-11-07,0.717663421418637,203,719,516,,,,,,
513870.SH,2023-11-02,0.721835883171071,200,719,519,,,,,,
517520.SH,2023-11-01,0.7232267037552156,199,719,520,,,,,,
159520.SZ,2023-10-31,0.7246175243393602,198,719,521,,,,,,
159541.SZ,2023-10-31,0.7246175243393602,198,719,521,,,,,,
561360.SH,2023-10-31,0.7246175243393602,198,719,521,,,,,,
560280.SH,2023-10-30,0.7260083449235049,197,719,522,,,,,,
508007.SH,2023-10-27,0.7273991655076495,196,719,523,,,,,,
159546.SZ,2023-10-20,0.7343532684283728,191,719,528,,,,,,
165512.SZ,2023-01-03,0.7357440890125174,13,719,529,,,,,,
562590.SH,2023-10-18,0.7371349095966621,189,719,530,,,,,,
563200.SH,2023-10-18,0.7371349095966621,189,719,530,,,,,,
167302.SZ,2023-01-03,0.7371349095966621,9,719,530,,,,,,
560020.SH,2023-10-16,0.7399165507649513,187,719,532,,,,,,
161019.SZ,2023-01-04,0.7399165507649513,8,719,532,,,,,,
501211.SH,2023-01-04,0.741307371349096,9,719,533,,,,,,
562030.SH,2023-10-12,0.7426981919332406,185,719,534,,,,,,
513190.SH,2023-10-11,0.7440890125173852,184,719,535,,,,,,
159537.SZ,2023-10-10,0.7440890125173852,183,719,535,,,,,,
159539.SZ,2023-09-28,0.7454798331015299,181,719,536,,,,,,
164509.SZ,2023-01-04,0.7454798331015299,6,719,536,,,,,,
511770.SH,2023-01-03,0.7454798331015299,8,719,536,,,,,,
159540.SZ,2023-09-28,0.7482614742698191,181,719,538,,,,,,
161614.SZ,2023-01-03,0.7482614742698191,6,719,538,,,,,,
560590.SH,2023-09-25,0.7510431154381085,178,719,540,,,,,,
159538.SZ,2023-09-22,0.7524339360222532,177,719,541,,,,,,
159535.SZ,2023-09-22,0.7538247566063978,177,719,542,,,,,,
561280.SH,2023-09-22,0.7538247566063978,177,719,542,,,,,,
159532.SZ,2023-09-21,0.7552155771905424,176,719,543,,,,,,
159536.SZ,2023-09-21,0.7552155771905424,176,719,543,,,,,,
561060.SH,2023-09-21,0.7552155771905424,176,719,543,,,,,,
561370.SH,2023-09-21,0.7552155771905424,176,719,543,,,,,,
160518.SZ,2023-01-03,0.7552155771905424,9,719,543,,,,,,
159523.SZ,2023-09-19,0.7579972183588317,174,719,545,,,,,,
159531.SZ,2023-09-18,0.7593880389429764,173,719,546,,,,,,
560220.SH,2023-09-18,0.7593880389429764,173,719,546,,,,,,
560260.SH,2023-09-15,0.760778859527121,172,719,547,,,,,,
588030.SH,2023-09-15,0.760778859527121,172,719,547,,,,,,
588120.SH,2023-09-15,0.760778859527121,172,719,547,,,,,,
588190.SH,2023-09-15,0.760778859527121,172,719,547,,,,,,
588220.SH,2023-09-15,0.760778859527121,172,719,547,,,,,,
562660.SH,2023-09-14,0.7621696801112656,171,719,548,,,,,,
563300.SH,2023-09-14,0.7621696801112656,171,719,548,,,,,,
168104.SZ,2023-01-03,0.7621696801112656,6,719,548,,,,,,
166016.SZ,2023-01-06,0.7649513212795549,13,719,550,,,,,,
159521.SZ,2023-09-07,0.7677329624478443,166,719,552,,,,,,
159517.SZ,2023-09-05,0.7691237830319889,164,719,553,,,,,,
159515.SZ,2023-09-06,0.7705146036161336,165,719,554,,,,,,
165508.SZ,2023-01-05,0.7732962447844228,10,719,556,,,,,,
513810.SH,2023-09-01,0.7746870653685675,162,719,557,,,,,,
561980.SH,2023-09-01,0.7746870653685675,162,719,557,,,,,,
162216.SZ,2023-01-04,0.7746870653685675,5,719,557,,,,,,
168101.SZ,2023-01-04,0.7746870653685675,12,719,557,,,,,,
159519.SZ,2023-08-31,0.7760778859527121,161,719,558,,,,,,
588020.SH,2023-08-31,0.7760778859527121,161,719,558,,,,,,
588110.SH,2023-08-31,0.7760778859527121,161,719,558,,,,,,
511950.SH,2023-01-04,0.7760778859527121,14,719,558,,,,,,
160512.SZ,2023-01-03,0.780250347705146,9,719,561,,,,,,
511960.SH,2023-01-03,0.780250347705146,10,719,561,,,,,,
159696.SZ,2023-08-25,0.7816411682892906,157,719,562,,,,,,
501097.SH,2023-01-03,0.7816411682892906,8,719,562,,,,,,
