code,select_time,trade_time,behave,strategy_name,date
159866.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
159890.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
159909.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
159931.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
159940.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
159993.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
160625.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
161127.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
162415.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
167301.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
180102.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
180202.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
180501.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
508018.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
508027.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
508066.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
510230.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
510650.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
512070.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
512640.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
512930.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
513520.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
515070.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
515260.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
515320.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
515630.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
515860.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
516260.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
516630.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
508068.SH,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
161121.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
159933.SZ,2024-03-14,2024-03-15,PASS,etf_weekly_pullback,20240314
