code,select_time,trade_time,behave,strategy_name,date
159770.SZ,2024-12-30,2025-01-03,PASS,etf_weekly_pullback,20241230
159819.SZ,2024-12-30,2025-01-03,PASS,etf_weekly_pullback,20241230
512930.SH,2024-12-30,2025-01-03,PASS,etf_weekly_pullback,20241230
515070.SH,2024-12-30,2025-01-03,PASS,etf_weekly_pullback,20241230
515980.SH,2024-12-30,2025-01-03,PASS,etf_weekly_pullback,20241230
517800.SH,2024-12-30,2025-01-03,PASS,etf_weekly_pullback,20241230
562360.SH,2024-12-30,2025-01-03,PASS,etf_weekly_pullback,20241230
562500.SH,2024-12-30,2025-01-03,PASS,etf_weekly_pullback,20241230
562520.SH,2024-12-30,2025-01-03,PASS,etf_weekly_pullback,20241230
161030.SZ,2024-12-30,2025-01-03,PASS,etf_weekly_pullback,20241230
159907.SZ,2024-12-30,2025-01-03,PASS,etf_weekly_pullback,20241230
