code,select_time,trade_time,behave,strategy_name,date
159601.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159602.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159726.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159740.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159742.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159747.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159822.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159850.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159887.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159920.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159923.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159930.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159931.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159940.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159945.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159954.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159959.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159965.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
160219.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
160631.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
160717.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
160924.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
161125.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
161831.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
162720.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
163402.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
163412.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
168204.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
501021.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
501025.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
501077.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
501207.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
501208.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
506000.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
506002.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
506003.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
506006.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510020.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510030.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510050.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510060.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510230.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510270.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510310.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510600.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510650.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510850.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510880.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510900.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510990.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
512070.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
512090.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
512150.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
512530.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
512550.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
512640.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
512700.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
512730.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
512750.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
512800.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
512890.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
512930.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513010.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513050.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513060.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513130.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513160.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513260.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513310.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513380.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513550.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513580.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513600.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513890.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513900.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
513990.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
515000.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
515020.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
515080.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
515150.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
515180.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
515200.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
515290.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
515300.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
515450.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
515890.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
515980.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
516210.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
516310.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
516600.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
516930.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
517090.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
517180.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
517900.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
560050.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
561500.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
561990.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
563000.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
588100.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
588200.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
588260.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
588280.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
588290.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
588310.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
588350.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159719.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159723.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159750.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
161812.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
161914.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
501302.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159896.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
160322.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
160607.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
164705.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
501080.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
560650.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
588460.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
501059.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
161121.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
501062.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159895.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
160644.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
160919.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
501081.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
501085.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510190.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
501075.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
516720.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
160926.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
165521.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
169104.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
159933.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
510010.SH,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
160106.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
160314.SZ,2024-10-31,2024-11-01,PASS,etf_weekly_pullback,20241031
