code,select_time,trade_time,behave,strategy_name,date
159608.SZ,2024-12-05,2024-12-06,PASS,etf_weekly_pullback,20241205
159755.SZ,2024-12-05,2024-12-06,PASS,etf_weekly_pullback,20241205
159806.SZ,2024-12-05,2024-12-06,PASS,etf_weekly_pullback,20241205
159840.SZ,2024-12-05,2024-12-06,PASS,etf_weekly_pullback,20241205
161028.SZ,2024-12-05,2024-12-06,PASS,etf_weekly_pullback,20241205
162411.SZ,2024-12-05,2024-12-06,PASS,etf_weekly_pullback,20241205
162719.SZ,2024-12-05,2024-12-06,PASS,etf_weekly_pullback,20241205
163208.SZ,2024-12-05,2024-12-06,PASS,etf_weekly_pullback,20241205
560000.SH,2024-12-05,2024-12-06,PASS,etf_weekly_pullback,20241205
562800.SH,2024-12-05,2024-12-06,PASS,etf_weekly_pullback,20241205
