code,select_time,trade_time,behave,strategy_name,date
159609.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159631.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159632.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159708.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159709.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159732.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159739.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159773.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159778.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159779.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159786.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159811.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159863.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159889.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159890.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159909.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159936.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159941.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159959.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159965.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159974.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159975.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159994.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
160222.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
161130.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
161631.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
161912.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
162605.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
163402.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
163412.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
163418.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
165516.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
501078.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
501083.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
501089.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
501095.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
501205.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
501207.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
506006.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
510810.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
512220.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
512330.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
512520.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
512910.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
512950.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
512960.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
515050.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
515600.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
515680.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
515770.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
515860.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
515900.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
515910.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
515920.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
516260.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
516330.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
516510.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
516630.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
516700.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
517030.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
517660.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
517770.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
560660.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
561100.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
561130.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
561310.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
561320.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
561600.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
562950.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159630.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159701.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159793.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159862.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
161812.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
166001.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
506008.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
513360.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
515090.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
561180.SH,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
159777.SZ,2024-11-21,2024-11-22,PASS,etf_weekly_pullback,20241121
