code,select_time,trade_time,behave,strategy_name,date
159812.SZ,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
159830.SZ,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
159831.SZ,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
159834.SZ,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
159934.SZ,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
159937.SZ,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
161810.SZ,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
518600.SH,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
518660.SH,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
518680.SH,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
518800.SH,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
518850.SH,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
518860.SH,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
518880.SH,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
518890.SH,2024-11-14,2024-11-15,PASS,etf_weekly_pullback,20241114
