code,select_time,trade_time,behave,strategy_name,date
159605.SZ,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
159607.SZ,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
159747.SZ,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
159748.SZ,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
159930.SZ,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
159945.SZ,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
164906.SZ,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
510270.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
510600.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
510680.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
510710.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
510800.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
512150.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
512290.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
513050.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
513220.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
513330.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
513900.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
515180.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
517180.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
517990.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
159627.SZ,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
159750.SZ,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
510100.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
160607.SZ,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
160125.SZ,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
510010.SH,2024-10-24,2024-10-25,PASS,etf_weekly_pullback,20241024
