n_all,n_ok,win_rate,mean_ret,median_ret,p10,p25,p75,p90,min_ret,max_ret
1,1,1.0,0.02080808080808083,0.02080808080808083,0.02080808080808083,0.02080808080808083,0.02080808080808083,0.02080808080808083,0.02080808080808083,0.02080808080808083
