code,select_td,buy_td,sell_td,buy_open,sell_close,gross_ret,net_ret,behave,last_avail
161128.SZ,2025-01-16,2025-01-17,2025-01-24,4.95,5.053,0.02080808080808083,0.02080808080808083,TRADE_OK,2025-12-23
