datetime,limit_up_count,limit_down_count,limit_up_ratio,limit_down_ratio,avg_pct_change
2017-01-26,23,4,0.008002783576896311,0.0013917884481558804,0.007005928848653167
2017-02-03,26,6,0.009046624913013222,0.0020876826722338203,-0.0022387006390469687
2017-02-06,46,0,0.015994436717663423,0.0,0.01367979579270968
2017-02-07,35,2,0.012156998957971519,0.0006946856547412296,0.001627507313242196
2017-02-08,43,0,0.014909847434119279,0.0,0.00946369735922263
2017-02-09,44,1,0.015240734326290266,0.00034638032559750607,0.008865257987702591
2017-02-10,47,7,0.016274238227146815,0.0024238227146814403,-0.001319504911045668
2017-02-13,40,1,0.013826477704804701,0.0003456619426201175,0.008932602552458063
2017-02-14,35,0,0.012093987560469938,0.0,0.0011958118166787565
2017-02-15,36,1,0.012422360248447204,0.0003450655624568668,-0.006413205950294239
2017-02-16,47,2,0.01621808143547274,0.0006901311249137336,0.007257393671113642
2017-02-17,30,9,0.010348395998620214,0.003104518799586064,-0.00874221267330252
2017-02-20,32,5,0.011026878015161957,0.0017229496898690559,0.007643285696845152
2017-02-21,37,2,0.012745435756114365,0.0006889424733034792,0.010846733255504719
2017-02-22,40,0,0.013769363166953529,0.0,0.004912848699122419
2017-02-23,41,3,0.014113597246127367,0.0010327022375215145,0.0015526063710349222
2017-02-24,26,2,0.008950086058519793,0.0006884681583476765,0.005020272878312716
2017-02-27,21,5,0.007228915662650603,0.0017211703958691911,-0.006232089301439707
2017-02-28,29,4,0.009979353062629044,0.0013764624913971094,0.005503349323120308
2017-03-01,28,4,0.009631922944616443,0.0013759889920880633,0.0031628438578222558
2017-03-02,21,3,0.007221458046767538,0.0010316368638239339,-0.004885371297675799
2017-03-03,17,4,0.005845942228335626,0.001375515818431912,0.0020784394373442793
2017-03-06,25,1,0.008585164835164836,0.00034340659340659343,0.012770902925607265
2017-03-07,27,0,0.009265614275909403,0.0,0.0041713426935704465
2017-03-08,20,3,0.00686106346483705,0.0010291595197255575,-0.002824928261035502
2017-03-09,18,4,0.0061749571183533445,0.0013722126929674098,-0.006825105751865184
2017-03-10,21,2,0.007194244604316547,0.0006851661527920521,0.0008968290021625777
2017-03-13,21,2,0.00718931872646354,0.0006846970215679561,0.008711504891031532
2017-03-14,28,2,0.009575923392612859,0.0006839945280437756,-0.0005091361524455475
2017-03-15,28,2,0.009569377990430622,0.000683526999316473,-2.3843432069977668e-05
2017-03-16,38,1,0.012982576016399043,0.00034164673727365904,0.012584246879180623
2017-03-17,24,3,0.008188331627430911,0.0010235414534288639,-0.007997762564651097
2017-03-20,26,6,0.008864643709512444,0.002045687009887487,0.005823977935155882
2017-03-21,33,1,0.011239782016348773,0.0003405994550408719,0.0036967082297930374
2017-03-22,34,2,0.011580381471389645,0.0006811989100817438,-0.0033567950817778064
2017-03-23,36,2,0.012253233492171545,0.0006807351940095302,0.0006587332241270724
2017-03-24,37,4,0.01257647858599592,0.0013596193065941536,0.004370592176580852
2017-03-27,33,4,0.011213047910295617,0.0013591573224600749,-0.0014161849600068006
2017-03-28,32,4,0.010865874363327675,0.0013582342954159593,-0.0034206313468208905
2017-03-29,35,11,0.01188051595383571,0.00373387644263408,-0.009775030098619533
2017-03-30,27,31,0.009158751696065129,0.01051560379918589,-0.021526487441815227
2017-03-31,26,24,0.00881057268722467,0.008132836326668925,0.0012269477961891167
2017-04-05,90,3,0.03048780487804878,0.0010162601626016261,0.02048904813140786
2017-04-06,58,3,0.019627749576988155,0.0010152284263959391,0.004670595895153848
2017-04-07,45,7,0.015218126479540075,0.0023672641190395673,-0.0010889560824976867
2017-04-10,54,34,0.018249408583981074,0.011490368367691788,-0.01355202784815584
2017-04-11,63,8,0.021283783783783785,0.002702702702702703,0.009581262646859937
2017-04-12,50,34,0.016869095816464237,0.011470985155195682,-0.009470158253356788
2017-04-13,36,9,0.012133468149646108,0.003033367037411527,0.003671256640304594
2017-04-14,18,11,0.006062647356012125,0.00370495116200741,-0.014449141550857126
2017-04-17,17,95,0.00572197913160552,0.03197576573544261,-0.01930417383351119
2017-04-18,16,38,0.005379959650302623,0.012777404169468728,-0.010975226700627234
2017-04-19,24,36,0.008069939475453935,0.0121049092131809,-0.009509408929328047
2017-04-20,18,16,0.006048387096774193,0.005376344086021506,-0.005220140521081612
2017-04-21,20,26,0.006709158000670915,0.00872190540087219,-0.004575931675874984
2017-04-24,14,74,0.004696410600469641,0.024823884602482388,-0.029150062650851363
2017-04-25,30,11,0.010053619302949061,0.003686327077747989,0.004516537656894101
2017-04-26,37,11,0.012387010378305993,0.0036826247070639436,0.003556475677686247
2017-04-27,37,15,0.012378721980595517,0.005018400802944129,0.00857398467065903
2017-04-28,34,17,0.011375041820006692,0.005687520910003346,0.004936471768774203
2017-05-02,35,14,0.011705685618729096,0.0046822742474916385,0.0005336387534368518
2017-05-03,39,14,0.013026052104208416,0.004676018704074816,0.0007148478082953118
2017-05-04,31,6,0.010350584307178631,0.002003338898163606,-0.00347485713325843
2017-05-05,17,17,0.005670446964643095,0.005670446964643095,-0.013044513141197917
2017-05-08,14,46,0.004669779853235491,0.015343562374916611,-0.019912318154057685
2017-05-09,19,18,0.006331222925691436,0.005998000666444518,0.007833188580756134
2017-05-10,19,39,0.006327006327006327,0.012987012987012988,-0.01937943999839182
2017-05-11,25,33,0.0083166999334664,0.010978043912175649,-0.006085039547406164
2017-05-12,31,18,0.010309278350515464,0.005986032590621883,-0.0014852739620563635
2017-05-15,35,9,0.011627906976744186,0.002990033222591362,0.002879785716778104
2017-05-16,49,9,0.016262860935944243,0.002987056090275473,0.021127829554496966
2017-05-17,36,6,0.011940298507462687,0.001990049751243781,0.004128917866493714
2017-05-18,26,30,0.008623548922056384,0.009950248756218905,-0.007361262225789544
2017-05-19,27,22,0.008943358728055647,0.00728718118582312,-0.00337190234590224
2017-05-22,18,53,0.005960264900662252,0.017549668874172187,-0.023201476407477942
2017-05-23,11,97,0.003639973527465255,0.03209794837855725,-0.03273329606683791
2017-05-24,24,29,0.007939133311280185,0.00959311941779689,0.005280617816821512
2017-05-25,26,33,0.00859504132231405,0.01090909090909091,0.005225198222079297
2017-05-26,34,26,0.011235955056179775,0.008592200925313946,-0.0005003827264886113
2017-05-31,23,14,0.007598282127518996,0.004625041295011563,-0.002044990545275019
2017-06-01,13,78,0.004291845493562232,0.02575107296137339,-0.02977636227670367
2017-06-02,36,14,0.011873350923482849,0.004617414248021108,0.012294586081516123
2017-06-05,27,9,0.008902077151335312,0.002967359050445104,0.007981054510951564
