code_key,code,Close,Vol_Ratio,Pattern,select_time,symbol,sector_code_name,industry_name,strategy_name,date
300081,300081.SZ,5.98,1.09,1板2调,2025-12-11,恒信东方,信息技术,专业技术服务业,n_pattern_rebound,20251212
603698,603698.SH,23.23,0.93,1板3调,2025-12-11,航天工程,工业,专业技术服务业,n_pattern_rebound,20251212
600184,600184.SH,21.490000000000002,3.18,1板1调,2025-12-11,光电股份,工业,专用设备制造业,n_pattern_rebound,20251212
603095,603095.SH,15.55,3.11,1板1调,2025-12-11,越剑智能,工业,专用设备制造业,n_pattern_rebound,20251212
300056,300056.SZ,10.04,1.73,1板2调,2025-12-11,中创环保,工业,专用设备制造业,n_pattern_rebound,20251212
600855,600855.SH,18.49,0.81,1板2调,2025-12-11,航天长峰,工业,专用设备制造业,n_pattern_rebound,20251212
601908,601908.SH,3.9499999999999997,1.43,1板2调,2025-12-11,京运通,信息技术,专用设备制造业,n_pattern_rebound,20251212
002164,002164.SZ,16.93,0.94,1板3调,2025-12-11,宁波东力,工业,专用设备制造业,n_pattern_rebound,20251212
603686,603686.SH,27.42,0.95,1板3调,2025-12-11,福龙马,工业,专用设备制造业,n_pattern_rebound,20251212
002995,002995.SZ,17.8,1.05,1板2调,2025-12-11,天地在线,电信服务,互联网和相关服务,n_pattern_rebound,20251212
002492,002492.SZ,8.100000000000001,0.78,1板3调,2025-12-11,恒基达鑫,工业,仓储业,n_pattern_rebound,20251212
000567,000567.SZ,6.819999999999999,1.65,1板1调,2025-12-11,海德股份,房地产,其他金融业,n_pattern_rebound,20251212
300189,300189.SZ,6.7,1.72,1板1调,2025-12-11,神农种业,必需消费品,农业,n_pattern_rebound,20251212
000505,000505.SZ,8.540000000000001,2.78,1板1调,2025-12-11,京粮控股,房地产,农副食品加工业,n_pattern_rebound,20251212
603681,603681.SH,20.64,2.55,1板1调,2025-12-11,永冠新材,原材料,化学原料和化学制品制造业,n_pattern_rebound,20251212
000936,000936.SZ,8.17,8.02,1板1调,2025-12-11,华西股份,原材料,化学纤维制造业,n_pattern_rebound,20251212
600200,600200.SH,0.45,1.38,1板1调,2025-12-11,江苏吴中,工业,医药制造业,n_pattern_rebound,20251212
000953,000953.SZ,8.0,1.13,1板2调,2025-12-11,河化股份,医疗保健,医药制造业,n_pattern_rebound,20251212
605168,605168.SH,34.629999999999995,0.69,1板3调,2025-12-11,三人行,电信服务,商务服务业,n_pattern_rebound,20251212
001267,001267.SZ,22.43,1.43,1板3调,2025-12-11,汇绿生态,工业,土木工程建筑业,n_pattern_rebound,20251212
603316,603316.SH,14.99,0.78,1板3调,2025-12-11,诚邦股份,工业,土木工程建筑业,n_pattern_rebound,20251212
002853,002853.SZ,16.24,0.0,1板3调,2025-12-11,皮阿诺,非必须消费品,家具制造业,n_pattern_rebound,20251212
603898,603898.SH,14.440000000000001,0.5,1板3调,2025-12-11,好莱客,非必须消费品,家具制造业,n_pattern_rebound,20251212
002445,002445.SZ,2.85,2.14,1板2调,2025-12-11,中南文化,电信服务,广播、电视、电影和影视录音制作业,n_pattern_rebound,20251212
002163,002163.SZ,16.68,2.28,1板1调,2025-12-11,海南发展,工业,建筑装饰和其他建筑业,n_pattern_rebound,20251212
002789,002789.SZ,10.17,0.77,1板3调,2025-12-11,建艺集团,工业,建筑装饰和其他建筑业,n_pattern_rebound,20251212
000002,000002.SZ,5.07,1.66,1板1调,2025-12-11,万科A,房地产,房地产业,n_pattern_rebound,20251212
000838,000838.SZ,3.83,0.88,1板1调,2025-12-11,财信发展,房地产,房地产业,n_pattern_rebound,20251212
000886,000886.SZ,7.81,1.79,1板1调,2025-12-11,海南高速,房地产,房地产业,n_pattern_rebound,20251212
002133,002133.SZ,3.6599999999999997,9.23,1板1调,2025-12-11,广宇集团,房地产,房地产业,n_pattern_rebound,20251212
002285,002285.SZ,3.19,1.64,1板1调,2025-12-11,世联行,房地产,房地产业,n_pattern_rebound,20251212
600340,600340.SH,2.46,1.26,1板1调,2025-12-11,华夏幸福,房地产,房地产业,n_pattern_rebound,20251212
600058,600058.SH,9.33,1.76,1板2调,2025-12-11,五矿发展,工业,批发业,n_pattern_rebound,20251212
002607,002607.SZ,2.66,2.9,1板1调,2025-12-11,中公教育,非必须消费品,教育,n_pattern_rebound,20251212
300337,300337.SZ,13.66,1.41,1板3调,2025-12-11,银邦股份,原材料,有色金属冶炼和压延加工业,n_pattern_rebound,20251212
000572,000572.SZ,9.53,1.46,1板1调,2025-12-11,海马汽车,非必须消费品,汽车制造业,n_pattern_rebound,20251212
001311,001311.SZ,31.04,1.84,1板1调,2025-12-11,多利科技,非必须消费品,汽车制造业,n_pattern_rebound,20251212
601279,601279.SH,5.03,1.03,1板2调,2025-12-11,英利汽车,非必须消费品,汽车制造业,n_pattern_rebound,20251212
002339,002339.SZ,8.67,1.91,1板2调,2025-12-11,积成电子,工业,电气机械和器材制造业,n_pattern_rebound,20251212
002346,002346.SZ,19.950000000000003,1.92,1板2调,2025-12-11,柘中股份,工业,电气机械和器材制造业,n_pattern_rebound,20251212
002927,002927.SZ,18.330000000000002,1.1,1板2调,2025-12-11,泰永长征,工业,电气机械和器材制造业,n_pattern_rebound,20251212
603829,603829.SH,33.14,0.71,1板2调,2025-12-11,洛凯股份,工业,电气机械和器材制造业,n_pattern_rebound,20251212
300427,300427.SZ,13.299999999999999,1.28,1板3调,2025-12-11,红相股份,工业,电气机械和器材制造业,n_pattern_rebound,20251212
600973,600973.SH,6.44,1.03,1板3调,2025-12-11,宝胜股份,工业,电气机械和器材制造业,n_pattern_rebound,20251212
000735,000735.SZ,10.14,2.13,1板1调,2025-12-11,罗牛山,必需消费品,畜牧业,n_pattern_rebound,20251212
000955,000955.SZ,6.970000000000001,1.45,1板1调,2025-12-11,欣龙控股,非必须消费品,纺织业,n_pattern_rebound,20251212
002083,002083.SZ,10.98,1.9,1板1调,2025-12-11,孚日股份,非必须消费品,纺织业,n_pattern_rebound,20251212
002029,002029.SZ,11.4,0.82,1板3调,2025-12-11,七匹狼,非必须消费品,纺织服装、服饰业,n_pattern_rebound,20251212
000532,000532.SZ,15.44,8.02,1板1调,2025-12-11,华金资本,工业,综合,n_pattern_rebound,20251212
600673,600673.SH,22.8,0.95,1板2调,2025-12-11,东阳光,原材料,综合,n_pattern_rebound,20251212
002214,002214.SZ,16.28,2.46,1板1调,2025-12-11,大立科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
600330,600330.SH,12.82,2.91,1板1调,2025-12-11,天通股份,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
601869,601869.SH,101.27000000000001,1.77,1板1调,2025-12-11,长飞光纤,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
000823,000823.SZ,15.49,0.62,1板2调,2025-12-11,超声电子,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
301517,301517.SZ,62.09,1.11,1板2调,2025-12-11,陕西华达,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
