code_key,code,Close,Vol_Ratio,Pattern,select_time,symbol,sector_code_name,industry_name,strategy_name,date
603516,603516.SH,185.14000000000001,0.86,1板2调,2025-12-11,淳中科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
000020,000020.SZ,16.09,0.79,1板3调,2025-12-11,深华发A,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
001309,001309.SZ,217.09,0.86,1板3调,2025-12-11,德明利,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
002222,002222.SZ,63.03,1.13,1板3调,2025-12-11,福晶科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
002506,002506.SZ,2.81,1.26,1板3调,2025-12-11,协鑫集成,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
301183,301183.SZ,179.0,1.13,1板3调,2025-12-11,东田微,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
301486,301486.SZ,103.33,1.23,1板3调,2025-12-11,致尚科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
601231,601231.SH,23.720000000000002,0.72,1板3调,2025-12-11,环旭电子,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
603042,603042.SH,17.05,0.87,1板3调,2025-12-11,华脉科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
603228,603228.SH,68.49,0.79,1板3调,2025-12-11,景旺电子,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
603528,603528.SH,9.61,0.74,1板3调,2025-12-11,多伦科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
603738,603738.SH,16.22,1.23,1板3调,2025-12-11,泰晶科技,信息技术,计算机、通信和其他电子设备制造业,n_pattern_rebound,20251212
300959,300959.SZ,130.76,1.32,1板2调,2025-12-11,线上线下,信息技术,软件和信息技术服务业,n_pattern_rebound,20251212
002474,002474.SZ,10.75,0.8,1板3调,2025-12-11,榕基软件,信息技术,软件和信息技术服务业,n_pattern_rebound,20251212
003029,003029.SZ,25.560000000000002,0.75,1板3调,2025-12-11,吉大正元,信息技术,软件和信息技术服务业,n_pattern_rebound,20251212
300290,300290.SZ,29.45,0.64,1板3调,2025-12-11,荣科科技,工业,软件和信息技术服务业,n_pattern_rebound,20251212
000678,000678.SZ,15.1,0.98,1板1调,2025-12-11,襄阳轴承,非必须消费品,通用设备制造业,n_pattern_rebound,20251212
002633,002633.SZ,17.47,4.26,1板1调,2025-12-11,申科股份,工业,通用设备制造业,n_pattern_rebound,20251212
301279,301279.SZ,33.160000000000004,5.01,1板1调,2025-12-11,金道科技,工业,通用设备制造业,n_pattern_rebound,20251212
603090,603090.SH,46.95,0.78,1板2调,2025-12-11,宏盛股份,工业,通用设备制造业,n_pattern_rebound,20251212
000811,000811.SZ,17.45,0.82,1板3调,2025-12-11,冰轮环境,工业,通用设备制造业,n_pattern_rebound,20251212
002943,002943.SZ,37.370000000000005,0.77,1板3调,2025-12-11,宇晶股份,工业,通用设备制造业,n_pattern_rebound,20251212
603667,603667.SH,54.62,0.84,1板3调,2025-12-11,五洲新春,工业,通用设备制造业,n_pattern_rebound,20251212
603680,603680.SH,13.73,2.98,1板3调,2025-12-11,今创集团,工业,铁路、船舶、航空航天和其他运输设备制造业,n_pattern_rebound,20251212
600280,600280.SH,4.420000000000001,4.08,1板1调,2025-12-11,中央商场,非必须消费品,零售业,n_pattern_rebound,20251212
603101,603101.SH,10.62,6.09,1板1调,2025-12-11,汇嘉时代,非必须消费品,零售业,n_pattern_rebound,20251212
600337,600337.SH,2.96,0.98,1板3调,2025-12-11,美克家居,非必须消费品,零售业,n_pattern_rebound,20251212
605136,605136.SH,11.370000000000001,0.9,1板3调,2025-12-11,丽人丽妆,非必须消费品,零售业,n_pattern_rebound,20251212
002596,002596.SZ,6.5,1.52,1板1调,2025-12-11,海南瑞泽,原材料,非金属矿物制品业,n_pattern_rebound,20251212
603268,603268.SH,81.21000000000001,0.9,1板1调,2025-12-11,松发股份,非必须消费品,非金属矿物制品业,n_pattern_rebound,20251212
603256,603256.SH,34.92,0.91,1板3调,2025-12-11,宏和科技,原材料,非金属矿物制品业,n_pattern_rebound,20251212
002329,002329.SZ,3.9499999999999997,1.28,1板2调,2025-12-11,皇氏集团,必需消费品,食品制造业,n_pattern_rebound,20251212
001203,001203.SZ,27.1,0.93,1板3调,2025-12-11,大中矿业,原材料,黑色金属矿采选业,n_pattern_rebound,20251212
