code_key,code,select_time,Close,board_date,board_limit,board_close,Pattern,n_adjust,board_limit_to_select_close_adj_pct,avg_limit_to_close_adj_per,board_close_to_select_close_adj_pct,avg_close_to_close_adj_per,Vol_Ratio,symbol,sector_code_name,industry_name,strategy_name,date
600629,600629.SH,2025-01-08,8.56,2025-01-07,8.1,8.1,1板1调,1,5.6790123456790225,5.6790123456790225,5.6790123456790225,5.6790123456790225,1.46,华建集团,工业,专业技术服务业,n_pattern_rebound,20250108
601226,601226.SH,2025-01-08,7.9,2025-01-06,7.48,7.48,1板2调,2,5.614973262032084,2.807486631016042,5.614973262032084,2.807486631016042,1.71,华电科工,工业,专业技术服务业,n_pattern_rebound,20250108
002177,002177.SZ,2025-01-08,4.61,2025-01-07,4.41,4.41,1板1调,1,4.535147392290254,4.535147392290254,4.535147392290254,4.535147392290254,3.25,御银股份,信息技术,专用设备制造业,n_pattern_rebound,20250108
002366,002366.SZ,2025-01-08,4.75,2025-01-07,4.66,4.66,1板1调,1,1.9313304721030013,1.9313304721030013,1.9313304721030013,1.9313304721030013,2.97,融发核电,工业,专用设备制造业,n_pattern_rebound,20250108
600860,600860.SH,2025-01-08,10.500000000000002,2025-01-07,10.45,10.450000000000001,1板1调,1,0.4784688995215549,0.4784688995215549,0.4784688995215549,0.47846889952153787,1.62,京城股份,工业,专用设备制造业,n_pattern_rebound,20250108
603308,603308.SH,2025-01-08,16.31,2025-01-07,15.63,15.63,1板1调,1,4.350607805502226,4.350607805502226,4.350607805502226,4.350607805502226,2.74,应流股份,工业,专用设备制造业,n_pattern_rebound,20250108
603912,603912.SH,2025-01-08,8.28,2025-01-07,7.99,7.99,1板1调,1,3.629536921151429,3.629536921151429,3.629536921151429,3.629536921151429,2.17,佳力图,工业,专用设备制造业,n_pattern_rebound,20250108
000852,000852.SZ,2025-01-08,7.63,2025-01-03,7.48,7.48,1板3调,3,2.0053475935828806,0.6684491978609602,2.0053475935828806,0.6684491978609602,1.11,石化机械,能源,专用设备制造业,n_pattern_rebound,20250108
301568,301568.SZ,2025-01-08,41.9,2025-01-03,40.32,40.32,1板3调,3,3.9186507936507895,1.3062169312169298,3.9186507936507895,1.3062169312169298,1.07,思泰克,信息技术,专用设备制造业,n_pattern_rebound,20250108
600071,600071.SH,2025-01-08,21.450000000000003,2025-01-03,22.07,22.07,1板3调,3,-2.809243316719517,-0.9364144389065058,-2.809243316719517,-0.9364144389065058,0.92,凤凰光学,信息技术,仪器仪表制造业,n_pattern_rebound,20250108
002041,002041.SZ,2025-01-08,11.08,2025-01-07,10.93,10.93,1板1调,1,1.3723696248856392,1.3723696248856392,1.3723696248856392,1.3723696248856392,1.7,登海种业,必需消费品,农业,n_pattern_rebound,20250108
000702,000702.SZ,2025-01-08,7.01,2025-01-06,6.77,6.77,1板2调,2,3.5450516986706093,1.7725258493353047,3.5450516986706093,1.7725258493353047,1.24,正虹科技,必需消费品,农副食品加工业,n_pattern_rebound,20250108
603330,603330.SH,2025-01-08,6.61,2025-01-07,6.37,6.37,1板1调,1,3.7676609105180567,3.7676609105180567,3.7676609105180567,3.7676609105180567,1.71,天洋新材,原材料,化学原料和化学制品制造业,n_pattern_rebound,20250108
001217,001217.SZ,2025-01-08,13.450000000000001,2025-01-06,13.77,13.77,1板2调,2,-2.3238925199709404,-1.1619462599854702,-2.3238925199709404,-1.1619462599854702,0.8,华尔泰,原材料,化学原料和化学制品制造业,n_pattern_rebound,20250108
002109,002109.SZ,2025-01-08,3.24,2025-01-06,3.31,3.31,1板2调,2,-2.1148036253776388,-1.0574018126888194,-2.1148036253776388,-1.0574018126888194,1.03,兴化股份,原材料,化学原料和化学制品制造业,n_pattern_rebound,20250108
600367,600367.SH,2025-01-08,12.110000000000001,2025-01-06,11.96,11.96,1板2调,2,1.2541806020066917,0.6270903010033458,1.2541806020066917,0.6270903010033458,1.72,红星发展,原材料,化学原料和化学制品制造业,n_pattern_rebound,20250108
600618,600618.SH,2025-01-08,11.48,2025-01-06,11.98,11.98,1板2调,2,-4.173622704507513,-2.0868113522537564,-4.173622704507513,-2.0868113522537564,1.18,氯碱化工,原材料,化学原料和化学制品制造业,n_pattern_rebound,20250108
600722,600722.SH,2025-01-08,5.3500000000000005,2025-01-06,5.19,5.19,1板2调,2,3.082851637764935,1.5414258188824674,3.082851637764935,1.5414258188824674,1.5,金牛化工,原材料,化学原料和化学制品制造业,n_pattern_rebound,20250108
000737,000737.SZ,2025-01-08,8.61,2025-01-03,8.37,8.370000000000001,1板3调,3,2.8673835125448055,0.9557945041816018,2.8673835125448055,0.9557945041815946,0.91,北方铜业,原材料,化学原料和化学制品制造业,n_pattern_rebound,20250108
000597,000597.SZ,2025-01-08,5.500000000000001,2025-01-06,5.6,5.6,1板2调,2,-1.7857142857142638,-0.8928571428571319,-1.7857142857142638,-0.8928571428571319,1.14,东北制药,医疗保健,医药制造业,n_pattern_rebound,20250108
000788,000788.SZ,2025-01-08,6.3500000000000005,2025-01-06,6.53,6.53,1板2调,2,-2.7565084226646204,-1.3782542113323102,-2.7565084226646204,-1.3782542113323102,0.99,北大医药,医疗保健,医药制造业,n_pattern_rebound,20250108
