code_key,code,select_time,Close,board_date,board_limit,board_close,Pattern,n_adjust,board_limit_to_select_close_adj_pct,avg_limit_to_close_adj_per,board_close_to_select_close_adj_pct,avg_close_to_close_adj_per,Vol_Ratio,symbol,sector_code_name,industry_name,strategy_name,date
603859,603859.SH,2025-01-27,36.03,2025-01-24,35.86,35.86,1板1调,1,0.4740658114891291,0.4740658114891291,0.4740658114891291,0.4740658114891291,2.1,能科科技,工业,专业技术服务业,n_pattern_rebound,20250127
002757,002757.SZ,2025-01-27,17.490000000000002,2025-01-24,16.95,16.950000000000003,1板1调,1,3.185840707964618,3.185840707964618,3.185840707964618,3.185840707964596,3.51,南兴股份,工业,专用设备制造业,n_pattern_rebound,20250127
603012,603012.SH,2025-01-27,5.41,2025-01-24,5.58,5.58,1板1调,1,-3.046594982078852,-3.046594982078852,-3.046594982078852,-3.046594982078852,2.72,创力集团,工业,专用设备制造业,n_pattern_rebound,20250127
600184,600184.SH,2025-01-27,10.28,2025-01-23,10.81,10.809999999999999,1板2调,2,-4.902867715078641,-2.4514338575393206,-4.902867715078641,-2.451433857539313,0.88,光电股份,工业,专用设备制造业,n_pattern_rebound,20250127
603135,603135.SH,2025-01-27,9.110000000000001,2025-01-23,9.7,9.7,1板2调,2,-6.082474226804104,-3.041237113402052,-6.082474226804104,-3.041237113402052,1.42,中重科技,工业,专用设备制造业,n_pattern_rebound,20250127
603308,603308.SH,2025-01-27,22.34,2025-01-22,20.57,20.57,1板3调,3,8.60476421973748,2.868254739912493,8.60476421973748,2.868254739912493,1.27,应流股份,工业,专用设备制造业,n_pattern_rebound,20250127
002315,002315.SZ,2025-01-27,50.88,2025-01-24,48.3,48.300000000000004,1板1调,1,5.3416149068323096,5.3416149068323096,5.3416149068323096,5.3416149068322945,1.97,焦点科技,非必须消费品,互联网和相关服务,n_pattern_rebound,20250127
600371,600371.SH,2025-01-27,9.16,2025-01-23,9.02,9.020000000000001,1板2调,2,1.552106430155217,0.7760532150776085,1.552106430155217,0.7760532150775985,2.26,万向德农,必需消费品,农业,n_pattern_rebound,20250127
600851,600851.SH,2025-01-27,6.35,2025-01-23,6.5,6.5,1板2调,2,-2.307692307692313,-1.1538461538461564,-2.307692307692313,-1.1538461538461564,1.0,海欣股份,医疗保健,医药制造业,n_pattern_rebound,20250127
000952,000952.SZ,2025-01-27,5.54,2025-01-22,5.84,5.84,1板3调,3,-5.13698630136986,-1.7123287671232867,-5.13698630136986,-1.7123287671232867,0.52,广济药业,医疗保健,医药制造业,n_pattern_rebound,20250127
002599,002599.SZ,2025-01-27,7.49,2025-01-24,8.12,8.120000000000001,1板1调,1,-7.758620689655162,-7.758620689655162,-7.758620689655162,-7.758620689655181,1.34,盛通股份,工业,印刷和记录媒介复制业,n_pattern_rebound,20250127
603729,603729.SH,2025-01-27,17.509999999999998,2025-01-24,16.91,16.91,1板1调,1,3.5481963335304427,3.5481963335304427,3.5481963335304427,3.5481963335304427,3.1,龙韵股份,电信服务,商务服务业,n_pattern_rebound,20250127
600463,600463.SH,2025-01-27,9.21,2025-01-23,9.83,9.83,1板2调,2,-6.307222787385546,-3.153611393692773,-6.307222787385546,-3.153611393692773,1.11,空港股份,工业,土木工程建筑业,n_pattern_rebound,20250127
