datetime,market_limit_up_count,market_limit_down_count
2019-03-11,208,4
2019-03-12,128,0
2019-03-13,56,44
2019-03-14,27,80
2019-03-15,80,4
2019-03-18,88,3
2019-03-19,62,2
2019-03-20,69,3
2019-03-21,80,1
2019-03-22,82,3
2019-03-25,71,9
2019-03-26,29,42
2019-03-27,76,7
2019-03-28,35,46
2019-03-29,66,2
2019-04-01,126,1
2019-04-02,72,2
2019-04-03,82,5
2019-04-04,79,1
2019-04-08,101,6
2019-04-09,61,5
2019-04-10,60,5
2019-04-11,53,13
2019-04-12,51,26
2019-04-15,27,15
2019-04-16,67,9
2019-04-17,79,4
2019-04-18,44,5
2019-04-19,52,4
2019-04-22,40,22
2019-04-23,30,47
2019-04-24,52,11
2019-04-25,16,98
2019-04-26,30,58
2019-04-29,17,233
2019-04-30,52,42
2019-05-06,18,772
2019-05-07,81,18
2019-05-08,44,34
2019-05-09,29,38
2019-05-10,97,5
2019-05-13,39,14
2019-05-14,35,14
2019-05-15,81,5
2019-05-16,57,9
2019-05-17,26,63
2019-05-20,29,56
2019-05-21,57,11
2019-05-22,24,10
2019-05-23,20,42
2019-05-24,23,25
2019-05-27,60,10
2019-05-28,48,17
2019-05-29,46,16
2019-05-30,42,30
2019-05-31,43,17
2019-06-03,26,44
2019-06-04,22,35
2019-06-05,39,25
2019-06-06,14,60
2019-06-10,46,24
2019-06-11,88,10
2019-06-12,42,19
2019-06-13,50,13
2019-06-14,12,28
2019-06-17,37,17
2019-06-18,31,18
2019-06-19,54,8
2019-06-20,49,9
2019-06-21,39,8
2019-06-24,40,7
2019-06-25,26,15
2019-06-26,19,19
2019-06-27,36,5
2019-06-28,17,21
2019-07-01,67,4
2019-07-02,22,8
2019-07-03,20,12
2019-07-04,24,15
2019-07-05,29,9
2019-07-08,13,38
2019-07-09,27,9
2019-07-10,19,12
2019-07-11,22,11
2019-07-12,23,10
2019-07-15,23,10
2019-07-16,21,2
2019-07-17,24,2
2019-07-18,13,9
2019-07-19,12,5
2019-07-22,9,53
2019-07-23,29,6
2019-07-24,29,2
2019-07-25,20,1
2019-07-26,26,3
2019-07-29,21,3
2019-07-30,25,1
2019-07-31,18,5
2019-08-01,24,3
2019-08-02,17,5
2019-08-05,25,3
2019-08-06,14,32
2019-08-07,27,13
2019-08-08,22,9
2019-08-09,15,4
2019-08-12,35,1
2019-08-13,21,3
2019-08-14,25,2
2019-08-15,26,3
2019-08-16,31,4
2019-08-19,75,3
2019-08-20,42,4
2019-08-21,31,5
2019-08-22,34,2
2019-08-23,31,3
2019-08-26,32,9
2019-08-27,44,1
2019-08-28,46,6
2019-08-29,31,0
2019-08-30,23,14
2019-09-02,51,0
2019-09-03,40,1
2019-09-04,40,0
2019-09-05,36,0
2019-09-06,30,2
2019-09-09,49,1
2019-09-10,36,0
2019-09-11,23,3
2019-09-12,29,3
2019-09-16,26,1
2019-09-17,21,3
2019-09-18,25,2
2019-09-19,38,0
2019-09-20,29,2
2019-09-23,24,6
2019-09-24,27,3
2019-09-25,26,14
2019-09-26,17,58
2019-09-27,27,10
2019-09-30,9,21
2019-10-08,19,12
2019-10-09,26,5
2019-10-10,35,2
2019-10-11,29,6
2019-10-14,51,1
2019-10-15,27,23
2019-10-16,16,10
2019-10-17,17,5
2019-10-18,18,6
2019-10-21,12,15
2019-10-22,24,4
2019-10-23,20,2
2019-10-24,19,9
2019-10-25,22,4
2019-10-28,85,7
2019-10-29,28,17
2019-10-30,15,27
2019-10-31,13,28
2019-11-01,19,6
2019-11-04,19,3
2019-11-05,10,5
2019-11-06,13,11
2019-11-07,20,1
2019-11-08,21,4
2019-11-11,13,16
2019-11-12,24,2
2019-11-13,24,10
2019-11-14,27,4
2019-11-15,13,23
2019-11-18,21,6
2019-11-19,37,1
2019-11-20,23,1
2019-11-21,15,1
2019-11-22,14,9
2019-11-25,27,21
2019-11-26,15,7
2019-11-27,14,5
2019-11-28,18,5
2019-11-29,17,4
2019-12-02,19,4
2019-12-03,16,3
2019-12-04,24,2
2019-12-05,25,2
2019-12-06,27,2
2019-12-09,18,6
2019-12-10,31,1
2019-12-11,25,2
2019-12-12,26,7
2019-12-13,25,2
2019-12-16,36,0
2019-12-17,31,0
2019-12-18,36,0
2019-12-19,34,3
2019-12-20,35,2
2019-12-23,17,22
2019-12-24,37,3
2019-12-25,24,4
2019-12-26,38,0
2019-12-27,31,7
2019-12-30,39,8
2019-12-31,40,2
2020-01-02,65,0
2020-01-03,45,2
2020-01-06,59,2
2020-01-07,59,1
2020-01-08,35,8
2020-01-09,42,2
2020-01-10,27,7
2020-01-13,52,5
2020-01-14,34,6
2020-01-15,26,6
2020-01-16,27,3
2020-01-17,28,8
2020-01-20,56,7
2020-01-21,44,17
2020-01-22,31,16
2020-01-23,21,57
2020-02-03,62,2317
2020-02-04,112,61
2020-02-05,125,1
2020-02-06,171,0
2020-02-07,115,4
2020-02-10,123,26
2020-02-11,47,32
2020-02-12,72,0
2020-02-13,40,6
2020-02-14,42,4
2020-02-17,109,0
2020-02-18,82,1
2020-02-19,73,12
2020-02-20,79,1
2020-02-21,71,0
2020-02-24,120,0
2020-02-25,110,0
2020-02-26,69,59
2020-02-27,69,22
2020-02-28,36,211
2020-03-02,170,0
2020-03-03,82,1
2020-03-04,73,5
2020-03-05,121,1
2020-03-06,83,3
2020-03-09,61,66
2020-03-10,92,20
2020-03-11,58,9
2020-03-12,40,21
2020-03-13,54,25
2020-03-16,31,124
2020-03-17,50,21
2020-03-18,33,21
2020-03-19,59,18
2020-03-20,73,10
2020-03-23,31,118
2020-03-24,59,13
2020-03-25,82,2
2020-03-26,37,9
2020-03-27,37,13
2020-03-30,31,32
2020-03-31,53,9
2020-04-01,23,21
2020-04-02,59,6
2020-04-03,53,4
2020-04-07,101,0
2020-04-08,57,2
2020-04-09,58,7
2020-04-10,27,23
2020-04-13,38,22
2020-04-14,60,1
2020-04-15,34,3
2020-04-16,49,6
2020-04-17,31,6
2020-04-20,59,1
2020-04-21,44,3
2020-04-22,80,8
2020-04-23,54,9
2020-04-24,28,48
2020-04-27,37,48
2020-04-28,25,51
2020-04-29,40,26
2020-04-30,68,21
2020-05-06,74,18
2020-05-07,45,14
2020-05-08,50,8
2020-05-11,42,5
2020-05-12,42,8
2020-05-13,52,10
2020-05-14,35,8
2020-05-15,43,11
2020-05-18,49,25
2020-05-19,61,11
2020-05-20,50,22
2020-05-21,37,26
2020-05-22,33,30
2020-05-25,36,26
2020-05-26,78,18
2020-05-27,54,11
2020-05-28,34,28
2020-05-29,55,16
2020-06-01,103,16
2020-06-02,67,19
2020-06-03,62,12
2020-06-04,61,19
2020-06-05,45,28
2020-06-08,39,28
2020-06-09,47,15
2020-06-10,31,10
2020-06-11,41,11
2020-06-12,46,17
2020-06-15,53,16
2020-06-16,45,10
2020-06-17,50,14
2020-06-18,36,21
2020-06-19,48,11
2020-06-22,39,14
2020-06-23,34,18
2020-06-24,25,18
2020-06-29,37,16
2020-06-30,63,9
2020-07-01,50,12
2020-07-02,69,3
2020-07-03,73,12
2020-07-06,165,5
2020-07-07,92,3
2020-07-08,125,5
2020-07-09,146,6
2020-07-10,95,13
2020-07-13,184,6
2020-07-14,89,14
2020-07-15,64,70
2020-07-16,20,176
2020-07-17,45,36
2020-07-20,139,4
2020-07-21,67,10
2020-07-22,55,1
2020-07-23,50,2
2020-07-24,25,88
2020-07-27,50,17
2020-07-28,52,7
2020-07-29,77,0
2020-07-30,78,2
2020-07-31,88,0
2020-08-03,181,0
2020-08-04,74,14
2020-08-05,100,1
2020-08-06,83,8
2020-08-07,59,10
2020-08-10,93,17
2020-08-11,37,23
2020-08-12,46,21
2020-08-13,63,12
2020-08-14,40,21
2020-08-17,78,5
2020-08-18,73,1
2020-08-19,51,17
2020-08-20,26,22
2020-08-21,36,6
2020-08-24,55,12
2020-08-25,48,16
2020-08-26,29,28
2020-08-27,42,14
2020-08-28,48,8
2020-08-31,54,4
2020-09-01,39,8
2020-09-02,41,7
2020-09-03,31,7
2020-09-04,35,11
2020-09-07,36,19
2020-09-08,53,11
2020-09-09,33,32
2020-09-10,19,101
2020-09-11,40,10
2020-09-14,59,7
2020-09-15,40,4
2020-09-16,26,6
2020-09-17,35,4
2020-09-18,51,2
2020-09-21,29,12
2020-09-22,25,8
2020-09-23,47,3
2020-09-24,22,14
2020-09-25,25,27
2020-09-28,17,42
2020-09-29,33,13
2020-09-30,23,5
2020-10-09,93,2
2020-10-12,83,3
2020-10-13,42,1
2020-10-14,39,7
2020-10-15,28,14
2020-10-16,25,8
2020-10-19,26,9
2020-10-20,38,0
2020-10-21,20,8
2020-10-22,20,9
2020-10-23,20,8
2020-10-26,25,6
2020-10-27,23,6
2020-10-28,30,7
2020-10-29,25,12
2020-10-30,10,32
2020-11-02,42,29
2020-11-03,50,2
2020-11-04,29,4
2020-11-05,56,2
2020-11-06,26,3
2020-11-09,61,3
2020-11-10,24,16
2020-11-11,32,12
2020-11-12,50,5
2020-11-13,26,16
2020-11-16,56,5
2020-11-17,30,10
2020-11-18,34,6
2020-11-19,41,7
2020-11-20,52,6
2020-11-23,48,3
2020-11-24,38,5
2020-11-25,34,19
2020-11-26,28,13
2020-11-27,29,8
2020-11-30,30,11
2020-12-01,44,5
2020-12-02,49,6
2020-12-03,42,13
2020-12-04,37,12
2020-12-07,36,10
2020-12-08,35,13
2020-12-09,33,18
2020-12-10,33,22
2020-12-11,21,24
2020-12-14,48,23
2020-12-15,35,16
2020-12-16,34,33
2020-12-17,55,9
2020-12-18,43,9
2020-12-21,63,9
2020-12-22,45,18
2020-12-23,57,9
2020-12-24,42,41
2020-12-25,80,17
2020-12-28,67,26
2020-12-29,68,56
2020-12-30,74,6
2020-12-31,67,7
2021-01-04,118,12
2021-01-05,89,19
2021-01-06,54,17
2021-01-07,44,60
2021-01-08,57,19
2021-01-11,45,68
2021-01-12,73,14
2021-01-13,46,27
2021-01-14,69,41
2021-01-15,80,11
2021-01-18,112,6
2021-01-19,79,7
2021-01-20,85,4
2021-01-21,82,6
2021-01-22,63,21
2021-01-25,60,31
2021-01-26,62,40
2021-01-27,73,21
2021-01-28,48,40
2021-01-29,39,48
2021-02-01,92,59
2021-02-02,78,29
2021-02-03,44,33
2021-02-04,47,36
2021-02-05,50,56
2021-02-08,62,25
2021-02-09,73,8
2021-02-10,41,16
2021-02-18,123,5
2021-02-19,118,4
2021-02-22,90,8
2021-02-23,59,6
2021-02-24,42,20
2021-02-25,47,8
2021-02-26,47,8
2021-03-01,95,4
2021-03-02,39,15
2021-03-03,85,1
2021-03-04,46,16
2021-03-05,67,10
2021-03-08,53,27
2021-03-09,37,44
2021-03-10,38,19
2021-03-11,75,0
2021-03-12,46,4
2021-03-15,43,14
2021-03-16,68,8
2021-03-17,57,3
2021-03-18,55,2
2021-03-19,57,6
2021-03-22,88,2
2021-03-23,55,35
2021-03-24,63,31
2021-03-25,47,30
2021-03-26,77,1
2021-03-29,71,5
2021-03-30,64,23
2021-03-31,85,8
2021-04-01,78,12
2021-04-02,76,6
2021-04-06,78,7
2021-04-07,98,4
2021-04-08,46,23
2021-04-09,67,9
2021-04-12,71,27
2021-04-13,59,41
2021-04-14,77,13
2021-04-15,46,33
2021-04-16,77,12
2021-04-19,90,4
2021-04-20,48,13
2021-04-21,39,17
2021-04-22,52,6
2021-04-23,46,21
2021-04-26,56,22
2021-04-27,44,38
2021-04-28,66,30
2021-04-29,49,34
2021-04-30,47,44
2021-05-06,71,19
2021-05-07,57,22
2021-05-10,101,16
2021-05-11,64,15
2021-05-12,87,9
2021-05-13,52,7
2021-05-14,85,6
2021-05-17,39,59
2021-05-18,78,23
2021-05-19,63,17
2021-05-20,52,26
2021-05-21,69,16
2021-05-24,69,15
2021-05-25,56,10
2021-05-26,62,12
2021-05-27,69,19
2021-05-28,55,16
2021-05-31,91,14
2021-06-01,75,15
2021-06-02,62,32
2021-06-03,74,28
2021-06-04,56,23
2021-06-07,74,21
2021-06-08,61,42
2021-06-09,57,22
2021-06-10,76,20
2021-06-11,65,29
2021-06-15,47,34
2021-06-16,44,46
2021-06-17,58,13
2021-06-18,62,12
2021-06-21,86,7
2021-06-22,69,8
2021-06-23,62,10
2021-06-24,68,24
2021-06-25,66,9
2021-06-28,68,15
2021-06-29,53,12
2021-06-30,60,9
2021-07-01,56,24
2021-07-02,44,11
2021-07-05,92,16
2021-07-06,50,13
2021-07-07,73,7
2021-07-08,55,17
2021-07-09,70,10
2021-07-12,90,10
2021-07-13,73,14
2021-07-14,63,24
2021-07-15,55,33
2021-07-16,45,18
2021-07-19,57,22
2021-07-20,51,9
2021-07-21,93,4
2021-07-22,67,12
2021-07-23,51,17
2021-07-26,43,47
2021-07-27,30,74
2021-07-28,40,57
2021-07-29,125,1
2021-07-30,94,19
2021-08-02,105,8
2021-08-03,66,43
2021-08-04,96,4
2021-08-05,51,9
2021-08-06,63,1
2021-08-09,91,3
2021-08-10,83,3
2021-08-11,97,6
2021-08-12,73,6
2021-08-13,73,4
2021-08-16,79,20
2021-08-17,36,36
2021-08-18,78,11
2021-08-19,50,14
2021-08-20,52,19
2021-08-23,140,6
2021-08-24,76,5
2021-08-25,88,4
2021-08-26,61,10
2021-08-27,79,16
2021-08-30,83,19
2021-08-31,85,26
2021-09-01,72,56
2021-09-02,112,1
2021-09-03,56,27
2021-09-06,88,15
2021-09-07,103,0
2021-09-08,98,0
2021-09-09,79,2
2021-09-10,57,3
2021-09-13,93,11
2021-09-14,66,8
2021-09-15,92,5
2021-09-16,53,33
2021-09-17,55,18
2021-09-22,105,5
2021-09-23,75,26
2021-09-24,40,60
2021-09-27,44,173
2021-09-28,78,20
2021-09-29,17,84
2021-09-30,85,1
2021-10-08,75,20
2021-10-11,56,31
2021-10-12,39,16
2021-10-13,61,54
2021-10-14,79,9
2021-10-15,34,36
2021-10-18,77,17
2021-10-19,68,5
2021-10-20,51,17
2021-10-21,41,4
2021-10-22,44,8
2021-10-25,70,4
2021-10-26,38,11
2021-10-27,46,19
2021-10-28,47,49
2021-10-29,77,7
2021-11-01,100,9
2021-11-02,47,22
2021-11-03,50,5
2021-11-04,101,1
2021-11-05,51,25
2021-11-08,65,7
2021-11-09,63,3
2021-11-10,49,2
2021-11-11,70,5
2021-11-12,89,1
2021-11-15,82,16
2021-11-16,63,5
2021-11-17,97,2
2021-11-18,55,10
2021-11-19,72,2
2021-11-22,87,3
2021-11-23,62,3
2021-11-24,83,5
2021-11-25,63,13
2021-11-26,56,4
2021-11-29,80,5
2021-11-30,80,3
2021-12-01,94,6
2021-12-02,60,7
2021-12-03,61,8
2021-12-06,48,11
2021-12-07,60,15
2021-12-08,85,5
2021-12-09,70,5
2021-12-10,74,1
2021-12-13,79,3
2021-12-14,93,1
2021-12-15,83,3
2021-12-16,89,1
2021-12-17,89,2
2021-12-20,102,22
2021-12-21,136,12
2021-12-22,80,14
2021-12-23,73,30
2021-12-24,50,38
2021-12-27,65,18
2021-12-28,60,11
2021-12-29,66,8
2021-12-30,93,4
2021-12-31,58,13
2022-01-04,102,20
2022-01-05,53,37
2022-01-06,92,7
2022-01-07,44,28
2022-01-10,78,10
2022-01-11,58,10
2022-01-12,95,1
2022-01-13,57,9
2022-01-14,78,13
2022-01-17,118,6
2022-01-18,44,54
2022-01-19,62,15
2022-01-20,45,22
2022-01-21,48,53
2022-01-24,53,33
2022-01-25,30,95
2022-01-26,53,31
2022-01-27,13,89
2022-01-28,66,26
2022-02-07,95,30
2022-02-08,80,6
2022-02-09,99,1
2022-02-10,55,3
2022-02-11,51,14
2022-02-14,85,13
2022-02-15,56,21
2022-02-16,74,1
2022-02-17,45,19
2022-02-18,53,4
2022-02-21,100,0
2022-02-22,50,7
2022-02-23,92,6
2022-02-24,39,50
2022-02-25,67,9
2022-02-28,46,14
2022-03-01,57,5
2022-03-02,58,1
2022-03-03,73,1
2022-03-04,44,21
2022-03-07,49,16
2022-03-08,24,70
2022-03-09,43,13
2022-03-10,91,6
2022-03-11,66,8
2022-03-14,41,34
2022-03-15,28,161
2022-03-16,142,4
2022-03-17,100,2
2022-03-18,110,3
2022-03-21,122,1
2022-03-22,77,14
2022-03-23,71,11
2022-03-24,63,12
2022-03-25,76,12
2022-03-28,63,21
2022-03-29,52,20
2022-03-30,79,2
2022-03-31,53,10
2022-04-01,69,19
2022-04-06,85,18
2022-04-07,31,34
2022-04-08,69,19
2022-04-11,56,62
2022-04-12,108,19
2022-04-13,57,62
2022-04-14,79,16
2022-04-15,40,52
2022-04-18,80,41
2022-04-19,58,22
2022-04-20,54,20
2022-04-21,31,116
2022-04-22,80,88
2022-04-25,27,717
2022-04-26,44,257
2022-04-27,156,42
2022-04-28,73,54
2022-04-29,242,8
2022-05-05,157,15
2022-05-06,87,33
2022-05-09,146,8
2022-05-10,119,13
2022-05-11,99,13
2022-05-12,81,20
2022-05-13,104,26
2022-05-16,97,19
2022-05-17,70,34
2022-05-18,107,13
2022-05-19,82,11
2022-05-20,83,19
2022-05-23,105,18
2022-05-24,46,93
2022-05-25,106,23
2022-05-26,70,27
2022-05-27,86,24
2022-05-30,96,26
2022-05-31,93,34
2022-06-01,80,23
2022-06-02,90,37
2022-06-06,84,22
2022-06-07,60,22
2022-06-08,67,32
2022-06-09,41,36
2022-06-10,97,20
2022-06-13,72,13
2022-06-14,67,11
2022-06-15,55,21
2022-06-16,65,23
2022-06-17,67,15
2022-06-20,99,17
2022-06-21,56,26
2022-06-22,73,14
2022-06-23,106,13
2022-06-24,107,6
2022-06-27,110,4
2022-06-28,127,4
2022-06-29,61,58
2022-06-30,85,28
2022-07-01,63,36
2022-07-04,89,15
2022-07-05,40,16
2022-07-06,52,19
2022-07-07,78,6
2022-07-08,67,17
2022-07-11,58,25
2022-07-12,50,19
2022-07-13,92,9
2022-07-14,67,27
2022-07-15,59,62
2022-07-18,132,2
2022-07-19,93,8
2022-07-20,90,7
2022-07-21,67,5
2022-07-22,55,8
2022-07-25,41,23
2022-07-26,71,7
2022-07-27,89,5
2022-07-28,88,5
2022-07-29,60,15
2022-08-01,87,9
2022-08-02,46,86
2022-08-03,43,28
2022-08-04,80,10
2022-08-05,67,10
2022-08-08,102,7
2022-08-09,71,1
2022-08-10,76,3
2022-08-11,71,7
2022-08-12,56,10
2022-08-15,70,7
2022-08-16,80,2
2022-08-17,68,7
2022-08-18,79,4
2022-08-19,56,20
2022-08-22,73,12
2022-08-23,73,6
2022-08-24,34,48
2022-08-25,60,30
2022-08-26,40,29
2022-08-29,65,7
2022-08-30,38,18
2022-08-31,33,66
2022-09-01,46,16
2022-09-02,69,9
2022-09-05,56,10
2022-09-06,65,2
2022-09-07,64,10
2022-09-08,45,13
2022-09-09,41,13
2022-09-13,50,12
2022-09-14,35,10
2022-09-15,30,52
2022-09-16,27,33
2022-09-19,32,28
2022-09-20,62,3
2022-09-21,43,9
2022-09-22,41,8
2022-09-23,21,27
2022-09-26,40,25
2022-09-27,80,5
2022-09-28,34,43
2022-09-29,26,29
2022-09-30,34,29
2022-10-10,33,54
2022-10-11,50,9
2022-10-12,89,0
2022-10-13,72,9
2022-10-14,101,4
2022-10-17,92,0
2022-10-18,71,2
2022-10-19,54,6
2022-10-20,55,18
2022-10-21,53,24
2022-10-24,35,34
2022-10-25,56,30
2022-10-26,83,8
2022-10-27,50,17
2022-10-28,24,105
2022-10-31,81,31
2022-11-01,90,2
2022-11-02,89,2
2022-11-03,45,6
2022-11-04,76,1
2022-11-07,70,1
2022-11-08,42,3
2022-11-09,45,3
2022-11-10,60,2
2022-11-11,64,5
2022-11-14,64,11
2022-11-15,86,4
2022-11-16,47,7
2022-11-17,63,1
2022-11-18,51,7
2022-11-21,61,11
2022-11-22,45,22
2022-11-23,48,28
2022-11-24,51,7
2022-11-25,35,13
2022-11-28,42,9
2022-11-29,99,2
2022-11-30,51,6
2022-12-01,60,4
2022-12-02,64,9
2022-12-05,56,4
2022-12-06,39,14
2022-12-07,57,5
2022-12-08,49,12
2022-12-09,43,7
2022-12-12,47,10
2022-12-13,57,6
2022-12-14,56,13
2022-12-15,33,5
2022-12-16,40,11
2022-12-19,27,31
2022-12-20,30,35
2022-12-21,30,10
2022-12-22,36,15
2022-12-23,45,18
2022-12-26,66,4
2022-12-27,48,9
2022-12-28,35,10
2022-12-29,38,10
2022-12-30,44,2
2023-01-03,105,3
2023-01-04,56,10
2023-01-05,41,9
2023-01-06,35,17
2023-01-09,45,2
2023-01-10,39,5
2023-01-11,33,3
2023-01-12,34,10
2023-01-13,32,12
2023-01-16,41,7
2023-01-17,32,8
2023-01-18,36,4
2023-01-19,31,14
2023-01-20,28,7
2023-01-30,87,1
2023-01-31,47,12
2023-02-01,74,3
2023-02-02,52,5
2023-02-03,42,5
2023-02-06,41,6
2023-02-07,40,6
2023-02-08,32,2
2023-02-09,33,4
2023-02-10,23,8
2023-02-13,46,0
2023-02-14,25,1
2023-02-15,36,1
2023-02-16,20,12
2023-02-17,28,3
2023-02-20,41,9
2023-02-21,18,2
2023-02-22,24,1
2023-02-23,24,4
2023-02-24,15,3
2023-02-27,20,0
2023-02-28,27,1
2023-03-01,30,0
2023-03-02,26,4
2023-03-03,16,6
2023-03-06,19,3
2023-03-07,20,7
2023-03-08,25,0
2023-03-09,28,2
2023-03-10,19,6
2023-03-13,32,2
2023-03-14,20,5
2023-03-15,32,0
2023-03-16,19,6
2023-03-17,32,2
2023-03-20,22,11
2023-03-21,40,5
2023-03-22,31,4
2023-03-23,23,3
2023-03-24,22,5
2023-03-27,38,6
2023-03-28,30,7
2023-03-29,18,9
2023-03-30,19,7
2023-03-31,35,1
2023-04-03,44,1
2023-04-04,24,6
2023-04-06,33,10
2023-04-07,46,2
2023-04-10,19,23
2023-04-11,31,10
2023-04-12,58,3
2023-04-13,32,2
2023-04-14,34,6
2023-04-17,39,11
2023-04-18,22,7
2023-04-19,32,8
2023-04-20,34,10
2023-04-21,11,47
2023-04-24,40,28
2023-04-25,29,61
2023-04-26,56,32
2023-04-27,37,38
2023-04-28,107,18
2023-05-04,95,19
2023-05-05,42,24
2023-05-08,58,15
2023-05-09,23,28
2023-05-10,37,19
2023-05-11,50,19
2023-05-12,26,29
2023-05-15,38,19
2023-05-16,23,45
2023-05-17,42,16
2023-05-18,46,10
2023-05-19,29,18
2023-05-22,41,9
2023-05-23,28,11
2023-05-24,44,18
2023-05-25,50,22
2023-05-26,50,34
2023-05-29,41,25
2023-05-30,45,22
2023-05-31,43,27
2023-06-01,46,21
2023-06-02,62,25
2023-06-05,53,11
2023-06-06,46,25
2023-06-07,61,22
2023-06-08,33,32
2023-06-09,69,22
2023-06-12,63,14
2023-06-13,47,14
2023-06-14,50,8
2023-06-15,41,20
2023-06-16,57,25
2023-06-19,49,13
2023-06-20,40,18
2023-06-21,40,40
2023-06-26,40,43
2023-06-27,67,7
2023-06-28,34,16
2023-06-29,59,12
2023-06-30,57,10
2023-07-03,44,15
2023-07-04,53,9
2023-07-05,26,15
2023-07-06,35,4
2023-07-07,23,19
2023-07-10,36,11
2023-07-11,38,8
2023-07-12,33,14
2023-07-13,38,11
2023-07-14,44,14
2023-07-17,30,13
2023-07-18,19,4
2023-07-19,21,4
2023-07-20,27,7
2023-07-21,31,19
2023-07-24,25,10
2023-07-25,59,1
2023-07-26,37,1
2023-07-27,29,8
2023-07-28,48,3
2023-07-31,45,2
2023-08-01,34,3
2023-08-02,27,1
2023-08-03,27,6
2023-08-04,20,3
2023-08-07,30,12
2023-08-08,33,11
2023-08-09,22,5
2023-08-10,26,8
2023-08-11,24,6
2023-08-14,30,5
2023-08-15,30,2
2023-08-16,28,0
2023-08-17,42,1
2023-08-18,32,17
2023-08-21,35,5
2023-08-22,44,7
2023-08-23,35,14
2023-08-24,36,15
2023-08-25,22,46
2023-08-28,44,7
2023-08-29,99,1
2023-08-30,39,5
2023-08-31,31,14
2023-09-01,29,1
2023-09-04,53,2
2023-09-05,21,4
2023-09-06,40,3
2023-09-07,19,10
2023-09-08,35,10
2023-09-11,32,6
2023-09-12,29,2
2023-09-13,23,0
2023-09-14,26,0
2023-09-15,36,2
2023-09-18,46,11
2023-09-19,24,10
2023-09-20,25,13
2023-09-21,23,0
2023-09-22,33,8
2023-09-25,29,14
2023-09-26,34,8
2023-09-27,40,9
2023-09-28,42,7
2023-10-09,61,17
2023-10-10,49,11
2023-10-11,38,7
2023-10-12,34,8
2023-10-13,39,3
2023-10-16,62,10
2023-10-17,29,10
2023-10-18,39,15
2023-10-19,29,25
2023-10-20,39,19
2023-10-23,36,26
2023-10-24,78,4
2023-10-25,70,4
2023-10-26,45,5
2023-10-27,79,4
2023-10-30,70,9
2023-10-31,42,14
2023-11-01,39,8
2023-11-02,31,7
2023-11-03,44,5
2023-11-06,61,3
2023-11-07,55,0
2023-11-08,52,6
2023-11-09,34,23
2023-11-10,37,16
2023-11-13,42,3
2023-11-14,41,2
2023-11-15,58,0
2023-11-16,34,5
2023-11-17,46,6
2023-11-20,62,1
2023-11-21,55,3
2023-11-22,52,10
2023-11-23,42,18
2023-11-24,34,17
2023-11-27,39,23
2023-11-28,40,13
2023-11-29,31,9
2023-11-30,31,4
2023-12-01,52,8
2023-12-04,55,4
2023-12-05,39,5
2023-12-06,40,9
2023-12-07,39,19
2023-12-08,34,18
2023-12-11,40,3
2023-12-12,48,1
2023-12-13,38,3
2023-12-14,41,13
2023-12-15,45,5
2023-12-18,37,22
2023-12-19,29,19
2023-12-20,33,15
2023-12-21,38,6
2023-12-22,20,60
2023-12-25,34,33
2023-12-26,39,14
2023-12-27,31,22
2023-12-28,66,10
2023-12-29,72,4
2024-01-02,56,4
2024-01-03,38,8
2024-01-04,40,10
2024-01-05,24,14
2024-01-08,35,21
2024-01-09,45,9
2024-01-10,36,16
2024-01-11,56,3
2024-01-12,26,6
2024-01-15,38,4
2024-01-16,32,5
2024-01-17,34,19
2024-01-18,38,12
2024-01-19,41,28
2024-01-22,17,172
2024-01-23,45,30
2024-01-24,81,3
2024-01-25,132,4
2024-01-26,59,10
2024-01-29,30,92
2024-01-30,23,105
2024-01-31,28,206
2024-02-01,31,70
2024-02-02,27,120
2024-02-05,16,1377
2024-02-06,162,149
2024-02-07,106,295
2024-02-08,585,4
2024-02-19,281,0
2024-02-20,129,0
2024-02-21,137,0
2024-02-22,100,0
2024-02-23,144,0
2024-02-26,112,1
2024-02-27,107,2
2024-02-28,31,379
2024-02-29,116,3
2024-03-01,74,5
2024-03-04,79,11
2024-03-05,51,12
2024-03-06,92,2
2024-03-07,64,13
2024-03-08,70,4
2024-03-11,91,0
2024-03-12,77,0
2024-03-13,60,1
2024-03-14,48,6
2024-03-15,76,0
2024-03-18,90,3
2024-03-19,63,5
2024-03-20,86,2
2024-03-21,70,6
2024-03-22,60,20
2024-03-25,42,47
2024-03-26,65,16
2024-03-27,43,70
2024-03-28,84,5
2024-03-29,72,10
2024-04-01,84,8
2024-04-02,62,8
2024-04-03,52,20
2024-04-08,57,58
2024-04-09,66,13
2024-04-10,30,34
2024-04-11,48,18
2024-04-12,62,14
2024-04-15,25,301
2024-04-16,20,737
2024-04-17,291,14
2024-04-18,69,13
2024-04-19,62,28
2024-04-22,58,50
2024-04-23,65,24
2024-04-24,62,10
2024-04-25,57,8
2024-04-26,73,7
2024-04-29,149,11
2024-04-30,64,34
2024-05-06,99,23
2024-05-07,60,18
2024-05-08,53,21
2024-05-09,58,18
2024-05-10,41,35
2024-05-13,32,44
2024-05-14,64,23
2024-05-15,42,11
2024-05-16,54,10
2024-05-17,90,6
2024-05-20,48,27
2024-05-21,25,30
2024-05-22,47,14
2024-05-23,26,29
2024-05-24,42,27
2024-05-27,45,32
2024-05-28,29,32
2024-05-29,31,38
2024-05-30,31,39
2024-05-31,38,18
2024-06-03,19,75
